ds,actual,forecast,lo_90,hi_90,type
2020-01-03 15:00:00,4.0848413332309965,,,,historical
2020-01-03 16:00:00,4.1438480799902715,,,,historical
2020-01-03 17:00:00,4.2021050877436785,,,,historical
2020-01-03 18:00:00,4.259575420958844,,,,historical
2020-01-03 19:00:00,4.316224697979571,,,,historical
2020-01-03 20:00:00,4.372021147553192,,,,historical
2020-01-03 21:00:00,4.42693565255425,,,,historical
2020-01-03 22:00:00,4.480941780897146,,,,historical
2020-01-03 23:00:00,4.534015803693306,,,,historical
2020-01-04 00:00:00,4.5861367007703,,,,historical
2020-01-04 01:00:00,4.637286153731114,,,,historical
2020-01-04 02:00:00,4.687448526790889,,,,historical
2020-01-04 03:00:00,4.736610835685906,,,,historical
2020-01-04 04:00:00,4.784762705004801,,,,historical
2020-01-04 05:00:00,4.831896314344966,,,,historical
2020-01-04 06:00:00,4.878006333747367,,,,historical
2020-01-04 07:00:00,4.923089848910498,,,,historical
2020-01-04 08:00:00,4.967146276728564,,,,historical
2020-01-04 09:00:00,5.010177271740104,,,,historical
2020-01-04 10:00:00,5.0521866241109485,,,,historical
2020-01-04 11:00:00,5.093180149809446,,,,historical
2020-01-04 12:00:00,5.133165573662182,,,,historical
2020-01-04 13:00:00,5.172152406004802,,,,historical
2020-01-04 14:00:00,5.210151813665048,,,,historical
2020-01-04 15:00:00,5.247176486033351,,,,historical
2020-01-04 16:00:00,5.283240496990709,,,,historical
2020-01-04 17:00:00,5.318359163473554,,,,historical
2020-01-04 18:00:00,5.352548901461313,,,,historical
2020-01-04 19:00:00,5.385827080174106,,,,historical
2020-01-04 20:00:00,5.418211875265689,,,,historical
2020-01-04 21:00:00,5.449722121790307,,,,historical
2020-01-04 22:00:00,5.480377167711777,,,,historical
2020-01-04 23:00:00,5.510196728708713,,,,historical
2020-01-05 00:00:00,5.53920074501184,,,,historical
2020-01-05 01:00:00,5.567409240987502,,,,historical
2020-01-05 02:00:00,5.5948421881563295,,,,historical
2020-01-05 03:00:00,5.621519372307439,,,,historical
2020-01-05 04:00:00,5.647460265336875,,,,historical
2020-01-05 05:00:00,5.67268390240441,,,,historical
2020-01-05 06:00:00,5.6972087649654775,,,,historical
2020-01-05 07:00:00,5.7210526701951885,,,,historical
2020-01-05 08:00:00,5.744232667279378,,,,historical
2020-01-05 09:00:00,5.766764941003535,,,,historical
2020-01-05 10:00:00,5.788664723024662,,,,historical
2020-01-05 11:00:00,5.809946211163928,,,,historical
2020-01-05 12:00:00,5.830622497009427,,,,historical
2020-01-05 13:00:00,5.850705502069049,,,,historical
2020-01-05 14:00:00,5.870205922663355,,,,historical
2020-01-05 15:00:00,5.889133183698039,,,,historical
2020-01-05 16:00:00,5.907495401404971,,,,historical
2020-01-05 17:00:00,5.925299355090591,,,,historical
2020-01-05 18:00:00,5.942550467880466,,,,historical
2020-01-05 19:00:00,5.959252796399816,,,,historical
2020-01-05 20:00:00,5.975409029281529,,,,historical
2020-01-05 21:00:00,5.991020494346382,,,,historical
2020-01-05 22:00:00,6.006087174254664,,,,historical
2020-01-05 23:00:00,6.020607730384688,,,,historical
2020-01-06 00:00:00,6.034579534651928,,,,historical
2020-01-06 01:00:00,6.047998708942767,,,,historical
2020-01-06 02:00:00,6.060860171799558,,,,historical
2020-01-06 03:00:00,6.073157691958917,,,,historical
2020-01-06 04:00:00,6.084883948312931,,,,historical
2020-01-06 05:00:00,6.096030595833701,,,,historical
2020-01-06 06:00:00,6.106588336975283,,,,historical
2020-01-06 07:00:00,6.116546998043673,,,,historical
2020-01-06 08:00:00,6.125895610005502,,,,historical
2020-01-06 09:00:00,6.134622493188988,,,,historical
2020-01-06 10:00:00,6.142715345317207,,,,historical
2020-01-06 11:00:00,6.150161332303371,,,,historical
2020-01-06 12:00:00,6.1569471812308425,,,,historical
2020-01-06 13:00:00,6.163059274937001,,,,historical
2020-01-06 14:00:00,6.168483747619809,,,,historical
2020-01-06 15:00:00,6.173206580888855,,,,historical
2020-01-06 16:00:00,6.177213699688962,,,,historical
2020-01-06 17:00:00,6.180491067533756,,,,historical
2020-01-06 18:00:00,6.183024780499101,,,,historical
2020-01-06 19:00:00,6.184801159441699,,,,historical
2020-01-06 20:00:00,6.185806839926398,,,,historical
2020-01-06 21:00:00,6.186028859366758,,,,historical
2020-01-06 22:00:00,6.18545474090685,,,,historical
2020-01-06 23:00:00,6.184072573598282,,,,historical
2020-01-07 00:00:00,6.1818710884544545,,,,historical
2020-01-07 01:00:00,6.178839729994207,,,,historical
2020-01-07 02:00:00,6.174968722919067,,,,historical
2020-01-07 03:00:00,6.17024913360178,,,,historical
2020-01-07 04:00:00,6.164672926098924,,,,historical
2020-01-07 05:00:00,6.158233012436541,,,,historical
2020-01-07 06:00:00,6.150923296954949,,,,historical
2020-01-07 07:00:00,6.142738714536811,,,,historical
2020-01-07 08:00:00,6.133675262580984,,,,historical
2020-01-07 09:00:00,6.123730026623472,,,,historical
2020-01-07 10:00:00,6.112901199545564,,,,historical
2020-01-07 11:00:00,6.101188094347948,,,,historical
2020-01-07 12:00:00,6.088591150507881,,,,historical
2020-01-07 13:00:00,6.075111933974172,,,,historical
2020-01-07 14:00:00,6.060753130891611,,,,historical
2020-01-07 15:00:00,6.045518535182403,,,,historical
2020-01-07 16:00:00,6.029413030146774,,,,historical
2020-01-07 17:00:00,6.012442564278239,,,,historical
2020-01-07 18:00:00,5.9946141215206845,,,,historical
2020-01-07 19:00:00,5.975935686224404,,,,historical
2020-01-07 20:00:00,5.956416203086283,,,,historical
2020-01-07 21:00:00,5.936065532385356,,,,historical
2020-01-07 22:00:00,5.914894400848835,,,,historical
2020-01-07 23:00:00,5.892914348505263,,,,historical
2020-01-08 00:00:00,5.870137671900701,,,,historical
2020-01-08 01:00:00,5.846577364070538,,,,historical
2020-01-08 02:00:00,5.822247051673749,,,,historical
2020-01-08 03:00:00,5.7971609297080375,,,,historical
2020-01-08 04:00:00,5.77133369423324,,,,historical
2020-01-08 05:00:00,5.744780473536766,,,,historical
2020-01-08 06:00:00,5.71751675817841,,,,historical
2020-01-08 07:00:00,5.689558330353018,,,,historical
2020-01-08 08:00:00,5.660921193007713,,,,historical
2020-01-08 09:00:00,5.63162149914637,,,,historical
2020-01-08 10:00:00,5.601675481747082,,,,historical
2020-01-08 11:00:00,5.571099384709344,,,,historical
2020-01-08 12:00:00,5.539909395235914,,,,historical
2020-01-08 13:00:00,5.508121578040595,,,,historical
2020-01-08 14:00:00,5.475751811756945,,,,historical
2020-01-08 15:00:00,5.44281572790493,,,,historical
2020-01-08 16:00:00,5.4093286527523645,,,,historical
2020-01-08 17:00:00,5.375305552386253,,,,historical
2020-01-08 18:00:00,5.340760981285477,,,,historical
2020-01-08 19:00:00,5.30570903466147,,,,historical
2020-01-08 20:00:00,5.270163304807094,,,,historical
2020-01-08 21:00:00,5.234136841666577,,,,historical
2020-01-08 22:00:00,5.197642117810839,,,,historical
2020-01-08 23:00:00,5.160690997973503,,,,historical
2020-01-09 00:00:00,5.123294713272862,,,,historical
2020-01-09 01:00:00,5.085463840215046,,,,historical
2020-01-09 02:00:00,5.047208284543015,,,,historical
2020-01-09 03:00:00,5.008537269965551,,,,historical
2020-01-09 04:00:00,4.969459331770053,,,,historical
2020-01-09 05:00:00,4.929982315292825,,,,historical
2020-01-09 06:00:00,4.890113379191031,,,,historical
2020-01-09 07:00:00,4.849859003431528,,,,historical
2020-01-09 08:00:00,4.809225001883769,,,,historical
2020-01-09 09:00:00,4.768216539376858,,,,historical
2020-01-09 10:00:00,4.726838153054932,,,,historical
2020-01-09 11:00:00,4.685093777840402,,,,historical
2020-01-09 12:00:00,4.642986775791378,,,,historical
2020-01-09 13:00:00,4.600519969117962,,,,historical
2020-01-09 14:00:00,4.55769567660211,,,,historical
2020-01-09 15:00:00,4.5145157531475375,,,,historical
2020-01-09 16:00:00,4.470981632169861,,,,historical
2020-01-09 17:00:00,4.427094370522691,,,,historical
2020-01-09 18:00:00,4.382854695643094,,,,historical
2020-01-09 19:00:00,4.338263054589477,,,,historical
2020-01-09 20:00:00,4.293319664636795,,,,historical
2020-01-09 21:00:00,4.24802456508788,,,,historical
2020-01-09 22:00:00,4.2023776699558475,,,,historical
2020-01-09 23:00:00,4.156378821170732,,,,historical
2020-01-10 00:00:00,4.1100278419639675,,,,historical
2020-01-10 01:00:00,4.063324590086831,,,,historical
2020-01-10 02:00:00,4.016269010523591,,,,historical
2020-01-10 03:00:00,3.9688611873667887,,,,historical
2020-01-10 04:00:00,3.9211013945306643,,,,historical
2020-01-10 05:00:00,3.8729901449893824,,,,historical
2020-01-10 06:00:00,3.824528238238967,,,,historical
2020-01-10 07:00:00,3.775716805696086,,,,historical
2020-01-10 08:00:00,3.726557353762465,,,,historical
2020-01-10 09:00:00,3.677051804301012,,,,historical
2020-01-10 10:00:00,3.6272025322883645,,,,historical
2020-01-10 11:00:00,3.5770124004285293,,,,historical
2020-01-10 12:00:00,3.5264847905332686,,,,historical
2020-01-10 13:00:00,3.4756236314970246,,,,historical
2020-01-10 14:00:00,3.4244334237170215,,,,historical
2020-01-10 15:00:00,3.372919259832804,,,,historical
2020-01-10 16:00:00,3.3210868416836563,,,,historical
2020-01-10 17:00:00,3.268942493406868,,,,historical
2020-01-10 18:00:00,3.216493170624642,,,,historical
2020-01-10 19:00:00,3.163746465692319,,,,historical
2020-01-10 20:00:00,3.1107106090054164,,,,historical
2020-01-10 21:00:00,3.0573944663876147,,,,historical
2020-01-10 22:00:00,3.003807532606007,,,,historical
2020-01-10 23:00:00,2.9499599210837353,,,,historical
2020-01-11 00:00:00,2.8958623499031533,,,,historical
2020-01-11 01:00:00,2.8415261242149614,,,,historical
2020-01-11 02:00:00,2.7869631151901233,,,,historical
2020-01-11 03:00:00,2.732185735671697,,,,historical
2020-01-11 04:00:00,2.6772069127028573,,,,historical
2020-01-11 05:00:00,2.622040057125285,,,,historical
2020-01-11 06:00:00,2.5666990304586315,,,,historical
2020-01-11 07:00:00,2.5111981092868043,,,,historical
2020-01-11 08:00:00,2.4555519473903513,,,,historical
2020-01-11 09:00:00,2.399775535876166,,,,historical
2020-01-11 10:00:00,2.3438841615659323,,,,historical
2020-01-11 11:00:00,2.287893363913294,,,,historical
2020-01-11 12:00:00,2.2318188907264935,,,,historical
2020-01-11 13:00:00,2.1756766529782117,,,,historical
2020-01-11 14:00:00,2.119482678987537,,,,historical
2020-01-11 15:00:00,2.063253068260373,,,,historical
2020-01-11 16:00:00,2.0070039452742012,,,,historical
2020-01-11 17:00:00,1.9507514134909019,,,,historical
2020-01-11 18:00:00,1.8945115098774306,,,,historical
2020-01-11 19:00:00,1.8383001602084683,,,,historical
2020-01-11 20:00:00,1.7821331354178733,,,,historical
2020-01-11 21:00:00,1.7260260092568567,,,,historical
2020-01-11 22:00:00,1.6699941175063047,,,,historical
2020-01-11 23:00:00,1.614052518978855,,,,historical
2020-01-12 00:00:00,1.5582159585329651,,,,historical
2020-01-12 01:00:00,1.502498832306732,,,,historical
2020-01-12 02:00:00,1.4469151553634545,,,,historical
2020-01-12 03:00:00,1.3914785319241318,,,,historical
2020-01-12 04:00:00,1.3362021283443817,,,,historical
2020-01-12 05:00:00,1.281098648974612,,,,historical
2020-01-12 06:00:00,1.2261803150230253,,,,historical
2020-01-12 07:00:00,1.1714588465210978,,,,historical
2020-01-12 08:00:00,1.1169454474708882,,,,historical
2020-01-12 09:00:00,1.0626507942327406,,,,historical
2020-01-12 10:00:00,1.0085850271911858,,,,historical
2020-01-12 11:00:00,0.954757745715797,,,,historical
2020-01-12 12:00:00,0.9011780064129343,,,,historical
2020-01-12 13:00:00,0.8478543246435697,,,,historical
2020-01-12 14:00:00,0.7947946792620841,,,,historical
2020-01-12 15:00:00,0.7420065205109239,,,,historical
2020-01-12 16:00:00,0.6894967809867212,,,,historical
2020-01-12 17:00:00,0.6372718895747621,,,,historical
2020-01-12 18:00:00,0.5853377882308446,,,,historical
2020-01-12 19:00:00,0.5336999514725586,,,,historical
2020-01-12 20:00:00,0.4823634084260944,,,,historical
2020-01-12 21:00:00,0.43133276725974223,,,,historical
2020-01-12 22:00:00,0.38061224182159503,,,,historical
2020-01-12 23:00:00,0.33020568028647906,,,,historical
2020-01-13 00:00:00,0.2801165956060324,,,,historical
2020-01-13 01:00:00,0.2303481975460736,,,,historical
2020-01-13 02:00:00,0.1809034260871281,,,,historical
2020-01-13 03:00:00,0.1317849859571088,,,,historical
2020-01-13 04:00:00,0.08299538205983253,,,,historical
2020-01-13 05:00:00,0.03453695555921695,,,,historical
2020-01-13 06:00:00,-0.01358807962318724,,,,historical
2020-01-13 07:00:00,-0.061377600140509685,,,,historical
2020-01-13 08:00:00,-0.10882953662494584,,,,historical
2020-01-13 09:00:00,-0.15594183740424342,,,,historical
2020-01-13 10:00:00,-0.20271243276633868,,,,historical
2020-01-13 11:00:00,-0.24913920000304962,,,,historical
2020-01-13 12:00:00,-0.2952199294568754,,,,historical
2020-01-13 13:00:00,-0.34095229178698927,,,,historical
2020-01-13 14:00:00,-0.38633380666105743,,,,historical
2020-01-13 15:00:00,-0.4313618130689517,,,,historical
2020-01-13 16:00:00,-0.47603344144258974,,,,historical
2020-01-13 17:00:00,-0.520345587753337,,,,historical
2020-01-13 18:00:00,-0.5642948897445321,,,,historical
2020-01-13 19:00:00,-0.6078777054419293,,,,historical
2020-01-13 20:00:00,-0.6510900940693666,,,,historical
2020-01-13 21:00:00,-0.6939277994806721,,,,historical
2020-01-13 22:00:00,-0.7363862362020511,,,,historical
2020-01-13 23:00:00,-0.7784604781618559,,,,historical
2020-01-14 00:00:00,-0.8201452501669935,,,,historical
2020-01-14 01:00:00,-0.8614349221672971,,,,historical
2020-01-14 02:00:00,-0.9023235063311444,,,,historical
2020-01-14 03:00:00,-0.9428046569375056,,,,historical
2020-01-14 04:00:00,-0.9828716730716339,,,,historical
2020-01-14 05:00:00,-1.0225175040938026,,,,historical
2020-01-14 06:00:00,-1.0617347578330505,,,,historical
2020-01-14 07:00:00,-1.100515711440816,,,,historical
2020-01-14 08:00:00,-1.1388523248228188,,,,historical
2020-01-14 09:00:00,-1.1767362565516897,,,,historical
2020-01-14 10:00:00,-1.214158882147603,,,,historical
2020-01-14 11:00:00,-1.2511113145998718,,,,historical
2020-01-14 12:00:00,-1.287584426988959,,,,historical
2020-01-14 13:00:00,-1.323568877055899,,,,historical
2020-01-14 14:00:00,-1.3590551335546575,,,,historical
2020-01-14 15:00:00,-1.394033504212668,,,,historical
2020-01-14 16:00:00,-1.4284941651156249,,,,historical
2020-01-14 17:00:00,-1.4624271913246827,,,,historical
2020-01-14 18:00:00,-1.4958225885275322,,,,historical
2020-01-14 19:00:00,-1.528670325519543,,,,historical
2020-01-14 20:00:00,-1.560960367307002,,,,historical
2020-01-14 21:00:00,-1.592682708621915,,,,historical
2020-01-14 22:00:00,-1.6238274076363768,,,,historical
2020-01-14 23:00:00,-1.6543846196646306,,,,historical
2020-01-15 00:00:00,-1.6843446306421896,,,,historical
2020-01-15 01:00:00,-1.71369789017414,,,,historical
2020-01-15 02:00:00,-1.7424350439486689,,,,historical
2020-01-15 03:00:00,-1.770546965317146,,,,historical
2020-01-15 04:00:00,-1.79802478584848,,,,historical
2020-01-15 05:00:00,-1.824859924673233,,,,historical
2020-01-15 06:00:00,-1.851044116441596,,,,historical
2020-01-15 07:00:00,-1.8765694377292614,,,,historical
2020-01-15 08:00:00,-1.9014283317360139,,,,historical
2020-01-15 09:00:00,-1.925613631133567,,,,historical
2020-01-15 10:00:00,-1.9491185789317547,,,,historical
2020-01-15 11:00:00,-1.9719368472455485,,,,historical
2020-01-15 12:00:00,-1.994062553859281,,,,historical
2020-01-15 13:00:00,-2.0154902764990874,,,,historical
2020-01-15 14:00:00,-2.036215064739539,,,,historical
2020-01-15 15:00:00,-2.0562324494859334,,,,historical
2020-01-15 16:00:00,-2.0755384499893155,,,,historical
2020-01-15 17:00:00,-2.094129578367229,,,,historical
2020-01-15 18:00:00,-2.1120028416191055,,,,historical
2020-01-15 19:00:00,-2.129155741141157,,,,historical
2020-01-15 20:00:00,-2.1455862697613477,,,,historical
2020-01-15 21:00:00,-2.1612929063307282,,,,historical
2020-01-15 22:00:00,-2.176274607922501,,,,historical
2020-01-15 23:00:00,-2.190530799705149,,,,historical
2020-01-16 00:00:00,-2.20406136257018,,,,historical
2020-01-16 01:00:00,-2.216866618608875,,,,historical
2020-01-16 02:00:00,-2.2289473145453194,,,,historical
2020-01-16 03:00:00,-2.240304603245496,,,,historical
2020-01-16 04:00:00,-2.2509400234334316,,,,historical
2020-01-16 05:00:00,-2.2608554777561967,,,,historical
2020-01-16 06:00:00,-2.2700532093489367,,,,historical
2020-01-16 07:00:00,-2.2785357770598544,,,,historical
2020-01-16 08:00:00,-2.2863060295024904,,,,historical
2020-01-16 09:00:00,-2.2933670781090987,,,,historical
2020-01-16 10:00:00,-2.2997222693641675,,,,historical
2020-01-16 11:00:00,-2.3053751564012392,,,,historical
2020-01-16 12:00:00,-2.310329470149104,,,,historical
2020-01-16 13:00:00,-2.3145890902151547,,,,historical
2020-01-16 14:00:00,-2.3181580156941886,,,,historical
2020-01-16 15:00:00,-2.3210403360902774,,,,historical
2020-01-16 16:00:00,-2.323240202537411,,,,historical
2020-01-16 17:00:00,-2.324761799501617,,,,historical
2020-01-16 18:00:00,-2.3256093171430257,,,,historical
2020-01-16 19:00:00,-2.3257869245110587,,,,historical
2020-01-16 20:00:00,-2.325298743739525,,,,historical
2020-01-16 21:00:00,-2.324148825401051,,,,historical
2020-01-16 22:00:00,-2.3223411251718007,,,,historical
2020-01-16 23:00:00,-2.319879481948231,,,,historical
2020-01-17 00:00:00,-2.316767597547454,,,,historical
2020-01-17 01:00:00,-2.3130090181118037,,,,historical
2020-01-17 02:00:00,-2.3086071173266225,,,,historical
2020-01-17 03:00:00,-2.3035650815480055,,,,historical
2020-01-17 04:00:00,-2.297885896924346,,,,historical
2020-01-17 05:00:00,-2.2915723385823505,,,,historical
2020-01-17 06:00:00,-2.2846269619344195,,,,historical
2020-01-17 07:00:00,-2.277052096150401,,,,historical
2020-01-17 08:00:00,-2.2688498398225136,,,,historical
2020-01-17 09:00:00,-2.26002205883802,,,,historical
2020-01-17 10:00:00,-2.2505703864598683,,,,historical
2020-01-17 11:00:00,-2.240496225601414,,,,historical
2020-01-17 12:00:00,-2.22980075326714,,,,historical
2020-01-17 13:00:00,-2.2184849271176286,,,,historical
2020-01-17 14:00:00,-2.2065494941034767,,,,historical
2020-01-17 15:00:00,-2.1939950010998372,,,,historical
2020-01-17 16:00:00,-2.1808218074607457,,,,historical
2020-01-17 17:00:00,-2.1670300994003804,,,,historical
2020-01-17 18:00:00,-2.152619906097136,,,,historical
2020-01-17 19:00:00,-2.1375911174057802,,,,historical
2020-01-17 20:00:00,-2.121943503053137,,,,historical
2020-01-17 21:00:00,-2.105676733183848,,,,historical
2020-01-17 22:00:00,-2.0887904001145867,,,,historical
2020-01-17 23:00:00,-2.0712840411480777,,,,historical
2020-01-18 00:00:00,-2.0531571622920652,,,,historical
2020-01-18 01:00:00,-2.0344092627232966,,,,historical
2020-01-18 02:00:00,-2.0150398598324473,,,,historical
2020-01-18 03:00:00,-1.9950485146829957,,,,historical
2020-01-18 04:00:00,-1.9744348577149973,,,,historical
2020-01-18 05:00:00,-1.9531986145240126,,,,historical
2020-01-18 06:00:00,-1.9313396315455238,,,,historical
2020-01-18 07:00:00,-1.9088579014766556,,,,historical
2020-01-18 08:00:00,-1.8857535882692642,,,,historical
2020-01-18 09:00:00,-1.8620270515320172,,,,historical
2020-01-18 10:00:00,-1.837678870183452,,,,historical
2020-01-18 11:00:00,-1.8127098652035092,,,,historical
2020-01-18 12:00:00,-1.7871211213373668,,,,historical
2020-01-18 13:00:00,-1.760914007612783,,,,historical
2020-01-18 14:00:00,-1.7340901965402014,,,,historical
2020-01-18 15:00:00,-1.7066516818739055,,,,historical
2020-01-18 16:00:00,-1.6786007948221122,,,,historical
2020-01-18 17:00:00,-1.6499402186043282,,,,historical
2020-01-18 18:00:00,-1.6206730012651238,,,,historical
2020-01-18 19:00:00,-1.590802566665126,,,,historical
2020-01-18 20:00:00,-1.5603327235817874,,,,historical
2020-01-18 21:00:00,-1.5292676728649404,,,,historical
2020-01-18 22:00:00,-1.4976120126046726,,,,historical
2020-01-18 23:00:00,-1.4653707412819086,,,,historical
2020-01-19 00:00:00,-1.4325492588850375,,,,historical
2020-01-19 01:00:00,-1.399153365988908,,,,historical
2020-01-19 02:00:00,-1.3651892608055054,,,,historical
2020-01-19 03:00:00,-1.330663534228458,,,,historical
2020-01-19 04:00:00,-1.2955831629061587,,,,historical
2020-01-19 05:00:00,-1.259955500390703,,,,historical
2020-01-19 06:00:00,-1.2237882664218278,,,,historical
2020-01-19 07:00:00,-1.1870895344166326,,,,historical
2020-01-19 08:00:00,-1.149867717246952,,,,historical
2020-01-19 09:00:00,-1.1121315513967738,,,,historical
2020-01-19 10:00:00,-1.073890079601973,,,,historical
2020-01-19 11:00:00,-1.0351526320837938,,,,historical
2020-01-19 12:00:00,-0.9959288064960006,,,,historical
2020-01-19 13:00:00,-0.9562284467131867,,,,historical
2020-01-19 14:00:00,-0.9160616205945762,,,,historical
2020-01-19 15:00:00,-0.8754385968635193,,,,historical
2020-01-19 16:00:00,-0.8343698212478803,,,,historical
2020-01-19 17:00:00,-0.7928658920305293,,,,historical
2020-01-19 18:00:00,-0.7509375351622644,,,,historical
2020-01-19 19:00:00,-0.7085955790915105,,,,historical
2020-01-19 20:00:00,-0.6658509294662527,,,,historical
2020-01-19 21:00:00,-0.6227145438637863,,,,historical
2020-01-19 22:00:00,-0.5791974067028987,,,,historical
2020-01-19 23:00:00,-0.5353105044912654,,,,historical
2020-01-20 00:00:00,-0.4910648015579714,,,,historical
2020-01-20 01:00:00,-0.4464712164172543,,,,historical
2020-01-20 02:00:00,-0.4015405989048968,,,,historical
2020-01-20 03:00:00,-0.35628370822305716,,,,historical
2020-01-20 04:00:00,-0.31071119202289404,,,,historical
2020-01-20 05:00:00,-0.264833566647153,,,,historical
2020-01-20 06:00:00,-0.2186611986467965,,,,historical
2020-01-20 07:00:00,-0.17220428767719023,,,,historical
2020-01-20 08:00:00,-0.12547285086993726,,,,historical
2020-01-20 09:00:00,-0.07847670876664416,,,,historical
2020-01-20 10:00:00,-0.03122547289041677,,,,historical
2020-01-20 11:00:00,0.01627146497990543,,,,historical
2020-01-20 12:00:00,0.06400494177899554,,,,historical
2020-01-20 13:00:00,0.11196603032553958,,,,historical
2020-01-20 14:00:00,0.16014604466342552,,,,historical
2020-01-20 15:00:00,0.20853654355502613,,,,historical
2020-01-20 16:00:00,0.2571293321198664,,,,historical
2020-01-20 17:00:00,0.30591646162395225,,,,historical
2020-01-20 18:00:00,0.35489022743689885,,,,historical
2020-01-20 19:00:00,0.4040431651856902,,,,historical
2020-01-20 20:00:00,0.4533680451453988,,,,historical
2020-01-20 21:00:00,0.50285786491836,,,,historical
2020-01-20 22:00:00,0.5525058404640899,,,,historical
2020-01-20 23:00:00,0.6023053955526065,,,,historical
2020-01-21 00:00:00,0.6522501497236501,,,,historical
2020-01-21 01:00:00,0.702333904843603,,,,historical
2020-01-21 02:00:00,0.7525506303605494,,,,historical
2020-01-21 03:00:00,0.8028944473659199,,,,historical
2020-01-21 04:00:00,0.8533596115784147,,,,historical
2020-01-21 05:00:00,0.9039404953723847,,,,historical
2020-01-21 06:00:00,0.9546315689785538,,,,historical
2020-01-21 07:00:00,1.0054273809897774,,,,historical
2020-01-21 08:00:00,1.0563225383085413,,,,historical
2020-01-21 09:00:00,1.1073116856759493,,,,historical
2020-01-21 10:00:00,1.1583894849241756,,,,historical
2020-01-21 11:00:00,1.2095505940955573,,,,historical
2020-01-21 12:00:00,1.2607896465718988,,,,historical
2020-01-21 13:00:00,1.312101230356923,,,,historical
2020-01-21 14:00:00,1.3634798676533648,,,,historical
2020-01-21 15:00:00,1.414919994873737,,,,historical
2020-01-21 16:00:00,1.4664159432205854,,,,historical
2020-01-21 17:00:00,1.5179619199678644,,,,historical
2020-01-21 18:00:00,1.5695519905701205,,,,historical
2020-01-21 19:00:00,1.6211800617204042,,,,historical
