ds,measured_signal,timegpt_cleaned,timegpt_noisy
2023-05-31,1.9726883751462259,,
2023-06-01,1.9448418368854696,,
2023-06-02,1.9163900417338702,,
2023-06-03,1.8874295778315529,,
2023-06-04,1.8580582591485764,,
2023-06-05,1.8283748804900026,,
2023-06-06,1.7984789700493065,,
2023-06-07,1.7684705401298495,,
2023-06-08,1.7384498366587369,,
2023-06-09,1.7085170881203924,,
2023-06-10,1.6787722545386476,,
2023-06-11,1.6493147771360137,,
2023-06-12,1.6202433292971123,,
2023-06-13,1.5916555694599626,,
2023-06-14,1.5636478965540188,,
2023-06-15,1.5363152085974454,,
2023-06-16,1.5097506650582202,,
2023-06-17,1.4840454535742253,,
2023-06-18,1.4592885616165696,,
2023-06-19,1.4355665536680013,,
2023-06-20,1.4129633544744622,,
2023-06-21,1.3915600389126195,,
2023-06-22,1.3714346289996437,,
2023-06-23,1.3526618985536136,,
2023-06-24,1.335313185993766,,
2023-06-25,1.3194562157494198,,
2023-06-26,1.3051549287248518,,
2023-06-27,1.2924693222447043,,
2023-06-28,1.2814552998807827,,
2023-06-29,1.2721645315363292,,
2023-06-30,1.2646443241381877,,
2023-07-01,1.2589375032606953,,
2023-07-02,1.2550823059777643,,
2023-07-03,1.2531122852114895,,
2023-07-04,1.253056225816835,,
2023-07-05,1.2549380726125419,,
2023-07-06,1.2587768705385018,,
2023-07-07,1.2645867170894514,,
2023-07-08,1.2723767271441044,,
2023-07-09,1.282151010277796,,
2023-07-10,1.2939086606154402,,
2023-07-11,1.3076437592502055,,
2023-07-12,1.3233453892218285,,
2023-07-13,1.340997663017045,,
2023-07-14,1.36057976252324,,
2023-07-15,1.3820659913352464,,
2023-07-16,1.405425839284264,,
2023-07-17,1.4306240590272765,,
2023-07-18,1.4576207545051316,,
2023-07-19,1.486371481047719,,
2023-07-20,1.5168273568755208,,
2023-07-21,1.548935185718261,,
2023-07-22,1.5826375902435332,,
2023-07-23,1.6178731559612238,,
2023-07-24,1.654576585243297,,
2023-07-25,1.6926788610731847,,
2023-07-26,1.7321074201146516,,
2023-07-27,1.7727863346666655,,
2023-07-28,1.814636503048545,,
2023-07-29,1.8575758479385485,,
2023-07-30,1.9015195221691434,,
2023-07-31,1.9463801214635246,,
2023-08-01,1.9920679035805569,,
2023-08-02,2.038491013319277,,
2023-08-03,2.0855557128194087,,
2023-08-04,2.1331666165810814,,
2023-08-05,2.181226930615124,,
2023-08-06,2.2296386951249594,,
2023-08-07,2.2783030301122795,,
2023-08-08,2.3271203832913607,,
2023-08-09,2.375990779691093,,
2023-08-10,2.4248140723195704,,
2023-08-11,2.473490193263433,,
2023-08-12,2.52191940459305,,
2023-08-13,2.57000254844514,,
2023-08-14,2.6176412956564525,,
2023-08-15,2.6647383923257997,,
2023-08-16,2.711197903686892,,
2023-08-17,2.7569254546811637,,
2023-08-18,2.8018284666280597,,
2023-08-19,2.8458163894000026,,
2023-08-20,2.8888009285205443,,
2023-08-21,2.930696266616891,,
2023-08-22,2.971419278672161,,
2023-08-23,3.01088974053823,,
2023-08-24,3.0490305301869274,,
2023-08-25,3.085767821195518,,
2023-08-26,3.1210312679818433,,
2023-08-27,3.1547541823251857,,
2023-08-28,3.186873700730715,,
2023-08-29,3.2173309422183265,,
2023-08-30,3.2460711561406583,,
2023-08-31,3.273043859660037,,
2023-09-01,3.298202964540017,,
2023-09-02,3.3215068929339218,,
2023-09-03,3.3429186818803616,,
2023-09-04,3.3624060762439942,,
2023-09-05,3.3799416098687054,,
2023-09-06,3.395502674739939,,
2023-09-07,3.4090715779829166,,
2023-09-08,3.420635586553963,,
2023-09-09,3.4301869595129637,,
2023-09-10,3.4377229677960965,,
2023-09-11,3.4432459014392744,,
2023-09-12,3.446763064234171,,
2023-09-13,3.448286755830173,,
2023-09-14,3.4478342413270484,,
2023-09-15,3.445427708434438,,
2023-09-16,3.441094212305431,,
2023-09-17,3.4348656081823474,,
2023-09-18,3.4267784720233663,,
2023-09-19,3.416874009308759,,
2023-09-20,3.4051979522550733,,
2023-09-21,3.3918004456946504,,
2023-09-22,3.3767359219062594,,
2023-09-23,3.360062964710271,,
2023-09-24,3.3418441631687172,,
2023-09-25,3.3221459552565986,,
2023-09-26,3.301038461895908,,
2023-09-27,3.278595311767999,,
2023-09-28,3.2548934573430097,,
2023-09-29,3.2300129825870383,,
2023-09-30,3.204036902828641,,
2023-10-01,3.177050957285821,,
2023-10-02,3.1491433947730902,,
2023-10-03,3.120404753125247,,
2023-10-04,3.090927632890255,,
2023-10-05,3.060806465857972,,
2023-10-06,3.0301372790043795,,
2023-10-07,2.9990174544424884,,
2023-10-08,2.96754548598106,,
2023-10-09,2.935820732900802,,
2023-10-10,2.903943171564646,,
2023-10-11,2.8720131454841664,,
2023-10-12,2.840131114468031,,
2023-10-13,2.808397403480704,,
2023-10-14,2.7769119518403342,,
2023-10-15,2.7457740633839043,,
2023-10-16,2.7150821582253086,,
2023-10-17,2.6849335267280354,,
2023-10-18,2.6554240863085643,,
2023-10-19,2.6266481416795338,,
2023-10-20,2.5986981491330794,,
2023-10-21,2.5716644854546606,,
2023-10-22,2.545635222046072,,
2023-10-23,2.5206959048233006,,
2023-10-24,2.4969293404404236,,
2023-10-25,2.474415389374895,,
2023-10-26,2.453230766392399,,
2023-10-27,2.4334488488909405,,
2023-10-28,2.4151394936041344,,
2023-10-29,2.3983688621227115,,
2023-10-30,2.383199255671158,,
2023-10-31,2.369688959553261,,
2023-11-01,2.3578920976560775,,
2023-11-02,2.3478584973766803,,
2023-11-03,2.339633565309923,,
2023-11-04,2.3332581740085043,,
2023-11-05,2.328768560098908,,
2023-11-06,2.326196234008317,,
2023-11-07,2.325567901528562,,
2023-11-08,2.3269053974134772,,
2023-11-09,2.33022563117594,,
2023-11-10,2.335540545220278,,
2023-11-11,2.3428570854148685,,
2023-11-12,2.3521771841785655,,
2023-11-13,2.3634977561232846,,
2023-11-14,2.376810706263595,,
2023-11-15,2.3921029507727147,,
2023-11-16,2.40935645023288,,
2023-11-17,2.428548255296767,,
2023-11-18,2.449650564645548,,
2023-11-19,2.4726307950983935,,
2023-11-20,2.497451663697773,,
2023-11-21,2.524071281564934,,
2023-11-22,2.5524432592904387,,
2023-11-23,2.5825168235957743,,
2023-11-24,2.614236944973805,,
2023-11-25,2.647544475988344,,
2023-11-26,2.6823762998864327,,
2023-11-27,2.718665489151072,,
2023-11-28,2.756341473597282,,
2023-11-29,2.795330217590428,,
2023-11-30,2.8355544059429416,,
2023-12-01,2.8769336380238024,,
2023-12-02,2.919384629594598,,
2023-12-03,2.9628214218666074,,
2023-12-04,3.007155597255293,,
2023-12-05,3.0522965012917913,,
2023-12-06,3.0981514701355852,,
2023-12-07,3.1446260631185083,,
2023-12-08,3.1916242997376276,,
2023-12-09,3.2390489005034206,,
2023-12-10,3.2868015310399903,,
2023-12-11,3.334783048825935,,
2023-12-12,3.3828937519578592,,
2023-12-13,3.4310336293134625,,
2023-12-14,3.4791026114876247,,
2023-12-15,3.5270008218729796,,
2023-12-16,3.5746288272561038,,
2023-12-17,3.6218878873016536,,
2023-12-18,3.668680202299589,,
2023-12-19,3.7149091585549443,,
2023-12-20,3.760479570805539,,
2023-12-21,3.8052979210604425,,
2023-12-22,3.849272593260984,,
2023-12-23,3.8923141031765613,,
2023-12-24,3.934335322959428,,
2023-12-25,3.975251699796024,,
2023-12-26,4.014981468107191,,
2023-12-27,4.05344585476579,,
2023-12-28,4.090569276817694,,
2023-12-29,4.126279531210942,,
2023-12-30,4.160507976057816,,
2023-12-31,4.193189702975854,,
2024-01-01,4.224263700076111,,
2024-01-02,4.25367300519044,,
2024-01-03,4.281364848953967,,
2024-01-04,4.307290787384411,,
2024-01-05,4.331406823626133,,
2024-01-06,4.353673518553972,,
2024-01-07,4.3740560899598275,,
2024-01-08,4.392524500073537,,
2024-01-09,4.4090535311988015,,
2024-01-10,4.423622849274698,,
2024-01-11,4.436217055203553,,
2024-01-12,4.446825723816575,,
2024-01-13,4.455443430379629,,
2024-01-14,4.4620697645727185,,
2024-01-15,4.4667093319081435,,
2024-01-16,4.469371742583714,,
2024-01-17,4.470071587798929,,
2024-01-18,4.468828403593374,,
2024-01-19,4.465666622297873,,
2024-01-20,4.460615511719961,,
2024-01-21,4.453709102215916,,
2024-01-22,4.444986101831998,,
2024-01-23,4.434489799727353,,
2024-01-24,4.422267958120442,,
2024-01-25,4.408372693029571,,
2024-01-26,4.39286034410616,,
2024-01-27,4.375791333886738,,
2024-01-28,4.357230016816104,,
2024-01-29,4.337244518419753,,
2024-01-30,4.315906565028325,,
2024-01-31,4.293291304480486,,
2024-02-01,4.269477118253253,,
2024-02-02,4.244545425490257,,
2024-02-03,4.2185804794187085,,
2024-02-04,4.1916691566649105,,
2024-02-05,4.163900739995931,,
2024-02-06,4.135366695031534,,
2024-02-07,4.106160441485572,,
2024-02-08,4.076377119509663,,
2024-02-09,4.046113351724441,,
2024-02-10,4.015467001534157,,
2024-02-11,3.9845369283301046,,
2024-02-12,3.9534227401957227,,
2024-02-13,3.9222245447328765,,
2024-02-14,3.8910426986331768,,
2024-02-15,3.8599775566216596,,
2024-02-16,3.8291292204014025,,
2024-02-17,3.7985972882279815,,
2024-02-18,3.768480605740755,,
2024-02-19,3.7388770186751654,,
2024-02-20,3.709883128075176,,
2024-02-21,3.681594048619066,,
2024-02-22,3.6541031706636518,,
2024-02-23,3.627501926603027,,
2024-02-24,3.601879562126797,,
2024-02-25,3.577322912950811,,
2024-02-26,3.553916187579388,,
2024-02-27,3.5317407566432375,,
2024-02-28,3.5108749493405,,
2024-02-29,3.4913938574908356,,
2024-03-01,3.4733691476931505,,
2024-03-02,3.4568688820575093,,
2024-03-03,3.4419573479600674,,
2024-03-04,3.428694897247494,,
2024-03-05,3.4171377952934656,,
2024-03-06,3.407338080285339,,
2024-03-07,3.3993434330933163,,
2024-03-08,3.3931970580480764,,
2024-03-09,3.3889375749253485,,
2024-03-10,3.386598922408033,,
2024-03-11,3.386210273267536,,
2024-03-12,3.387795961476802,,
2024-03-13,3.391375421437516,,
2024-03-14,3.3969631394736965,,
2024-03-15,3.4045686177131316,,
2024-03-16,3.4141963504471016,,
2024-03-17,3.4258458130275864,,
2024-03-18,3.4395114633297323,,
2024-03-19,3.4551827557759296,,
2024-03-20,3.472844167886322,,
2024-03-21,3.49247523928929,,
2024-03-22,3.5140506230941386,,
2024-03-23,3.537540149497362,,
2024-03-24,3.562908901463138,,
2024-03-25,3.5901173022885255,,
2024-03-26,3.619121214834016,,
2024-03-27,3.6498720521709513,,
2024-03-28,3.682316899368624,,
2024-03-29,3.716398646116107,,
2024-03-30,3.752056129846572,,
2024-03-31,3.789224289005723,,
2024-04-01,3.827834326080386,,
2024-04-02,3.8678138799790367,,
2024-04-03,3.90908720733244,,
2024-04-04,3.9515753722604314,,
2024-04-05,3.995196444129445,,
2024-04-06,4.039865702805645,,
2024-04-07,4.085495850889434,,
2024-04-08,4.131997232399983,,
2024-04-09,4.179278057361886,,
2024-04-10,4.227244631731655,,
2024-04-11,4.27580159208803,,
2024-04-12,4.324852144498477,,
2024-04-13,4.374298306963489,,
2024-04-14,4.424041154831629,,
2024-04-15,4.473981068570535,,
2024-04-16,4.5240179832735,,
2024-04-17,4.57405163927656,,
2024-04-18,4.623981833258629,,
2024-04-19,4.673708669195586,,
2024-04-20,4.723132808540023,,
2024-04-21,4.772155718999872,,
2024-04-22,4.820679921293044,,
2024-04-23,4.868609233259914,,
2024-04-24,4.915849010722446,,
2024-04-25,4.962306384486557,,
2024-04-26,5.007890492894344,,
2024-04-27,5.052512709343554,,
2024-04-28,5.096086864204684,,
2024-04-29,5.138529460579739,,
2024-04-30,5.179759883362456,,
2024-05-01,5.219700601076254,,
2024-05-02,5.258277359984585,,
2024-05-03,5.295419369987362,,
2024-05-04,5.3310594818380785,,
2024-05-05,5.365134355237627,,
2024-05-06,5.397584617383976,,
2024-05-07,5.428355011580504,,
2024-05-08,5.457394535530931,,
2024-05-09,5.484656568974381,,
2024-05-10,5.510098990341046,,
2024-05-11,5.53368428213618,,
2024-05-12,5.5553796247886105,,
2024-05-13,5.575156978728645,,
2024-05-14,5.5929931544898945,,
2024-05-15,5.608869870659407,,
2024-05-16,5.622773799531011,,
2024-05-17,5.634696600347544,,
2024-05-18,5.644634940048718,,
2024-05-19,5.6525905014726785,,
2024-05-20,5.658569978990723,,
2024-05-21,5.6625850615861495,,
2024-05-22,5.664652403419588,,
2024-05-23,5.6647935819546005,,
2024-05-24,5.663035043748391,,
2024-05-25,5.6594080380434555,,
2024-05-26,5.6539485383264525,,
2024-05-27,5.646697152050837,,
2024-05-28,5.637699018749299,,
2024-05-29,5.627003696791263,,
2024-05-30,5.61466503906904,,
2024-05-31,5.60074105792403,,
2024-06-01,5.585293779651232,,
2024-06-02,5.568389088946553,,
2024-06-03,5.55009656368642,,
2024-06-04,5.530489300453606,,
2024-06-05,5.50964373124616,,
2024-06-06,5.48763943182863,,
2024-06-07,5.464558922205443,,
2024-06-08,5.440487459716322,,
2024-06-09,5.4155128252718185,,
2024-06-10,5.389725103264484,,
2024-06-11,5.363216455706775,,
2024-06-12,5.336080891161533,,
2024-06-13,5.30841402904362,,
2024-06-14,5.2803128598832005,,
2024-06-15,5.251875502150943,,
2024-06-16,5.223200956254371,,
2024-06-17,5.194388856321318,,
2024-06-18,5.1655392203923585,,
2024-06-19,5.136752199647697,,
2024-06-20,5.1081278272967765,,
2024-06-21,5.079765767759359,,
2024-06-22,5.05176506676647,,
2024-06-23,5.0242239030069,,
2024-06-24,4.997239341941498,,
2024-06-25,4.970907092401655,,
2024-06-26,4.945321266581793,,
2024-06-27,4.920574144026801,,
2024-06-28,4.896755940205724,,
2024-06-29,4.8739545802511515,,
2024-06-30,4.852255478431191,,
2024-07-01,4.831741323906189,,
2024-07-02,4.812491873306968,,
2024-07-03,4.79458375065394,,
2024-07-04,4.7780902551183795,,
2024-07-05,4.7630811771072015,,
2024-07-06,4.749622623132037,,
2024-07-07,4.737776849901107,,
2024-07-08,4.727602108049592,,
2024-07-09,4.719152495899756,,
2024-07-10,4.71247782361727,,
2024-07-11,4.707623488103835,,
2024-07-12,4.704630358939609,,
2024-07-13,4.703534675661021,,
2024-07-14,4.704367956631354,,
2024-07-15,4.707156919732305,,
2024-07-16,4.711923415075233,,
2024-07-17,4.718684369900624,,
2024-07-18,4.72745174580383,,
2024-07-19,4.738232508394236,,
2024-07-20,4.75102860946388,,
2024-07-21,4.765836981710238,,
2024-07-22,4.782649546026411,,
2024-07-23,4.801453231340507,,
2024-07-24,4.822230006954566,,
2024-07-25,4.844956927302083,,
2024-07-26,4.869606189012049,,
2024-07-27,4.89614520013668,,
2024-07-28,4.924536661369441,,
2024-07-29,4.954738659050049,,
2024-07-30,4.986704769723516,,
2024-07-31,5.020384175991458,,
2024-08-01,5.055721793365507,,
2024-08-02,5.092658407805238,,
2024-08-03,5.131130823596096,,
2024-08-04,5.17107202119712,,
2024-08-05,5.212411324663064,,
2024-08-06,5.255074578221763,,
2024-08-07,5.298984331564439,,
2024-08-08,5.3440600333850545,,
2024-08-09,5.39021823268391,,
2024-08-10,5.437372787331506,,
2024-08-11,5.485435079370224,,
2024-08-12,5.534314236514802,,
2024-08-13,5.583917359296739,,
2024-08-14,5.634149753283981,,
2024-08-15,5.684915165794134,,
2024-08-16,5.736116026508619,,
2024-08-17,5.787653691384995,,
2024-08-18,5.839428689256809,,
2024-08-19,5.891340970503232,,
2024-08-20,5.943290157165926,,
2024-08-21,5.995175793886573,,
2024-08-22,6.046897599036839,,
2024-08-23,6.098355715411694,,
2024-08-24,6.149450959858429,,
2024-08-25,6.200085071216081,,
2024-08-26,6.250160955944493,,
2024-08-27,6.299582930827738,,
2024-08-28,6.348256962144262,,
2024-08-29,6.396090900704625,,
2024-08-30,6.442994712168404,,
2024-08-31,6.488880702063341,,
2024-09-01,6.53366373494334,,
2024-09-02,6.577261447136374,,
2024-09-03,6.619594452549645,,
2024-09-04,6.66058654101647,,
2024-09-05,6.700164868688341,,
2024-09-06,6.738260139995205,,
2024-09-07,6.774806780718466,,
2024-09-08,6.8097431017431225,,
2024-09-09,6.843011453079156,,
2024-09-10,6.874558367766294,,
2024-09-11,6.904334695301948,,
2024-09-12,6.932295724258077,,
2024-09-13,6.958401293780037,,
2024-09-14,6.982615893688127,,
2024-09-15,7.004908752931262,,
2024-09-16,7.025253916171206,,
2024-09-17,7.043630308305687,,
2024-09-18,7.060021786768788,,
2024-09-19,7.074417181477705,,
2024-09-20,7.086810322325868,,
2024-09-21,7.0972000541536175,,
2024-09-22,7.1055902391589845,,
2024-09-23,7.111989746742598,,
2024-09-24,7.116412430812189,,
2024-09-25,7.118877094603584,,
2024-09-26,7.119407443106349,,
2024-09-27,7.11803202321326,,
2024-09-28,7.114784151743584,,
2024-09-29,7.109701831520419,,
2024-09-30,7.102827655712409,,
2024-10-01,7.094208700679359,,
2024-10-02,7.083896407590269,,
2024-10-03,7.071946453110218,,
2024-10-04,7.0584186094800945,,
2024-10-05,7.043376594339604,,
2024-10-06,7.0268879106697035,,
2024-10-07,7.00902367725545,,
2024-10-08,6.989858450093786,,
2024-10-09,6.969470035193752,,
2024-10-10,6.947939293237833,,
2024-10-11,6.925349936593891,,
2024-10-12,6.901788319185946,,
2024-10-13,6.877343219750264,,
2024-10-14,6.8521056190194916,,
2024-10-15,6.826168471393066,,
2024-10-16,6.799626471665654,,
2024-10-17,6.772575817398028,,
2024-10-18,6.745113967525426,,
2024-10-19,6.717339397808153,,
2024-10-20,6.689351353736783,,
2024-10-21,6.6612496015110185,,
2024-10-22,6.633134177715743,,
2024-10-23,6.605105138321439,,
2024-10-24,6.577262307637451,,
2024-10-25,6.549705027847063,,
2024-10-26,6.522531909751542,,
2024-10-27,6.495840585347637,,
2024-10-28,6.469727462858054,,
2024-10-29,6.444287484828667,,
2024-10-30,6.4196138898981605,,
2024-10-31,6.3957979788369785,,
2024-11-01,6.372928885441399,,
2024-11-02,6.351093352856744,,
2024-11-03,6.33037551588979,,
2024-11-04,6.310856689855791,,
2024-11-05,6.2926151664888295,,
2024-11-06,6.275726017426813,,
2024-11-07,6.260260905763208,,
2024-11-08,6.246287906137649,,
2024-11-09,6.233871333815898,,
2024-11-10,6.223071583187419,,
2024-11-11,6.21394497608495,,
2024-11-12,6.206543620306112,,
2024-11-13,6.200915278691334,,
2024-11-14,6.19710324908611,,
2024-11-15,6.19514625548818,,
2024-11-16,6.195078350652387,,
2024-11-17,6.19692883039708,,
2024-11-18,6.200722159826814,,
2024-11-19,6.206477911656085,,
2024-11-20,6.214210716788669,,
2024-11-21,6.223930227276323,,
2024-11-22,6.23564109174971,,
2024-11-23,6.2493429433830805,,
2024-11-24,6.265030400422912,,
2024-11-25,6.282693079279217,,
2024-11-26,6.3023156201467705,,
2024-11-27,6.32387772509213,,
2024-11-28,6.347354208511087,,
2024-11-29,6.372715059830249,,
2024-11-30,6.399925518295699,,
2024-12-01,6.428946159661536,,
2024-12-02,6.45973299456114,,
2024-12-03,6.492237578314919,,
2024-12-04,6.526407131899468,,
2024-12-05,6.562184673775313,,
2024-12-06,6.599509162242994,,
2024-12-07,6.6383156479711385,,
2024-12-08,6.6785354363143945,,
2024-12-09,6.720096259014908,,
2024-12-10,6.762922454857177,,
2024-12-11,6.80693515882404,,
2024-12-12,6.852052499279942,,
2024-12-13,6.898189802687805,,
2024-12-14,6.945259805346694,,
2024-12-15,6.9931728716201595,,
2024-12-16,7.041837218108573,,
2024-12-17,7.091159143204243,,
2024-12-18,7.141043261454229,,
2024-12-19,7.1913927421440995,,
2024-12-20,7.242109551504997,,
2024-12-21,7.293094697937562,,
2024-12-22,7.344248479638441,,
2024-12-23,7.395470734009408,,
2024-12-24,7.446661088224296,,
2024-12-25,7.497719210326416,,
2024-12-26,7.548545060227434,,
2024-12-27,7.59903913997931,,
2024-12-28,7.64910274269231,,
2024-12-29,7.698638199475931,,
2024-12-30,7.747549123784081,,
2024-12-31,7.795740652552804,,
2025-01-01,7.84311968352644,,
2025-01-02,7.889595108178051,,
2025-01-03,7.935078039640639,,
2025-01-04,7.979482035078459,,
2025-01-05,8.022723311941412,,
2025-01-06,8.064720957561047,,
2025-01-07,8.105397131563153,,
2025-01-08,8.144677260590134,,
2025-01-09,8.182490224845411,,
2025-01-10,8.218768535992776,,
2025-01-11,8.253448505965057,,
2025-01-12,8.286470406259472,,
2025-01-13,8.317778617320597,,
2025-01-14,8.347321767636982,,
2025-01-15,8.375052862202939,,
2025-01-16,8.400929400023909,,
2025-01-17,8.424913480371032,,
2025-01-18,8.446971897518925,,
2025-01-19,8.467076223729313,,
2025-01-20,8.485202880272807,,
2025-01-21,8.501333196310881,,
2025-01-22,8.515453455490661,,
2025-01-23,8.527554930135807,,
2025-01-24,8.5376339029479,,
2025-01-25,8.545691676163969,,
2025-01-26,8.551734568147285,,
2025-01-27,8.555773897419924,,
2025-01-28,8.557825954177119,,
2025-01-29,8.557911959354808,,
2025-01-30,8.556058011352802,,
2025-01-31,8.552295020547124,,
2025-02-01,8.546658631755479,,
2025-02-02,8.539189134850073,,
2025-02-03,8.529931363741643,,
2025-02-04,8.51893458398775,,
2025-02-05,8.50625236930676,,
2025-02-06,8.491942467306862,,
2025-02-07,8.476066654766331,,
2025-02-08,8.458690582827607,,
2025-02-09,8.439883612492771,,
2025-02-10,8.419718640832555,,
2025-02-11,8.398271918344037,,
2025-02-12,8.375622857914573,,
2025-02-13,8.351853835870278,,
2025-02-14,8.32704998560748,,
2025-02-15,8.301298984323875,,
2025-02-16,8.27469083338361,,
2025-02-17,8.247317632866302,,
2025-02-18,8.2192733508647,,
2025-02-19,8.1906535881087,,
2025-02-20,8.161555338505334,,
2025-02-21,8.132076746194304,,
2025-02-22,8.102316859727686,,
2025-02-23,8.072375383989284,,
2025-02-24,8.042352430475127,,
2025-02-25,8.012348266560345,,
2025-02-26,7.982463064380579,,
2025-02-27,7.9527966499566345,,
2025-02-28,7.923448253190907,,
2025-03-01,7.894516259361509,,
2025-03-02,7.866097962736655,,
2025-03-03,7.838289322926214,,
2025-03-04,7.811184724580775,,
2025-03-05,7.784876741039936,,
2025-03-06,7.759455902521866,,
2025-03-07,7.735010469434585,,
2025-03-08,7.711626211376811,,
2025-03-09,7.6893861923817495,,
