unique_id,ds,y
AECO,2026-04-05 19:00:00,878.841
AECO,2026-04-05 20:00:00,905.909
AECO,2026-04-05 21:00:00,882.809
AECO,2026-04-05 22:00:00,841.663
AECO,2026-04-05 23:00:00,796.458
AECO,2026-04-06 00:00:00,758.466
AECO,2026-04-06 01:00:00,740.79
AECO,2026-04-06 02:00:00,725.383
AECO,2026-04-06 03:00:00,728.179
AECO,2026-04-06 04:00:00,748.642
AECO,2026-04-06 05:00:00,794.773
AECO,2026-04-06 06:00:00,848.699
AECO,2026-04-06 07:00:00,837.318
AECO,2026-04-06 08:00:00,739.917
AECO,2026-04-06 09:00:00,610.12
AECO,2026-04-06 10:00:00,501.914
AECO,2026-04-06 11:00:00,435.099
AECO,2026-04-06 12:00:00,401.71
AECO,2026-04-06 13:00:00,391.608
AECO,2026-04-06 14:00:00,413.293
AECO,2026-04-06 15:00:00,501.675
AECO,2026-04-06 16:00:00,655.268
AECO,2026-04-06 17:00:00,769.254
AECO,2026-04-06 18:00:00,876.101
AECO,2026-04-06 19:00:00,955.362
AECO,2026-04-06 20:00:00,982.655
AECO,2026-04-06 21:00:00,943.641
AECO,2026-04-06 22:00:00,888.219
AECO,2026-04-06 23:00:00,831.899
AECO,2026-04-07 00:00:00,786.901
AECO,2026-04-07 01:00:00,761.536
AECO,2026-04-07 02:00:00,743.285
AECO,2026-04-07 03:00:00,741.336
AECO,2026-04-07 04:00:00,755.919
AECO,2026-04-07 05:00:00,796.531
AECO,2026-04-07 06:00:00,856.135
AECO,2026-04-07 07:00:00,857.237
AECO,2026-04-07 08:00:00,742.1
AECO,2026-04-07 09:00:00,602.634
AECO,2026-04-07 10:00:00,487.784
AECO,2026-04-07 11:00:00,408.749
AECO,2026-04-07 12:00:00,371.64
AECO,2026-04-07 13:00:00,369.558
AECO,2026-04-07 14:00:00,378.339
AECO,2026-04-07 15:00:00,428.714
AECO,2026-04-07 16:00:00,556.059
AECO,2026-04-07 17:00:00,703.829
AECO,2026-04-07 18:00:00,851.185
AECO,2026-04-07 19:00:00,964.359
AECO,2026-04-07 20:00:00,1041.818
AECO,2026-04-07 21:00:00,964.35
AECO,2026-04-07 22:00:00,925.701
AECO,2026-04-07 23:00:00,887.495
AECO,2026-04-08 00:00:00,845.232
AECO,2026-04-08 01:00:00,833.771
AECO,2026-04-08 02:00:00,828.134
AECO,2026-04-08 03:00:00,831.93
AECO,2026-04-08 04:00:00,858.728
AECO,2026-04-08 05:00:00,908.138
AECO,2026-04-08 06:00:00,976.288
AECO,2026-04-08 07:00:00,954.718
AECO,2026-04-08 08:00:00,837.681
AECO,2026-04-08 09:00:00,680.677
AECO,2026-04-08 10:00:00,571.26
AECO,2026-04-08 11:00:00,485.94
AECO,2026-04-08 12:00:00,444.604
AECO,2026-04-08 13:00:00,422.87
AECO,2026-04-08 14:00:00,433.859
AECO,2026-04-08 15:00:00,490.539
AECO,2026-04-08 16:00:00,602.965
AECO,2026-04-08 17:00:00,752.858
AECO,2026-04-08 18:00:00,923.513
AECO,2026-04-08 19:00:00,1008.803
AECO,2026-04-08 20:00:00,1052.38
AECO,2026-04-08 21:00:00,1022.343
AECO,2026-04-08 22:00:00,963.206
AECO,2026-04-08 23:00:00,902.427
AECO,2026-04-09 00:00:00,913.635
AECO,2026-04-09 01:00:00,861.43
AECO,2026-04-09 02:00:00,857.33
AECO,2026-04-09 03:00:00,855.065
AECO,2026-04-09 04:00:00,880.979
AECO,2026-04-09 05:00:00,925.723
AECO,2026-04-09 06:00:00,979.704
AECO,2026-04-09 07:00:00,968.955
AECO,2026-04-09 08:00:00,859.047
AECO,2026-04-09 09:00:00,709.343
AECO,2026-04-09 10:00:00,547.507
AECO,2026-04-09 11:00:00,480.923
AECO,2026-04-09 12:00:00,440.807
AECO,2026-04-09 13:00:00,426.785
AECO,2026-04-09 14:00:00,432.649
AECO,2026-04-09 15:00:00,494.286
AECO,2026-04-09 16:00:00,599.863
AECO,2026-04-09 17:00:00,740.533
AECO,2026-04-09 18:00:00,880.307
AECO,2026-04-09 19:00:00,978.976
AECO,2026-04-09 20:00:00,1001.135
AECO,2026-04-09 21:00:00,970.221
AECO,2026-04-09 22:00:00,921.914
AECO,2026-04-09 23:00:00,868.753
AECO,2026-04-10 00:00:00,854.259
AECO,2026-04-10 01:00:00,806.317
AECO,2026-04-10 02:00:00,788.0
AECO,2026-04-10 03:00:00,794.116
AECO,2026-04-10 04:00:00,793.837
AECO,2026-04-10 05:00:00,905.102
AECO,2026-04-10 06:00:00,901.942
AECO,2026-04-10 07:00:00,900.715
AECO,2026-04-10 08:00:00,824.411
AECO,2026-04-10 09:00:00,619.287
AECO,2026-04-10 10:00:00,548.659
AECO,2026-04-10 11:00:00,494.038
AECO,2026-04-10 12:00:00,354.443
AECO,2026-04-10 13:00:00,393.029
AECO,2026-04-10 14:00:00,420.209
AECO,2026-04-10 15:00:00,483.808
AECO,2026-04-10 16:00:00,629.463
AECO,2026-04-10 17:00:00,683.843
AECO,2026-04-10 18:00:00,883.126
AECO,2026-04-10 19:00:00,935.193
AECO,2026-04-10 20:00:00,958.646
AECO,2026-04-10 21:00:00,957.927
AECO,2026-04-10 22:00:00,874.425
AECO,2026-04-10 23:00:00,803.428
AECO,2026-04-11 00:00:00,827.429
AECO,2026-04-11 01:00:00,657.961
AECO,2026-04-11 02:00:00,744.013
AECO,2026-04-11 03:00:00,733.374
AECO,2026-04-11 04:00:00,738.428
AECO,2026-04-11 05:00:00,758.296
AECO,2026-04-11 06:00:00,779.997
AECO,2026-04-11 07:00:00,762.5
AECO,2026-04-11 08:00:00,680.844
AECO,2026-04-11 09:00:00,558.551
AECO,2026-04-11 10:00:00,445.202
AECO,2026-04-11 11:00:00,379.073
AECO,2026-04-11 12:00:00,343.58
AECO,2026-04-11 13:00:00,339.268
AECO,2026-04-11 14:00:00,365.114
AECO,2026-04-11 15:00:00,433.209
AECO,2026-04-11 16:00:00,546.536
AECO,2026-04-11 17:00:00,726.845
AECO,2026-04-11 18:00:00,871.787
AECO,2026-04-11 19:00:00,873.161
AECO,2026-04-11 20:00:00,941.283
AECO,2026-04-11 21:00:00,856.566
AECO,2026-04-11 22:00:00,851.441
AECO,2026-04-11 23:00:00,810.325
AECO,2026-04-12 00:00:00,793.198
AECO,2026-04-12 01:00:00,745.231
AECO,2026-04-12 02:00:00,672.42
AECO,2026-04-12 03:00:00,734.85
AECO,2026-04-12 04:00:00,744.192
AECO,2026-04-12 05:00:00,762.222
AECO,2026-04-12 06:00:00,780.647
AECO,2026-04-12 07:00:00,757.027
AECO,2026-04-12 08:00:00,663.327
AECO,2026-04-12 09:00:00,549.365
AECO,2026-04-12 10:00:00,450.959
AECO,2026-04-12 11:00:00,383.947
AECO,2026-04-12 12:00:00,347.836
AECO,2026-04-12 13:00:00,339.538
AECO,2026-04-12 14:00:00,372.658
AECO,2026-04-12 15:00:00,447.397
AECO,2026-04-12 16:00:00,564.831
AECO,2026-04-12 17:00:00,737.901
AECO,2026-04-12 18:00:00,874.493
AECO,2026-04-12 19:00:00,942.796
AECO,2026-04-12 20:00:00,953.551
AECO,2026-04-12 21:00:00,856.389
AECO,2026-04-12 22:00:00,850.725
AECO,2026-04-12 23:00:00,805.444
AECO,2026-04-13 00:00:00,823.131
AECO,2026-04-13 01:00:00,697.033
AECO,2026-04-13 02:00:00,704.904
AECO,2026-04-13 03:00:00,750.469
AECO,2026-04-13 04:00:00,707.374
AECO,2026-04-13 05:00:00,842.028
AECO,2026-04-13 06:00:00,850.955
AECO,2026-04-13 07:00:00,843.25
AECO,2026-04-13 08:00:00,829.851
AECO,2026-04-13 09:00:00,738.884
AECO,2026-04-13 10:00:00,687.367
AECO,2026-04-13 11:00:00,628.918
AECO,2026-04-13 12:00:00,626.021
AECO,2026-04-13 13:00:00,720.625
AECO,2026-04-13 14:00:00,786.051
AECO,2026-04-13 15:00:00,767.964
AECO,2026-04-13 16:00:00,790.116
AECO,2026-04-13 17:00:00,855.07
AECO,2026-04-13 18:00:00,936.13
AECO,2026-04-13 19:00:00,1015.483
AECO,2026-04-13 20:00:00,1049.647
AECO,2026-04-13 21:00:00,996.961
AECO,2026-04-13 22:00:00,921.573
AECO,2026-04-13 23:00:00,841.619
AECO,2026-04-14 00:00:00,808.59
AECO,2026-04-14 01:00:00,755.494
AECO,2026-04-14 02:00:00,729.13
AECO,2026-04-14 03:00:00,719.425
AECO,2026-04-14 04:00:00,726.09
AECO,2026-04-14 05:00:00,768.269
AECO,2026-04-14 06:00:00,830.112
AECO,2026-04-14 07:00:00,833.798
AECO,2026-04-14 08:00:00,746.993
AECO,2026-04-14 09:00:00,666.536
AECO,2026-04-14 10:00:00,608.806
AECO,2026-04-14 11:00:00,592.578
AECO,2026-04-14 12:00:00,635.09
AECO,2026-04-14 13:00:00,658.162
AECO,2026-04-14 14:00:00,716.145
AECO,2026-04-14 15:00:00,788.61
AECO,2026-04-14 16:00:00,937.391
AECO,2026-04-14 17:00:00,1105.552
AECO,2026-04-14 18:00:00,1171.748
AECO,2026-04-14 19:00:00,1212.622
AECO,2026-04-14 20:00:00,1214.597
AECO,2026-04-14 21:00:00,1143.182
AECO,2026-04-14 22:00:00,1054.959
AECO,2026-04-14 23:00:00,946.792
AECO,2026-04-15 00:00:00,885.463
AECO,2026-04-15 01:00:00,809.098
AECO,2026-04-15 02:00:00,764.139
AECO,2026-04-15 03:00:00,776.154
AECO,2026-04-15 04:00:00,770.167
AECO,2026-04-15 05:00:00,855.739
AECO,2026-04-15 06:00:00,886.559
AECO,2026-04-15 07:00:00,863.906
AECO,2026-04-15 08:00:00,830.362
AECO,2026-04-15 09:00:00,780.261
AECO,2026-04-15 10:00:00,745.497
AECO,2026-04-15 11:00:00,739.278
AECO,2026-04-15 12:00:00,761.246
AECO,2026-04-15 13:00:00,856.599
AECO,2026-04-15 14:00:00,959.571
AECO,2026-04-15 15:00:00,1088.375
AECO,2026-04-15 16:00:00,1213.027
AECO,2026-04-15 17:00:00,1268.929
AECO,2026-04-15 18:00:00,1330.027
AECO,2026-04-15 19:00:00,1332.649
AECO,2026-04-15 20:00:00,1317.124
AECO,2026-04-15 21:00:00,1226.299
AECO,2026-04-15 22:00:00,1128.915
AECO,2026-04-15 23:00:00,1028.688
AECO,2026-04-16 00:00:00,942.128
AECO,2026-04-16 01:00:00,875.223
AECO,2026-04-16 02:00:00,837.313
AECO,2026-04-16 03:00:00,792.397
AECO,2026-04-16 04:00:00,795.926
AECO,2026-04-16 05:00:00,862.186
AECO,2026-04-16 06:00:00,884.308
AECO,2026-04-16 07:00:00,884.118
AECO,2026-04-16 08:00:00,849.942
AECO,2026-04-16 09:00:00,815.75
AECO,2026-04-16 10:00:00,828.949
AECO,2026-04-16 11:00:00,873.944
AECO,2026-04-16 12:00:00,954.765
AECO,2026-04-16 13:00:00,1055.706
AECO,2026-04-16 14:00:00,1065.335
AECO,2026-04-16 15:00:00,1116.563
AECO,2026-04-16 16:00:00,1225.456
AECO,2026-04-16 17:00:00,1343.099
AECO,2026-04-16 18:00:00,1402.572
AECO,2026-04-16 19:00:00,1383.52
AECO,2026-04-16 20:00:00,1342.174
AECO,2026-04-16 21:00:00,1229.684
AECO,2026-04-16 22:00:00,1126.958
AECO,2026-04-16 23:00:00,1025.239
AECO,2026-04-17 00:00:00,933.751
AECO,2026-04-17 01:00:00,885.135
AECO,2026-04-17 02:00:00,846.564
AECO,2026-04-17 03:00:00,827.057
AECO,2026-04-17 04:00:00,825.114
AECO,2026-04-17 05:00:00,848.456
AECO,2026-04-17 06:00:00,907.258
AECO,2026-04-17 07:00:00,942.458
AECO,2026-04-17 08:00:00,870.903
AECO,2026-04-17 09:00:00,815.723
AECO,2026-04-17 10:00:00,744.937
AECO,2026-04-17 11:00:00,785.277
AECO,2026-04-17 12:00:00,850.581
AECO,2026-04-17 13:00:00,917.465
AECO,2026-04-17 14:00:00,946.612
AECO,2026-04-17 15:00:00,978.215
AECO,2026-04-17 16:00:00,1087.179
AECO,2026-04-17 17:00:00,1183.834
AECO,2026-04-17 18:00:00,1259.596
AECO,2026-04-17 19:00:00,1230.846
AECO,2026-04-17 20:00:00,1205.776
AECO,2026-04-17 21:00:00,1140.825
AECO,2026-04-17 22:00:00,1031.595
AECO,2026-04-17 23:00:00,952.986
AECO,2026-04-18 00:00:00,875.702
AECO,2026-04-18 01:00:00,827.583
AECO,2026-04-18 02:00:00,650.721
AECO,2026-04-18 03:00:00,724.19
AECO,2026-04-18 04:00:00,739.428
AECO,2026-04-18 05:00:00,751.155
AECO,2026-04-18 06:00:00,773.707
AECO,2026-04-18 07:00:00,783.964
AECO,2026-04-18 08:00:00,787.916
AECO,2026-04-18 09:00:00,750.223
AECO,2026-04-18 10:00:00,670.768
AECO,2026-04-18 11:00:00,561.262
AECO,2026-04-18 12:00:00,520.607
AECO,2026-04-18 13:00:00,554.44
AECO,2026-04-18 14:00:00,583.793
AECO,2026-04-18 15:00:00,716.136
AECO,2026-04-18 16:00:00,790.998
AECO,2026-04-18 17:00:00,865.298
AECO,2026-04-18 18:00:00,957.76
AECO,2026-04-18 19:00:00,950.36
AECO,2026-04-18 20:00:00,947.906
AECO,2026-04-18 21:00:00,886.44
AECO,2026-04-18 22:00:00,880.253
AECO,2026-04-18 23:00:00,839.437
AECO,2026-04-19 00:00:00,692.93
AECO,2026-04-19 01:00:00,750.269
AECO,2026-04-19 02:00:00,726.591
AECO,2026-04-19 03:00:00,721.785
AECO,2026-04-19 04:00:00,713.736
AECO,2026-04-19 05:00:00,728.03
AECO,2026-04-19 06:00:00,741.829
AECO,2026-04-19 07:00:00,762.04
AECO,2026-04-19 08:00:00,805.533
AECO,2026-04-19 09:00:00,829.733
AECO,2026-04-19 10:00:00,837.84
AECO,2026-04-19 11:00:00,861.23
AECO,2026-04-19 12:00:00,883.741
AECO,2026-04-19 13:00:00,891.281
AECO,2026-04-19 14:00:00,871.634
AECO,2026-04-19 15:00:00,845.495
AECO,2026-04-19 16:00:00,714.468
AECO,2026-04-19 17:00:00,760.728
AECO,2026-04-19 18:00:00,842.445
AECO,2026-04-19 19:00:00,991.236
AECO,2026-04-19 20:00:00,996.086
AECO,2026-04-19 21:00:00,930.337
AECO,2026-04-19 22:00:00,856.397
AECO,2026-04-19 23:00:00,806.517
AECO,2026-04-20 00:00:00,795.872
AECO,2026-04-20 01:00:00,774.469
AECO,2026-04-20 02:00:00,784.203
AECO,2026-04-20 03:00:00,786.159
AECO,2026-04-20 04:00:00,786.088
AECO,2026-04-20 05:00:00,869.776
AECO,2026-04-20 06:00:00,911.771
AECO,2026-04-20 07:00:00,926.801
AECO,2026-04-20 08:00:00,884.955
AECO,2026-04-20 09:00:00,882.226
AECO,2026-04-20 10:00:00,817.939
AECO,2026-04-20 11:00:00,830.225
AECO,2026-04-20 12:00:00,697.458
AECO,2026-04-20 13:00:00,612.515
AECO,2026-04-20 14:00:00,610.709
AECO,2026-04-20 15:00:00,660.805
AECO,2026-04-20 16:00:00,750.632
AECO,2026-04-20 17:00:00,820.853
AECO,2026-04-20 18:00:00,912.087
AECO,2026-04-20 19:00:00,1017.26
AECO,2026-04-20 20:00:00,1047.101
AECO,2026-04-20 21:00:00,1006.606
AECO,2026-04-20 22:00:00,939.902
AECO,2026-04-20 23:00:00,848.224
AECO,2026-04-21 00:00:00,853.963
AECO,2026-04-21 01:00:00,832.199
AECO,2026-04-21 02:00:00,826.51
AECO,2026-04-21 03:00:00,834.358
AECO,2026-04-21 04:00:00,852.629
AECO,2026-04-21 05:00:00,910.366
AECO,2026-04-21 06:00:00,971.619
AECO,2026-04-21 07:00:00,933.205
AECO,2026-04-21 08:00:00,792.548
AECO,2026-04-21 09:00:00,645.272
AECO,2026-04-21 10:00:00,535.646
AECO,2026-04-21 11:00:00,455.551
AECO,2026-04-21 12:00:00,419.077
AECO,2026-04-21 13:00:00,417.366
AECO,2026-04-21 14:00:00,425.238
AECO,2026-04-21 15:00:00,488.069
AECO,2026-04-21 16:00:00,600.794
AECO,2026-04-21 17:00:00,745.215
AECO,2026-04-21 18:00:00,877.154
AECO,2026-04-21 19:00:00,975.876
AECO,2026-04-21 20:00:00,1025.081
AECO,2026-04-21 21:00:00,985.274
AECO,2026-04-21 22:00:00,922.169
AECO,2026-04-21 23:00:00,856.966
AECO,2026-04-22 00:00:00,820.785
AECO,2026-04-22 01:00:00,790.613
AECO,2026-04-22 02:00:00,776.157
AECO,2026-04-22 03:00:00,771.523
AECO,2026-04-22 04:00:00,787.289
AECO,2026-04-22 05:00:00,821.421
AECO,2026-04-22 06:00:00,911.486
AECO,2026-04-22 07:00:00,896.1
AECO,2026-04-22 08:00:00,790.629
AECO,2026-04-22 09:00:00,803.195
AECO,2026-04-22 10:00:00,844.639
AECO,2026-04-22 11:00:00,817.092
AECO,2026-04-22 12:00:00,853.95
AECO,2026-04-22 13:00:00,860.761
AECO,2026-04-22 14:00:00,743.462
AECO,2026-04-22 15:00:00,557.985
AECO,2026-04-22 16:00:00,756.155
AECO,2026-04-22 17:00:00,790.973
AECO,2026-04-22 18:00:00,873.149
AECO,2026-04-22 19:00:00,947.736
AECO,2026-04-22 20:00:00,1000.958
AECO,2026-04-22 21:00:00,958.401
AECO,2026-04-22 22:00:00,897.35
AECO,2026-04-22 23:00:00,834.028
AECO,2026-04-23 00:00:00,794.383
AECO,2026-04-23 01:00:00,759.722
AECO,2026-04-23 02:00:00,754.46
AECO,2026-04-23 03:00:00,747.682
AECO,2026-04-23 04:00:00,769.331
AECO,2026-04-23 05:00:00,818.368
AECO,2026-04-23 06:00:00,867.811
AECO,2026-04-23 07:00:00,839.621
AECO,2026-04-23 08:00:00,710.129
AECO,2026-04-23 09:00:00,636.572
AECO,2026-04-23 10:00:00,513.423
AECO,2026-04-23 11:00:00,453.234
AECO,2026-04-23 12:00:00,455.126
AECO,2026-04-23 13:00:00,472.285
AECO,2026-04-23 14:00:00,504.468
AECO,2026-04-23 15:00:00,595.408
AECO,2026-04-23 16:00:00,715.683
AECO,2026-04-23 17:00:00,837.675
AECO,2026-04-23 18:00:00,950.045
AECO,2026-04-23 19:00:00,1005.972
AECO,2026-04-23 20:00:00,1039.339
AECO,2026-04-23 21:00:00,981.997
AECO,2026-04-23 22:00:00,908.983
AECO,2026-04-23 23:00:00,826.332
AECO,2026-04-24 00:00:00,783.631
AECO,2026-04-24 01:00:00,742.673
AECO,2026-04-24 02:00:00,732.852
AECO,2026-04-24 03:00:00,725.825
AECO,2026-04-24 04:00:00,735.243
AECO,2026-04-24 05:00:00,774.006
AECO,2026-04-24 06:00:00,822.627
AECO,2026-04-24 07:00:00,813.257
AECO,2026-04-24 08:00:00,719.734
AECO,2026-04-24 09:00:00,644.111
AECO,2026-04-24 10:00:00,536.88
AECO,2026-04-24 11:00:00,514.639
AECO,2026-04-24 12:00:00,517.059
AECO,2026-04-24 13:00:00,500.84
AECO,2026-04-24 14:00:00,540.319
AECO,2026-04-24 15:00:00,654.675
AECO,2026-04-24 16:00:00,783.656
AECO,2026-04-24 17:00:00,850.531
AECO,2026-04-24 18:00:00,911.857
AECO,2026-04-24 19:00:00,942.766
AECO,2026-04-24 20:00:00,973.915
AECO,2026-04-24 21:00:00,932.672
AECO,2026-04-24 22:00:00,875.878
AECO,2026-04-24 23:00:00,818.747
AECO,2026-04-25 00:00:00,776.789
AECO,2026-04-25 01:00:00,747.926
AECO,2026-04-25 02:00:00,730.39
AECO,2026-04-25 03:00:00,719.408
AECO,2026-04-25 04:00:00,722.664
AECO,2026-04-25 05:00:00,742.906
AECO,2026-04-25 06:00:00,760.166
AECO,2026-04-25 07:00:00,772.271
AECO,2026-04-25 08:00:00,806.78
AECO,2026-04-25 09:00:00,819.546
AECO,2026-04-25 10:00:00,812.102
AECO,2026-04-25 11:00:00,831.232
AECO,2026-04-25 12:00:00,867.622
AECO,2026-04-25 13:00:00,884.674
AECO,2026-04-25 14:00:00,893.251
AECO,2026-04-25 15:00:00,915.176
AECO,2026-04-25 16:00:00,942.677
AECO,2026-04-25 17:00:00,961.013
AECO,2026-04-25 18:00:00,978.547
AECO,2026-04-25 19:00:00,991.799
AECO,2026-04-25 20:00:00,995.985
AECO,2026-04-25 21:00:00,963.091
AECO,2026-04-25 22:00:00,914.838
AECO,2026-04-25 23:00:00,868.075
AECO,2026-04-26 00:00:00,836.925
AECO,2026-04-26 01:00:00,805.461
AECO,2026-04-26 02:00:00,789.754
AECO,2026-04-26 03:00:00,782.217
AECO,2026-04-26 04:00:00,780.55
AECO,2026-04-26 05:00:00,799.74
AECO,2026-04-26 06:00:00,815.273
AECO,2026-04-26 07:00:00,833.655
AECO,2026-04-26 08:00:00,858.788
AECO,2026-04-26 09:00:00,848.419
AECO,2026-04-26 10:00:00,828.254
AECO,2026-04-26 11:00:00,826.706
AECO,2026-04-26 12:00:00,823.872
AECO,2026-04-26 13:00:00,810.122
AECO,2026-04-26 14:00:00,785.179
AECO,2026-04-26 15:00:00,788.235
AECO,2026-04-26 16:00:00,798.799
AECO,2026-04-26 17:00:00,817.769
AECO,2026-04-26 18:00:00,882.098
AECO,2026-04-26 19:00:00,953.075
AECO,2026-04-26 20:00:00,998.896
AECO,2026-04-26 21:00:00,970.121
AECO,2026-04-26 22:00:00,914.146
AECO,2026-04-26 23:00:00,859.757
AECO,2026-04-27 00:00:00,811.583
AECO,2026-04-27 01:00:00,800.963
AECO,2026-04-27 02:00:00,791.817
AECO,2026-04-27 03:00:00,795.474
AECO,2026-04-27 04:00:00,807.792
AECO,2026-04-27 05:00:00,861.104
AECO,2026-04-27 06:00:00,916.147
AECO,2026-04-27 07:00:00,875.965
AECO,2026-04-27 08:00:00,761.721
AECO,2026-04-27 09:00:00,623.942
AECO,2026-04-27 10:00:00,526.643
AECO,2026-04-27 11:00:00,456.018
AECO,2026-04-27 12:00:00,430.389
AECO,2026-04-27 13:00:00,419.35
AECO,2026-04-27 14:00:00,446.848
AECO,2026-04-27 15:00:00,509.297
AECO,2026-04-27 16:00:00,621.068
AECO,2026-04-27 17:00:00,757.011
AECO,2026-04-27 18:00:00,886.764
AECO,2026-04-27 19:00:00,978.468
AECO,2026-04-27 20:00:00,1002.383
AECO,2026-04-27 21:00:00,947.92
AECO,2026-04-27 22:00:00,913.805
AECO,2026-04-27 23:00:00,829.994
AECO,2026-04-28 00:00:00,786.727
AECO,2026-04-28 01:00:00,770.49
AECO,2026-04-28 02:00:00,756.802
AECO,2026-04-28 03:00:00,761.218
AECO,2026-04-28 04:00:00,781.221
AECO,2026-04-28 05:00:00,835.295
AECO,2026-04-28 06:00:00,885.612
AECO,2026-04-28 07:00:00,842.378
AECO,2026-04-28 08:00:00,724.297
AECO,2026-04-28 09:00:00,616.159
AECO,2026-04-28 10:00:00,624.264
AECO,2026-04-28 11:00:00,609.6
AECO,2026-04-28 12:00:00,666.722
AECO,2026-04-28 13:00:00,727.855
AECO,2026-04-28 14:00:00,783.537
