unique_id,ds,y,store_nbr,family,city,state,type,cluster,onpromotion,oil_price,is_holiday
1_BEVERAGES,2016-05-06,2642.0,1,BEVERAGES,Quito,Pichincha,D,13,7,44.58,1
1_BEVERAGES,2016-05-07,2686.0,1,BEVERAGES,Quito,Pichincha,D,13,5,,1
1_BEVERAGES,2016-05-08,856.0,1,BEVERAGES,Quito,Pichincha,D,13,6,,1
1_BEVERAGES,2016-05-09,2135.0,1,BEVERAGES,Quito,Pichincha,D,13,9,43.45,1
1_BEVERAGES,2016-05-10,1747.0,1,BEVERAGES,Quito,Pichincha,D,13,7,44.68,1
1_BEVERAGES,2016-05-11,2101.0,1,BEVERAGES,Quito,Pichincha,D,13,15,46.21,1
1_BEVERAGES,2016-05-12,1792.0,1,BEVERAGES,Quito,Pichincha,D,13,10,46.64,1
1_BEVERAGES,2016-05-13,2185.0,1,BEVERAGES,Quito,Pichincha,D,13,11,46.22,1
1_BEVERAGES,2016-05-14,2145.0,1,BEVERAGES,Quito,Pichincha,D,13,11,,1
1_BEVERAGES,2016-05-15,1103.0,1,BEVERAGES,Quito,Pichincha,D,13,6,,1
1_BEVERAGES,2016-05-16,2342.0,1,BEVERAGES,Quito,Pichincha,D,13,17,47.72,1
1_BEVERAGES,2016-05-17,2116.0,1,BEVERAGES,Quito,Pichincha,D,13,9,48.29,0
1_BEVERAGES,2016-05-18,2128.0,1,BEVERAGES,Quito,Pichincha,D,13,11,48.12,0
1_BEVERAGES,2016-05-19,1839.0,1,BEVERAGES,Quito,Pichincha,D,13,8,48.16,0
1_BEVERAGES,2016-05-20,2212.0,1,BEVERAGES,Quito,Pichincha,D,13,15,47.67,0
1_BEVERAGES,2016-05-21,2202.0,1,BEVERAGES,Quito,Pichincha,D,13,9,,0
1_BEVERAGES,2016-05-22,852.0,1,BEVERAGES,Quito,Pichincha,D,13,5,,0
1_BEVERAGES,2016-05-23,1870.0,1,BEVERAGES,Quito,Pichincha,D,13,8,48.12,0
1_BEVERAGES,2016-05-24,1705.0,1,BEVERAGES,Quito,Pichincha,D,13,9,48.04,0
1_BEVERAGES,2016-05-25,2036.0,1,BEVERAGES,Quito,Pichincha,D,13,9,49.1,0
1_BEVERAGES,2016-05-26,2043.0,1,BEVERAGES,Quito,Pichincha,D,13,37,49.0,0
1_BEVERAGES,2016-05-27,1106.0,1,BEVERAGES,Quito,Pichincha,D,13,24,49.36,1
1_BEVERAGES,2016-05-28,1691.0,1,BEVERAGES,Quito,Pichincha,D,13,32,,0
1_BEVERAGES,2016-05-29,868.0,1,BEVERAGES,Quito,Pichincha,D,13,25,,0
1_BEVERAGES,2016-05-30,1992.0,1,BEVERAGES,Quito,Pichincha,D,13,33,49.36,0
1_BEVERAGES,2016-05-31,2183.0,1,BEVERAGES,Quito,Pichincha,D,13,39,49.1,0
1_BEVERAGES,2016-06-01,2199.0,1,BEVERAGES,Quito,Pichincha,D,13,37,49.07,0
1_BEVERAGES,2016-06-02,1588.0,1,BEVERAGES,Quito,Pichincha,D,13,35,49.14,0
1_BEVERAGES,2016-06-03,2143.0,1,BEVERAGES,Quito,Pichincha,D,13,31,48.69,0
1_BEVERAGES,2016-06-04,2194.0,1,BEVERAGES,Quito,Pichincha,D,13,39,,0
1_BEVERAGES,2016-06-05,1038.0,1,BEVERAGES,Quito,Pichincha,D,13,25,,0
1_BEVERAGES,2016-06-06,2098.0,1,BEVERAGES,Quito,Pichincha,D,13,36,49.71,0
1_BEVERAGES,2016-06-07,1762.0,1,BEVERAGES,Quito,Pichincha,D,13,26,50.37,0
1_BEVERAGES,2016-06-08,1994.0,1,BEVERAGES,Quito,Pichincha,D,13,38,51.23,0
1_BEVERAGES,2016-06-09,1431.0,1,BEVERAGES,Quito,Pichincha,D,13,25,50.52,0
1_BEVERAGES,2016-06-10,2221.0,1,BEVERAGES,Quito,Pichincha,D,13,26,49.09,0
1_BEVERAGES,2016-06-11,2349.0,1,BEVERAGES,Quito,Pichincha,D,13,28,,0
1_BEVERAGES,2016-06-12,973.0,1,BEVERAGES,Quito,Pichincha,D,13,22,,0
1_BEVERAGES,2016-06-13,2311.0,1,BEVERAGES,Quito,Pichincha,D,13,33,48.89,0
1_BEVERAGES,2016-06-14,1708.0,1,BEVERAGES,Quito,Pichincha,D,13,21,48.49,0
1_BEVERAGES,2016-06-15,2052.0,1,BEVERAGES,Quito,Pichincha,D,13,27,47.92,0
1_BEVERAGES,2016-06-16,1705.0,1,BEVERAGES,Quito,Pichincha,D,13,23,46.14,0
1_BEVERAGES,2016-06-17,2209.0,1,BEVERAGES,Quito,Pichincha,D,13,26,48.0,0
1_BEVERAGES,2016-06-18,2104.0,1,BEVERAGES,Quito,Pichincha,D,13,27,,0
1_BEVERAGES,2016-06-19,989.0,1,BEVERAGES,Quito,Pichincha,D,13,21,,0
1_BEVERAGES,2016-06-20,2232.0,1,BEVERAGES,Quito,Pichincha,D,13,34,49.4,0
1_BEVERAGES,2016-06-21,1840.0,1,BEVERAGES,Quito,Pichincha,D,13,35,48.95,0
1_BEVERAGES,2016-06-22,2363.0,1,BEVERAGES,Quito,Pichincha,D,13,32,49.16,0
1_BEVERAGES,2016-06-23,1729.0,1,BEVERAGES,Quito,Pichincha,D,13,6,49.34,0
1_BEVERAGES,2016-06-24,1862.0,1,BEVERAGES,Quito,Pichincha,D,13,6,46.7,0
1_BEVERAGES,2016-06-25,2060.0,1,BEVERAGES,Quito,Pichincha,D,13,6,,0
1_BEVERAGES,2016-06-26,1103.0,1,BEVERAGES,Quito,Pichincha,D,13,5,,0
1_BEVERAGES,2016-06-27,2377.0,1,BEVERAGES,Quito,Pichincha,D,13,6,45.8,0
1_BEVERAGES,2016-06-28,2353.0,1,BEVERAGES,Quito,Pichincha,D,13,5,47.93,0
1_BEVERAGES,2016-06-29,2009.0,1,BEVERAGES,Quito,Pichincha,D,13,5,49.85,0
1_BEVERAGES,2016-06-30,1631.0,1,BEVERAGES,Quito,Pichincha,D,13,8,48.27,0
1_BEVERAGES,2016-07-01,2298.0,1,BEVERAGES,Quito,Pichincha,D,13,8,49.02,0
1_BEVERAGES,2016-07-02,2127.0,1,BEVERAGES,Quito,Pichincha,D,13,4,,0
1_BEVERAGES,2016-07-03,973.0,1,BEVERAGES,Quito,Pichincha,D,13,7,,0
1_BEVERAGES,2016-07-04,2033.0,1,BEVERAGES,Quito,Pichincha,D,13,8,49.02,0
1_BEVERAGES,2016-07-05,1941.0,1,BEVERAGES,Quito,Pichincha,D,13,13,46.73,0
1_BEVERAGES,2016-07-06,2400.0,1,BEVERAGES,Quito,Pichincha,D,13,29,47.37,0
1_BEVERAGES,2016-07-07,1697.0,1,BEVERAGES,Quito,Pichincha,D,13,15,45.22,0
1_BEVERAGES,2016-07-08,2322.0,1,BEVERAGES,Quito,Pichincha,D,13,13,45.37,0
1_BEVERAGES,2016-07-09,2089.0,1,BEVERAGES,Quito,Pichincha,D,13,16,,0
1_BEVERAGES,2016-07-10,787.0,1,BEVERAGES,Quito,Pichincha,D,13,11,,0
1_BEVERAGES,2016-07-11,2048.0,1,BEVERAGES,Quito,Pichincha,D,13,13,44.73,0
1_BEVERAGES,2016-07-12,1769.0,1,BEVERAGES,Quito,Pichincha,D,13,14,46.82,0
1_BEVERAGES,2016-07-13,2332.0,1,BEVERAGES,Quito,Pichincha,D,13,8,44.87,0
1_BEVERAGES,2016-07-14,1867.0,1,BEVERAGES,Quito,Pichincha,D,13,6,45.64,0
1_BEVERAGES,2016-07-15,2162.0,1,BEVERAGES,Quito,Pichincha,D,13,8,45.93,0
1_BEVERAGES,2016-07-16,2301.0,1,BEVERAGES,Quito,Pichincha,D,13,7,,0
1_BEVERAGES,2016-07-17,982.0,1,BEVERAGES,Quito,Pichincha,D,13,5,,0
1_BEVERAGES,2016-07-18,2066.0,1,BEVERAGES,Quito,Pichincha,D,13,9,45.23,0
1_BEVERAGES,2016-07-19,1875.0,1,BEVERAGES,Quito,Pichincha,D,13,6,44.64,0
1_BEVERAGES,2016-07-20,2086.0,1,BEVERAGES,Quito,Pichincha,D,13,9,44.96,0
1_BEVERAGES,2016-07-21,1763.0,1,BEVERAGES,Quito,Pichincha,D,13,6,43.96,0
1_BEVERAGES,2016-07-22,2250.0,1,BEVERAGES,Quito,Pichincha,D,13,12,43.41,0
1_BEVERAGES,2016-07-23,2025.0,1,BEVERAGES,Quito,Pichincha,D,13,6,,0
1_BEVERAGES,2016-07-24,815.0,1,BEVERAGES,Quito,Pichincha,D,13,4,,0
1_BEVERAGES,2016-07-25,1929.0,1,BEVERAGES,Quito,Pichincha,D,13,6,42.4,0
1_BEVERAGES,2016-07-26,1898.0,1,BEVERAGES,Quito,Pichincha,D,13,5,42.16,0
1_BEVERAGES,2016-07-27,2166.0,1,BEVERAGES,Quito,Pichincha,D,13,0,41.9,0
1_BEVERAGES,2016-07-28,1742.0,1,BEVERAGES,Quito,Pichincha,D,13,9,41.13,0
1_BEVERAGES,2016-07-29,1671.0,1,BEVERAGES,Quito,Pichincha,D,13,6,41.54,0
1_BEVERAGES,2016-07-30,2286.0,1,BEVERAGES,Quito,Pichincha,D,13,9,,0
1_BEVERAGES,2016-07-31,858.0,1,BEVERAGES,Quito,Pichincha,D,13,4,,0
1_BEVERAGES,2016-08-01,2418.0,1,BEVERAGES,Quito,Pichincha,D,13,10,40.05,0
1_BEVERAGES,2016-08-02,1859.0,1,BEVERAGES,Quito,Pichincha,D,13,12,39.5,0
1_BEVERAGES,2016-08-03,2411.0,1,BEVERAGES,Quito,Pichincha,D,13,16,40.8,0
1_BEVERAGES,2016-08-04,1741.0,1,BEVERAGES,Quito,Pichincha,D,13,24,41.92,0
1_BEVERAGES,2016-08-05,2349.0,1,BEVERAGES,Quito,Pichincha,D,13,33,41.83,0
1_BEVERAGES,2016-08-06,2206.0,1,BEVERAGES,Quito,Pichincha,D,13,24,,0
1_BEVERAGES,2016-08-07,873.0,1,BEVERAGES,Quito,Pichincha,D,13,20,,0
1_BEVERAGES,2016-08-08,2168.0,1,BEVERAGES,Quito,Pichincha,D,13,28,43.06,0
1_BEVERAGES,2016-08-09,2102.0,1,BEVERAGES,Quito,Pichincha,D,13,37,42.78,0
1_BEVERAGES,2016-08-10,2135.0,1,BEVERAGES,Quito,Pichincha,D,13,25,41.75,0
1_BEVERAGES,2016-08-11,2017.0,1,BEVERAGES,Quito,Pichincha,D,13,22,43.51,0
1_BEVERAGES,2016-08-12,1038.0,1,BEVERAGES,Quito,Pichincha,D,13,24,44.47,1
1_BEVERAGES,2016-08-13,1613.0,1,BEVERAGES,Quito,Pichincha,D,13,29,,0
1_BEVERAGES,2016-08-14,743.0,1,BEVERAGES,Quito,Pichincha,D,13,14,,0
1_BEVERAGES,2016-08-15,2420.0,1,BEVERAGES,Quito,Pichincha,D,13,37,45.72,0
1_BEVERAGES,2016-08-16,2010.0,1,BEVERAGES,Quito,Pichincha,D,13,23,46.57,0
1_BEVERAGES,2016-08-17,2346.0,1,BEVERAGES,Quito,Pichincha,D,13,34,46.81,0
1_BEVERAGES,2016-08-18,1907.0,1,BEVERAGES,Quito,Pichincha,D,13,24,48.2,0
1_BEVERAGES,2016-08-19,2218.0,1,BEVERAGES,Quito,Pichincha,D,13,26,48.48,0
1_BEVERAGES,2016-08-20,2103.0,1,BEVERAGES,Quito,Pichincha,D,13,30,,0
1_BEVERAGES,2016-08-21,893.0,1,BEVERAGES,Quito,Pichincha,D,13,22,,0
1_BEVERAGES,2016-08-22,2176.0,1,BEVERAGES,Quito,Pichincha,D,13,31,46.8,0
1_BEVERAGES,2016-08-23,2123.0,1,BEVERAGES,Quito,Pichincha,D,13,37,47.54,0
1_BEVERAGES,2016-08-24,2151.0,1,BEVERAGES,Quito,Pichincha,D,13,27,46.29,0
1_BEVERAGES,2016-08-25,1820.0,1,BEVERAGES,Quito,Pichincha,D,13,12,46.97,0
1_BEVERAGES,2016-08-26,2030.0,1,BEVERAGES,Quito,Pichincha,D,13,17,47.64,0
1_BEVERAGES,2016-08-27,2112.0,1,BEVERAGES,Quito,Pichincha,D,13,14,,0
1_BEVERAGES,2016-08-28,944.0,1,BEVERAGES,Quito,Pichincha,D,13,10,,0
1_BEVERAGES,2016-08-29,1925.0,1,BEVERAGES,Quito,Pichincha,D,13,14,46.97,0
1_BEVERAGES,2016-08-30,1990.0,1,BEVERAGES,Quito,Pichincha,D,13,15,46.32,0
1_BEVERAGES,2016-08-31,2169.0,1,BEVERAGES,Quito,Pichincha,D,13,17,44.68,0
1_BEVERAGES,2016-09-01,2224.0,1,BEVERAGES,Quito,Pichincha,D,13,12,43.17,0
1_BEVERAGES,2016-09-02,2418.0,1,BEVERAGES,Quito,Pichincha,D,13,11,44.39,0
1_BEVERAGES,2016-09-03,2167.0,1,BEVERAGES,Quito,Pichincha,D,13,11,,0
1_BEVERAGES,2016-09-04,921.0,1,BEVERAGES,Quito,Pichincha,D,13,7,,0
1_BEVERAGES,2016-09-05,2240.0,1,BEVERAGES,Quito,Pichincha,D,13,13,44.39,0
1_BEVERAGES,2016-09-06,2391.0,1,BEVERAGES,Quito,Pichincha,D,13,13,44.85,0
1_BEVERAGES,2016-09-07,2060.0,1,BEVERAGES,Quito,Pichincha,D,13,10,45.47,0
1_BEVERAGES,2016-09-08,1946.0,1,BEVERAGES,Quito,Pichincha,D,13,8,47.63,0
1_BEVERAGES,2016-09-09,2451.0,1,BEVERAGES,Quito,Pichincha,D,13,14,45.88,0
1_BEVERAGES,2016-09-10,2251.0,1,BEVERAGES,Quito,Pichincha,D,13,8,,0
1_BEVERAGES,2016-09-11,864.0,1,BEVERAGES,Quito,Pichincha,D,13,2,,0
1_BEVERAGES,2016-09-12,2453.0,1,BEVERAGES,Quito,Pichincha,D,13,10,46.28,0
1_BEVERAGES,2016-09-13,1942.0,1,BEVERAGES,Quito,Pichincha,D,13,0,44.91,0
1_BEVERAGES,2016-09-14,1992.0,1,BEVERAGES,Quito,Pichincha,D,13,6,43.62,0
1_BEVERAGES,2016-09-15,1766.0,1,BEVERAGES,Quito,Pichincha,D,13,44,43.85,0
1_BEVERAGES,2016-09-16,2414.0,1,BEVERAGES,Quito,Pichincha,D,13,46,43.04,0
1_BEVERAGES,2016-09-17,2521.0,1,BEVERAGES,Quito,Pichincha,D,13,54,,0
1_BEVERAGES,2016-09-18,1177.0,1,BEVERAGES,Quito,Pichincha,D,13,40,,0
