ds,y_H165,y_H25,y_H263,y_H299,AutoARIMA_H165,AutoARIMA_H25,AutoARIMA_H263,AutoARIMA_H299,AutoETS_H165,AutoETS_H25,AutoETS_H263,AutoETS_H299,CES_H165,CES_H25,CES_H263,CES_H299,AutoTheta_H165,AutoTheta_H25,AutoTheta_H263,AutoTheta_H299
2024-01-26 10:00:00,53.0,1853.0,,,,,,,,,,,,,,,,,,
2024-01-26 11:00:00,64.0,1794.0,,,,,,,,,,,,,,,,,,
2024-01-26 12:00:00,114.0,1771.0,,,,,,,,,,,,,,,,,,
2024-01-26 13:00:00,161.0,1763.0,,,,,,,,,,,,,,,,,,
2024-01-26 14:00:00,179.0,1752.0,,,,,,,,,,,,,,,,,,
2024-01-26 15:00:00,166.0,1804.0,,,,,,,,,,,,,,,,,,
2024-01-26 16:00:00,174.0,1905.0,,,,,,,,,,,,,,,,,,
2024-01-26 17:00:00,182.0,2006.0,,,,,,,,,,,,,,,,,,
2024-01-26 18:00:00,241.0,2105.0,,,,,,,,,,,,,,,,,,
2024-01-26 19:00:00,220.0,2168.0,,,,,,,,,,,,,,,,,,
2024-01-26 20:00:00,180.0,2240.0,,,,,,,,,,,,,,,,,,
2024-01-26 21:00:00,175.0,2295.0,,,,,,,,,,,,,,,,,,
2024-01-26 22:00:00,124.0,2374.0,,,,,,,,,,,,,,,,,,
2024-01-26 23:00:00,85.0,2463.0,,,,,,,,,,,,,,,,,,
2024-01-27 00:00:00,62.0,2526.0,,,,,,,,,,,,,,,,,,
2024-01-27 01:00:00,46.0,2578.0,,,,,,,,,,,,,,,,,,
2024-01-27 02:00:00,31.0,2567.0,,,,,,,,,,,,,,,,,,
2024-01-27 03:00:00,28.0,2500.0,,,,,,,,,,,,,,,,,,
2024-01-27 04:00:00,20.0,2415.0,,,,,,,,,,,,,,,,,,
2024-01-27 05:00:00,21.0,2354.0,,,,,,,,,,,,,,,,,,
2024-01-27 06:00:00,23.0,2224.0,,,,,,,,,,,,,,,,,,
2024-01-27 07:00:00,46.0,2033.0,,,,,,,,,,,,,,,,,,
2024-01-27 08:00:00,110.0,1896.0,,,,,,,,,,,,,,,,,,
2024-01-27 09:00:00,384.0,1821.0,,,,,,,,,,,,,,,,,,
2024-01-27 10:00:00,570.0,1764.0,,,,,,,,,,,,,,,,,,
2024-01-27 11:00:00,498.0,1738.0,,,,,,,,,,,,,,,,,,
2024-01-27 12:00:00,686.0,1733.0,,,,,,,,,,,,,,,,,,
2024-01-27 13:00:00,819.0,1776.0,,,,,,,,,,,,,,,,,,
2024-01-27 14:00:00,846.0,1880.0,,,,,,,,,,,,,,,,,,
2024-01-27 15:00:00,691.0,1993.0,,,,,,,,,,,,,,,,,,
2024-01-27 16:00:00,685.0,2098.0,,,,,,,,,,,,,,,,,,
2024-01-27 17:00:00,604.0,2160.0,,,,,,,,,,,,,,,,,,
2024-01-27 18:00:00,837.0,2212.0,,,,,,,,,,,,,,,,,,
2024-01-27 19:00:00,625.0,2252.0,,,,,,,,,,,,,,,,,,
2024-01-27 20:00:00,353.0,2256.0,,,,,,,,,,,,,,,,,,
2024-01-27 21:00:00,299.0,2265.0,,,,,,,,,,,,,,,,,,
2024-01-27 22:00:00,241.0,2289.0,,,,,,,,,,,,,,,,,,
2024-01-27 23:00:00,131.0,2317.0,,,,,,,,,,,,,,,,,,
2024-01-28 00:00:00,109.0,2322.0,,,,,,,,,,,,,,,,,,
2024-01-28 01:00:00,34.0,2347.0,,,,,,,,,,,,,,,,,,
2024-01-28 02:00:00,43.0,2349.0,,,,,,,,,,,,,,,,,,
2024-01-28 03:00:00,14.0,2315.0,,,,,,,,,,,,,,,,,,
2024-01-28 04:00:00,21.0,2287.0,,,,,,,,,,,,,,,,,,
2024-01-28 05:00:00,22.0,2262.0,,,,,,,,,,,,,,,,,,
2024-01-28 06:00:00,15.0,2176.0,,,,,,,,,,,,,,,,,,
2024-01-28 07:00:00,40.0,2001.0,,,,,,,,,,,,,,,,,,
2024-01-28 08:00:00,125.0,1871.0,,,,,,,,,,,,,,,,,,
2024-01-28 09:00:00,402.0,1812.0,,,,,,,,,,,,,,,,,,
2024-01-28 10:00:00,622.0,1758.0,,,,,,,,,,,,,,,,,,
2024-01-28 11:00:00,512.0,1738.0,,,,,,,,,,,,,,,,,,
2024-01-28 12:00:00,654.0,1737.0,,,,,,,,,,,,,,,,,,
2024-01-28 13:00:00,776.0,1779.0,,,,,,,,,,,,,,,,,,
2024-01-28 14:00:00,714.0,1877.0,,,,,,,,,,,,,,,,,,
2024-01-28 15:00:00,656.0,1996.0,,,,,,,,,,,,,,,,,,
2024-01-28 16:00:00,627.0,2088.0,,,,,,,,,,,,,,,,,,
2024-01-28 17:00:00,854.0,2152.0,,,,,,,,,,,,,,,,,,
2024-01-28 18:00:00,806.0,2208.0,,,,,,,,,,,,,,,,,,
2024-01-28 19:00:00,723.0,2264.0,,,,,,,,,,,,,,,,,,
2024-01-28 20:00:00,397.0,2293.0,,,,,,,,,,,,,,,,,,
2024-01-28 21:00:00,308.0,2334.0,,,,,,,,,,,,,,,,,,
2024-01-28 22:00:00,175.0,2382.0,,,,,,,,,,,,,,,,,,
2024-01-28 23:00:00,115.0,2426.0,,,,,,,,,,,,,,,,,,
2024-01-29 00:00:00,87.0,2473.0,,,,,,,,,,,,,,,,,,
2024-01-29 01:00:00,45.0,2528.0,,,,,,,,,,,,,,,,,,
2024-01-29 02:00:00,22.0,2576.0,,,,,,,,,,,,,,,,,,
2024-01-29 03:00:00,20.0,2562.0,,,,,,,,,,,,,,,,,,
2024-01-29 04:00:00,21.0,2505.0,,,,,,,,,,,,,,,,,,
2024-01-29 05:00:00,15.0,2448.0,,,,,,,,,,,,,,,,,,
2024-01-29 06:00:00,14.0,2327.0,,,,,,,,,,,,,,,,,,
2024-01-29 07:00:00,49.0,2148.0,,,,,,,,,,,,,,,,,,
2024-01-29 08:00:00,130.0,2001.0,,,,,,,,,,,,,,,,,,
2024-01-29 09:00:00,337.0,1907.0,,,,,,,,,,,,,,,,,,
2024-01-29 10:00:00,479.0,1861.0,,,,,,,,,,,,,,,,,,
2024-01-29 11:00:00,497.0,1812.0,,,,,,,,,,,,,,,,,,
2024-01-29 12:00:00,557.0,1811.0,,,,,,,,,,,,,,,,,,
2024-01-29 13:00:00,674.0,1851.0,,,,,,,,,,,,,,,,,,
2024-01-29 14:00:00,716.0,1939.0,,,,,,,,,,,,,,,,,,
2024-01-29 15:00:00,607.0,2043.0,,,,,,,,,,,,,,,,,,
2024-01-29 16:00:00,641.0,2152.0,,,,,,,,,,,,,,,,,,
2024-01-29 17:00:00,637.0,2235.0,,,,,,,,,,,,,,,,,,
2024-01-29 18:00:00,1024.0,2276.0,,,,,,,,,,,,,,,,,,
2024-01-29 19:00:00,703.0,2352.0,,,,,,,,,,,,,,,,,,
2024-01-29 20:00:00,419.0,2410.0,,,,,,,,,,,,,,,,,,
2024-01-29 21:00:00,271.0,2502.0,,,,,,,,,,,,,,,,,,
2024-01-29 22:00:00,158.0,2589.0,,,,,,,,,,,,,,,,,,
2024-01-29 23:00:00,158.0,2666.0,,,,,,,,,,,,,,,,,,
2024-01-30 00:00:00,174.0,2733.0,,,,,,,,,,,,,,,,,,
2024-01-30 01:00:00,52.0,2794.0,,,,,,,,,,,,,,,,,,
2024-01-30 02:00:00,37.0,2829.0,,,,,,,,,,,,,,,,,,
2024-01-30 03:00:00,24.0,2815.0,,,,,,,,,,,,,,,,,,
2024-01-30 04:00:00,14.0,2742.0,,,,,,,,,,,,,,,,,,
2024-01-30 05:00:00,17.0,2657.0,,,7.36747801451468,2671.088014958768,,,20.5019732694122,2742.6700943896576,,,14.84124755859375,2674.164566040039,,,15.443189979331905,2677.293040437618,,
2024-01-30 06:00:00,23.0,2473.0,,,6.3207631247948,2533.086785450906,,,24.85657922407329,2743.33268615961,,,15.9371337890625,2563.160461425781,,,17.10508677180727,2566.490436830428,,
2024-01-30 07:00:00,47.0,2260.0,,,29.21717771472078,2331.791209563125,,,47.16538577227778,2743.862759575572,,,40.3431396484375,2388.5858612060547,,,30.746003307668587,2391.0573227074456,,
2024-01-30 08:00:00,90.0,2081.0,,,83.15369849913552,2166.5782077482663,,,115.0326446573022,2744.286818308341,,,95.2220458984375,2224.3531799316406,,,63.58801272349345,2229.097141653076,,
2024-01-30 09:00:00,377.0,1988.0,,,270.95299941174267,2060.161649528161,,,344.2384807490053,2744.626065294557,,,323.1467819213867,2107.780517578125,,,183.08897814899208,2116.6270822366632,,
2024-01-30 10:00:00,606.0,1924.0,,,390.9877629766453,1984.7287096673751,,,467.0712470694213,2744.897462883529,,,444.0435180664063,2028.0583190917969,,,256.7301589487381,2040.0586489250236,,
2024-01-30 11:00:00,506.0,1885.0,,,391.6747196159504,1926.5423289316016,,,435.5621067162196,2745.1145809547074,,,424.0989685058594,1972.7464294433596,,,252.7202898901832,1987.784983374664,,
2024-01-30 12:00:00,561.0,1865.0,,,491.0725957631734,1901.155477457744,,,547.4285601432282,2745.28827541165,,,531.3633422851562,1942.76904296875,,,318.91632811217977,1960.36672099422,,
2024-01-30 13:00:00,762.0,1902.0,,,593.3541621546692,1918.9032962061056,,,644.6275304770248,2745.427230977204,,,652.5660400390625,1945.3062438964844,,,396.8189304414035,1971.863259138254,,
2024-01-30 14:00:00,816.0,1983.0,,,646.738319159015,1982.219502357911,,,675.9707975446638,2745.5383954296467,,,678.5637817382812,1992.9681396484373,,,420.0743491923488,2022.028394545645,,
2024-01-30 15:00:00,728.0,2094.0,,,525.2034257364891,2073.141035447617,,,547.087478681617,2745.6273269916014,,,545.0836029052734,2085.0873413085938,,,345.9135221165259,2116.863578538658,,
2024-01-30 16:00:00,655.0,2218.0,,,541.8004453476857,2170.881743436007,,,564.613999804333,2745.698472241165,,,561.760498046875,2204.859771728516,,,353.44018910732655,2236.914625409747,,
2024-01-30 17:00:00,683.0,2325.0,,,519.2013978248774,2248.613163245627,,,562.4146176040688,2745.755388440816,,,558.9256591796875,2308.731071472168,,,353.31838502245006,2340.8508799946167,,
2024-01-30 18:00:00,823.0,2406.0,,,749.0480996493195,2303.5571714554494,,,705.3276174029068,2745.8009214005365,,,694.2444152832031,2409.7972807884216,,,443.7553711666925,2440.402615654016,,
2024-01-30 19:00:00,666.0,2507.0,,,550.1225057783554,2370.32259631248,,,561.6358476122756,2745.837347768313,,,558.21875,2502.03816986084,,,358.45301116907905,2531.414523005325,,
2024-01-30 20:00:00,424.0,2598.0,,,347.0514584585493,2415.6879072646843,,,345.6513678792499,2745.8664888625344,,,330.4660987854004,2581.235336303711,,,232.48050857256487,2609.082284580613,,
2024-01-30 21:00:00,258.0,2729.0,,,246.5801872488115,2476.262604092469,,,244.8609135846017,2745.889801737911,,,224.8959503173828,2659.7465057373047,,,167.376245261126,2686.917478340589,,
2024-01-30 22:00:00,212.0,2838.0,,,186.30553557317975,2537.69128897494,,,187.27782094172463,2745.908452038213,,,173.23416900634766,2731.941162109375,,,129.90347961774523,2758.971977948075,,
2024-01-30 23:00:00,140.0,2938.0,,,152.28566927841104,2594.190333967585,,,133.71522283804623,2745.9233722784543,,,107.47966003417967,2787.575225830078,,,92.40598695452474,2815.894454254426,,
2024-01-31 00:00:00,91.0,3009.0,,,121.392058644187,2632.394419510164,,,98.65329814684796,2745.935308470647,,,67.89094543457031,2816.8766174316406,,,69.25078617062705,2846.5857972057206,,
2024-01-31 01:00:00,47.0,3065.0,,,55.35520549013472,2668.9805742857425,,,57.64825289793655,2745.9448574244016,,,36.4664306640625,2824.9422302246094,,,45.926075255002665,2856.522895424458,,
2024-01-31 02:00:00,42.0,3089.0,,,39.30180184310739,2678.5045785970265,,,39.09862576160461,2745.952496587405,,,11.89306640625,2804.3082580566406,,,31.36125785556552,2837.4963450090668,,
2024-01-31 03:00:00,34.0,3054.0,,,22.53221067841921,2643.4584407564003,,,23.49185973979823,2745.958607917808,,,-6.05181884765625,2762.5159606933594,,,18.53590584719141,2795.6546548465053,,
2024-01-31 04:00:00,18.0,2959.0,,,17.3528979405269,2567.262341174345,,,20.90840153008905,2745.96349698213,,,-8.594146728515625,2694.8168334960938,,,16.23675529370248,2727.9813195171528,,
2024-01-31 05:00:00,14.0,2827.0,,,16.51435905117997,2499.2377276599423,,,20.5019732694122,2745.967408233588,,,-9.978790283203123,2627.6923065185547,,,15.405502870101587,2663.5576887821044,,
2024-01-31 06:00:00,21.0,2657.0,,,15.357651109051648,2368.7383098524137,,,24.85657922407329,2745.9705372347544,,,-7.8817138671875,2516.690185546875,,,17.063339773319274,2553.3207220293857,,
2024-01-31 07:00:00,42.0,2413.0,,,37.08372257278315,2173.7005732549646,,,47.16538577227778,2745.9730404356874,,,15.886962890625,2342.189407348633,,,30.670956398425204,2378.785203263428,,
2024-01-31 08:00:00,123.0,2233.0,,,90.46469850116004,2016.472663010945,,,115.0326446573022,2745.975042996434,,,71.44938659667969,2177.972152709961,,,63.43278704568067,2217.6538368376773,,
2024-01-31 09:00:00,341.0,2068.0,,,290.1532311757421,1920.201932316826,,,344.2384807490053,2745.97664504503,,,299.02317237854004,2061.4596557617188,,,182.64199135842145,2105.7588295884525,,
2024-01-31 10:00:00,475.0,1945.0,,,423.7108358563789,1850.3250198872636,,,467.0712470694213,2745.9779266839087,,,420.4103546142578,1981.7599487304688,,,256.1033234864566,2029.5813109007704,,
2024-01-31 11:00:00,504.0,1887.0,,,395.5119056318852,1801.3065282972584,,,435.5621067162196,2745.9789519950104,,,400.2583236694336,1926.5011291503904,,,252.10318219197643,1977.5739274834525,,
2024-01-31 12:00:00,617.0,1860.0,,,513.75194465451,1782.060647787134,,,547.4285601432282,2745.9797722438925,,,507.8279418945313,1896.5501403808596,,,318.1374996804647,1950.2943541544132,,
2024-01-31 13:00:00,728.0,1905.0,,,615.2372140298626,1804.842083059173,,,644.6275304770248,2745.980428442998,,,628.9619750976562,1899.1316528320312,,,395.8497567464263,1961.7296536334445,,
2024-01-31 14:00:00,814.0,2000.0,,,647.0346187675844,1872.046069329091,,,675.9707975446638,2745.980953402282,,,655.204345703125,1946.822296142578,,,419.04827303219696,2011.6347597353583,,
2024-01-31 15:00:00,625.0,2107.0,,,534.6082676482646,1968.662417805488,,,547.087478681617,2745.9813733697097,,,521.6648559570312,2038.9826049804688,,,345.06850564185606,2105.980140745301,,
2024-01-31 16:00:00,660.0,2250.0,,,536.3303507004713,2070.576037829392,,,564.613999804333,2745.981709343652,,,538.5173950195312,2158.7858276367188,,,352.57669818784075,2225.411504558024,,
2024-01-31 17:00:00,610.0,2378.0,,,560.0228235777363,2152.8000786221187,,,562.4146176040688,2745.981978122805,,,535.6800231933594,2262.6952362060547,,,352.4551038043829,2328.810697020044,,
2024-01-31 18:00:00,850.0,2489.0,,,688.0886467913494,2216.060343649632,,,705.3276174029068,2745.982193146128,,,671.2687072753906,2363.7950854301453,,,442.671010153775,2427.847696946804,,
2024-01-31 19:00:00,480.0,2593.0,,,546.7019380345664,2286.30561420952,,,561.6358476122756,2745.982365164786,,,535.0863952636719,2456.0702209472656,,,357.5770058856539,2518.3885913442714,,
2024-01-31 20:00:00,287.0,2715.0,,,340.1152589249883,2335.143464950145,,,345.6513678792499,2745.982502779713,,,307.4253616333008,2535.300064086914,,,231.91230329300413,2595.653817812255,,
2024-01-31 21:00:00,195.0,2831.0,,,254.888745608238,2395.2863390199004,,,244.8609135846017,2745.982612871654,,,201.8888397216797,2613.84489440918,,,166.9671195543924,2673.0854418525378,,
2024-01-31 22:00:00,205.0,2964.0,,,193.81192591811032,2457.3607473321367,,,187.27782094172463,2745.982700945207,,,150.31501007080078,2686.0728149414062,,,129.58591802909268,2744.765963510552,,
2024-01-31 23:00:00,168.0,3071.0,,,144.72799052994552,2514.826162381052,,,133.71522283804623,2745.9827714040493,,,84.65577697753906,2741.7422790527344,,,92.18006859270676,2801.392233243656,,
2024-02-01 00:00:00,114.0,3115.0,,,101.24183846760174,2554.124896373926,,,98.65329814684796,2745.9828277711235,,,45.15953063964844,2771.077606201172,,,69.08146144849115,2831.92236519795,,
2024-02-01 01:00:00,100.0,3153.0,,,55.51965299493246,2591.9215444593065,,,57.64825289793655,2745.9828728647826,,,13.734237670898438,2779.178924560547,,,45.81377021565867,2841.805116142468,,
2024-02-01 02:00:00,81.0,3135.0,,,37.56598090456906,2603.008587577286,,,39.09862576160461,2745.98290893971,,,-10.726715087890623,2758.581268310547,,,31.28456098627444,2822.8734577438045,,
2024-02-01 03:00:00,50.0,3121.0,,,22.682270746732826,2568.1344495471376,,,23.49185973979823,2745.982937799652,,,-28.60302734375,2716.8287658691406,,,18.490569947892794,2781.2443022261664,,
2024-02-01 04:00:00,21.0,3005.0,,,19.996825721078395,2493.7035495528853,,,20.90840153008905,2745.9829608876053,,,-31.065826416015625,2649.170196533203,,,16.197038706152462,2713.9167720655864,,
2024-02-05 01:00:00,,,18.6,17.4,,,,,,,,,,,,,,,,
2024-02-05 02:00:00,,,17.9,16.9,,,,,,,,,,,,,,,,
2024-02-05 03:00:00,,,17.2,16.4,,,,,,,,,,,,,,,,
2024-02-05 04:00:00,,,16.4,16.0,,,,,,,,,,,,,,,,
2024-02-05 05:00:00,,,15.8,15.7,,,,,,,,,,,,,,,,
2024-02-05 06:00:00,,,15.1,15.4,,,,,,,,,,,,,,,,
2024-02-05 07:00:00,,,15.7,15.6,,,,,,,,,,,,,,,,
2024-02-05 08:00:00,,,17.5,17.1,,,,,,,,,,,,,,,,
2024-02-05 09:00:00,,,19.9,18.8,,,,,,,,,,,,,,,,
2024-02-05 10:00:00,,,22.2,20.3,,,,,,,,,,,,,,,,
2024-02-05 11:00:00,,,24.0,21.6,,,,,,,,,,,,,,,,
2024-02-05 12:00:00,,,25.8,22.7,,,,,,,,,,,,,,,,
2024-02-05 13:00:00,,,27.3,23.6,,,,,,,,,,,,,,,,
2024-02-05 14:00:00,,,28.4,24.2,,,,,,,,,,,,,,,,
2024-02-05 15:00:00,,,29.1,24.7,,,,,,,,,,,,,,,,
2024-02-05 16:00:00,,,29.2,24.8,,,,,,,,,,,,,,,,
2024-02-05 17:00:00,,,29.1,24.6,,,,,,,,,,,,,,,,
2024-02-05 18:00:00,,,28.6,24.2,,,,,,,,,,,,,,,,
2024-02-05 19:00:00,,,27.6,23.4,,,,,,,,,,,,,,,,
2024-02-05 20:00:00,,,25.9,22.2,,,,,,,,,,,,,,,,
2024-02-05 21:00:00,,,23.3,20.7,,,,,,,,,,,,,,,,
2024-02-05 22:00:00,,,21.8,19.6,,,,,,,,,,,,,,,,
2024-02-05 23:00:00,,,20.8,18.8,,,,,,,,,,,,,,,,
2024-02-06 00:00:00,,,19.9,18.2,,,,,,,,,,,,,,,,
2024-02-06 01:00:00,,,18.6,17.6,,,,,,,,,,,,,,,,
2024-02-06 02:00:00,,,18.0,17.1,,,,,,,,,,,,,,,,
2024-02-06 03:00:00,,,17.3,16.7,,,,,,,,,,,,,,,,
2024-02-06 04:00:00,,,16.6,16.2,,,,,,,,,,,,,,,,
2024-02-06 05:00:00,,,15.9,15.9,,,,,,,,,,,,,,,,
2024-02-06 06:00:00,,,15.2,15.6,,,,,,,,,,,,,,,,
2024-02-06 07:00:00,,,15.8,15.8,,,,,,,,,,,,,,,,
2024-02-06 08:00:00,,,17.6,17.3,,,,,,,,,,,,,,,,
2024-02-06 09:00:00,,,20.1,19.1,,,,,,,,,,,,,,,,
2024-02-06 10:00:00,,,22.3,20.6,,,,,,,,,,,,,,,,
2024-02-06 11:00:00,,,24.1,21.9,,,,,,,,,,,,,,,,
2024-02-06 12:00:00,,,25.8,23.0,,,,,,,,,,,,,,,,
2024-02-06 13:00:00,,,27.3,23.8,,,,,,,,,,,,,,,,
2024-02-06 14:00:00,,,28.3,24.4,,,,,,,,,,,,,,,,
2024-02-06 15:00:00,,,29.0,24.9,,,,,,,,,,,,,,,,
2024-02-06 16:00:00,,,29.2,25.1,,,,,,,,,,,,,,,,
2024-02-06 17:00:00,,,29.0,24.9,,,,,,,,,,,,,,,,
2024-02-06 18:00:00,,,28.5,24.4,,,,,,,,,,,,,,,,
2024-02-06 19:00:00,,,27.4,23.7,,,,,,,,,,,,,,,,
2024-02-06 20:00:00,,,25.8,22.4,,,,,,,,,,,,,,,,
2024-02-06 21:00:00,,,23.2,20.9,,,,,,,,,,,,,,,,
2024-02-06 22:00:00,,,21.7,19.8,,,,,,,,,,,,,,,,
2024-02-06 23:00:00,,,20.8,19.0,,,,,,,,,,,,,,,,
2024-02-07 00:00:00,,,19.9,18.4,,,,,,,,,,,,,,,,
2024-02-07 01:00:00,,,18.6,17.8,,,,,,,,,,,,,,,,
2024-02-07 02:00:00,,,18.0,17.3,,,,,,,,,,,,,,,,
2024-02-07 03:00:00,,,17.2,16.9,,,,,,,,,,,,,,,,
2024-02-07 04:00:00,,,16.5,16.4,,,,,,,,,,,,,,,,
2024-02-07 05:00:00,,,15.8,16.1,,,,,,,,,,,,,,,,
2024-02-07 06:00:00,,,15.2,15.8,,,,,,,,,,,,,,,,
2024-02-07 07:00:00,,,15.8,16.0,,,,,,,,,,,,,,,,
2024-02-07 08:00:00,,,17.6,17.6,,,,,,,,,,,,,,,,
2024-02-07 09:00:00,,,20.1,19.3,,,,,,,,,,,,,,,,
2024-02-07 10:00:00,,,22.3,20.8,,,,,,,,,,,,,,,,
2024-02-07 11:00:00,,,24.1,22.1,,,,,,,,,,,,,,,,
2024-02-07 12:00:00,,,25.8,23.2,,,,,,,,,,,,,,,,
2024-02-07 13:00:00,,,27.3,24.0,,,,,,,,,,,,,,,,
2024-02-07 14:00:00,,,28.3,24.6,,,,,,,,,,,,,,,,
2024-02-07 15:00:00,,,28.9,25.1,,,,,,,,,,,,,,,,
2024-02-07 16:00:00,,,29.2,25.3,,,,,,,,,,,,,,,,
2024-02-07 17:00:00,,,29.0,25.1,,,,,,,,,,,,,,,,
2024-02-07 18:00:00,,,28.5,24.6,,,,,,,,,,,,,,,,
2024-02-07 19:00:00,,,27.5,23.8,,,,,,,,,,,,,,,,
2024-02-07 20:00:00,,,25.8,22.6,,,,,,,,,,,,,,,,
2024-02-07 21:00:00,,,23.2,21.1,,,,,,,,,,,,,,,,
2024-02-07 22:00:00,,,21.7,20.1,,,,,,,,,,,,,,,,
2024-02-07 23:00:00,,,20.8,19.2,,,,,,,,,,,,,,,,
2024-02-08 00:00:00,,,19.9,18.6,,,,,,,,,,,,,,,,
2024-02-08 01:00:00,,,18.5,17.9,,,,,,,,,,,,,,,,
2024-02-08 02:00:00,,,18.0,17.6,,,,,,,,,,,,,,,,
2024-02-08 03:00:00,,,17.3,17.1,,,,,,,,,,,,,,,,
2024-02-08 04:00:00,,,16.6,16.7,,,,,,,,,,,,,,,,
2024-02-08 05:00:00,,,15.9,16.3,,,,,,,,,,,,,,,,
2024-02-08 06:00:00,,,15.3,16.1,,,,,,,,,,,,,,,,
2024-02-08 07:00:00,,,15.8,16.3,,,,,,,,,,,,,,,,
2024-02-08 08:00:00,,,17.6,17.8,,,,,,,,,,,,,,,,
2024-02-08 09:00:00,,,20.1,19.5,,,,,,,,,,,,,,,,
2024-02-08 10:00:00,,,22.3,21.0,,,,,,,,,,,,,,,,
2024-02-08 11:00:00,,,24.1,22.3,,,,,,,,,,,,,,,,
2024-02-08 12:00:00,,,25.8,23.4,,,,,,,,,,,,,,,,
2024-02-08 13:00:00,,,27.3,24.2,,,,,,,,,,,,,,,,
2024-02-08 14:00:00,,,28.3,24.8,,,,,,,,,,,,,,,,
2024-02-08 15:00:00,,,28.9,25.3,,,,,,,,,,,,,,,,
2024-02-08 16:00:00,,,29.2,25.5,,,,,,,,,,,,,,,,
2024-02-08 17:00:00,,,29.0,25.3,,,,,,,,,,,,,,,,
2024-02-08 18:00:00,,,28.4,24.7,,,,,,,,,,,,,,,,
2024-02-08 19:00:00,,,27.4,23.9,,,,,,,,,,,,,,,,
2024-02-08 20:00:00,,,25.7,22.8,,,,,,,,,,,,,,,,
2024-02-08 21:00:00,,,23.1,21.3,,,,,,,,,,,,,,,,
2024-02-08 22:00:00,,,21.7,20.3,,,,,,,,,,,,,,,,
2024-02-08 23:00:00,,,20.8,19.4,,,,,,,,,,,,,,,,
2024-02-09 00:00:00,,,19.9,18.8,,,,,,,,,,,,,,,,
2024-02-09 01:00:00,,,18.5,18.1,,,,,,,,,,,,,,,,
2024-02-09 02:00:00,,,18.1,17.8,,,,,,,,,,,,,,,,
2024-02-09 03:00:00,,,17.3,17.3,,,,,,,,,,,,,,,,
2024-02-09 04:00:00,,,16.6,16.9,,,,,,,,,,,,,,,,
2024-02-09 05:00:00,,,16.0,16.6,,,,,,,,,,,,,,,,
2024-02-09 06:00:00,,,15.4,16.3,,,,,,,,,,,,,,,,
2024-02-09 07:00:00,,,15.8,16.5,,,,,,,,,,,,,,,,
2024-02-09 08:00:00,,,17.6,18.1,,,,,,,,,,,,,,,,
2024-02-09 09:00:00,,,20.1,19.7,,,,,,,,,,,,,,,,
2024-02-09 10:00:00,,,22.3,21.2,,,,,,,,,,,,,,,,
2024-02-09 11:00:00,,,24.2,22.4,,,,,,,,,,,,,,,,
