ds,H165_y,H25_y,H263_y,H299_y,H165_TimeGPT,H25_TimeGPT,H263_TimeGPT,H299_TimeGPT,H165_TimeGPT-lo-80,H25_TimeGPT-lo-80,H263_TimeGPT-lo-80,H299_TimeGPT-lo-80,H165_TimeGPT-hi-80,H25_TimeGPT-hi-80,H263_TimeGPT-hi-80,H299_TimeGPT-hi-80,H165_TimeGPT-lo-90,H25_TimeGPT-lo-90,H263_TimeGPT-lo-90,H299_TimeGPT-lo-90,H165_TimeGPT-hi-90,H25_TimeGPT-hi-90,H263_TimeGPT-hi-90,H299_TimeGPT-hi-90
2024-01-26 04:00:00,22.0,2613.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-26 05:00:00,16.0,2528.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-26 06:00:00,24.0,2394.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-26 07:00:00,18.0,2198.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-26 08:00:00,26.0,2034.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-26 09:00:00,24.0,1935.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-26 10:00:00,53.0,1853.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-26 11:00:00,64.0,1794.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-26 12:00:00,114.0,1771.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-26 13:00:00,161.0,1763.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-26 14:00:00,179.0,1752.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-26 15:00:00,166.0,1804.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-26 16:00:00,174.0,1905.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-26 17:00:00,182.0,2006.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-26 18:00:00,241.0,2105.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-26 19:00:00,220.0,2168.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-26 20:00:00,180.0,2240.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-26 21:00:00,175.0,2295.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-26 22:00:00,124.0,2374.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-26 23:00:00,85.0,2463.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 00:00:00,62.0,2526.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 01:00:00,46.0,2578.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 02:00:00,31.0,2567.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 03:00:00,28.0,2500.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 04:00:00,20.0,2415.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 05:00:00,21.0,2354.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 06:00:00,23.0,2224.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 07:00:00,46.0,2033.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 08:00:00,110.0,1896.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 09:00:00,384.0,1821.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 10:00:00,570.0,1764.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 11:00:00,498.0,1738.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 12:00:00,686.0,1733.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 13:00:00,819.0,1776.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 14:00:00,846.0,1880.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 15:00:00,691.0,1993.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 16:00:00,685.0,2098.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 17:00:00,604.0,2160.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 18:00:00,837.0,2212.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 19:00:00,625.0,2252.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 20:00:00,353.0,2256.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 21:00:00,299.0,2265.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 22:00:00,241.0,2289.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-27 23:00:00,131.0,2317.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 00:00:00,109.0,2322.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 01:00:00,34.0,2347.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 02:00:00,43.0,2349.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 03:00:00,14.0,2315.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 04:00:00,21.0,2287.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 05:00:00,22.0,2262.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 06:00:00,15.0,2176.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 07:00:00,40.0,2001.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 08:00:00,125.0,1871.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 09:00:00,402.0,1812.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 10:00:00,622.0,1758.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 11:00:00,512.0,1738.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 12:00:00,654.0,1737.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 13:00:00,776.0,1779.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 14:00:00,714.0,1877.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 15:00:00,656.0,1996.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 16:00:00,627.0,2088.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 17:00:00,854.0,2152.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 18:00:00,806.0,2208.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 19:00:00,723.0,2264.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 20:00:00,397.0,2293.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 21:00:00,308.0,2334.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 22:00:00,175.0,2382.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-28 23:00:00,115.0,2426.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 00:00:00,87.0,2473.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 01:00:00,45.0,2528.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 02:00:00,22.0,2576.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 03:00:00,20.0,2562.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 04:00:00,21.0,2505.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 05:00:00,15.0,2448.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 06:00:00,14.0,2327.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 07:00:00,49.0,2148.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 08:00:00,130.0,2001.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 09:00:00,337.0,1907.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 10:00:00,479.0,1861.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 11:00:00,497.0,1812.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 12:00:00,557.0,1811.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 13:00:00,674.0,1851.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 14:00:00,716.0,1939.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 15:00:00,607.0,2043.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 16:00:00,641.0,2152.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 17:00:00,637.0,2235.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 18:00:00,1024.0,2276.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 19:00:00,703.0,2352.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 20:00:00,419.0,2410.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 21:00:00,271.0,2502.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 22:00:00,158.0,2589.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-29 23:00:00,158.0,2666.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-30 00:00:00,174.0,2733.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-30 01:00:00,52.0,2794.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-30 02:00:00,37.0,2829.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-30 03:00:00,24.0,2815.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-30 04:00:00,14.0,2742.0,,,,,,,,,,,,,,,,,,,,,,
2024-01-30 05:00:00,17.0,2657.0,,,14.283264,2618.1006,,,7.4469786,2585.773,,,26.848896,2654.885,,,5.415521,2572.5232,,,28.993525,2662.9702,,
2024-01-30 06:00:00,23.0,2473.0,,,20.852966,2466.8726,,,15.551092,2420.917,,,34.03974,2507.9724,,,14.167987,2405.2964,,,35.742817,2523.3018,,
2024-01-30 07:00:00,47.0,2260.0,,,42.17578,2250.8296,,,33.11561,2204.5337,,,55.803326,2300.529,,,29.603779,2187.573,,,57.978554,2319.2783,,
2024-01-30 08:00:00,90.0,2081.0,,,114.828094,2073.3032,,,95.06265,2025.1759,,,137.10039,2118.6929,,,90.223694,2013.0952,,,141.79248,2137.0178,,
2024-01-30 09:00:00,377.0,1988.0,,,380.81693,1967.8586,,,333.852,1926.8153,,,429.47205,2022.2424,,,318.90414,1917.9822,,,437.5144,2038.0953,,
2024-01-30 10:00:00,606.0,1924.0,,,542.7372,1899.3473,,,481.9165,1863.8208,,,599.2133,1945.1035,,,460.2905,1857.4901,,,608.4857,1961.066,,
2024-01-30 11:00:00,506.0,1885.0,,,513.7676,1844.8584,,,454.56577,1807.8151,,,571.4593,1893.9829,,,437.68262,1801.5164,,,581.3624,1912.7793,,
2024-01-30 12:00:00,561.0,1865.0,,,635.1909,1830.7991,,,569.55365,1796.7102,,,701.65015,1879.6404,,,555.11084,1785.4749,,,717.97614,1902.1117,,
2024-01-30 13:00:00,762.0,1902.0,,,766.1848,1858.8806,,,686.25836,1819.9369,,,842.83777,1913.3779,,,667.63464,1807.5774,,,858.87756,1936.4623,,
2024-01-30 14:00:00,816.0,1983.0,,,796.89795,1940.9485,,,725.1595,1901.7118,,,887.07745,2005.6274,,,706.6792,1890.4211,,,905.20166,2031.536,,
2024-01-30 15:00:00,728.0,2094.0,,,642.2384,2070.6812,,,575.8982,2023.8677,,,726.00354,2137.4058,,,561.1646,2010.9371,,,743.9838,2163.8562,,
2024-01-30 16:00:00,655.0,2218.0,,,657.65784,2188.2786,,,582.2803,2126.9536,,,728.21234,2255.006,,,564.35565,2111.429,,,745.08826,2282.9683,,
2024-01-30 17:00:00,683.0,2325.0,,,673.1863,2294.277,,,598.7559,2228.7834,,,749.9681,2369.9133,,,582.39044,2203.4263,,,767.49194,2391.338,,
2024-01-30 18:00:00,823.0,2406.0,,,846.35,2394.9373,,,772.3684,2308.221,,,933.46857,2461.7712,,,755.64044,2279.42,,,951.44885,2480.0972,,
2024-01-30 19:00:00,666.0,2507.0,,,671.9247,2496.0837,,,603.7837,2378.1482,,,751.3294,2562.2104,,,590.66724,2347.1616,,,768.1726,2571.6174,,
2024-01-30 20:00:00,424.0,2598.0,,,409.12274,2578.145,,,359.8341,2446.7642,,,466.1536,2641.004,,,349.6882,2412.2815,,,480.3592,2652.5334,,
2024-01-30 21:00:00,258.0,2729.0,,,296.0148,2675.8718,,,257.72766,2517.8716,,,346.4808,2740.1775,,,249.77219,2478.1003,,,357.85107,2750.424,,
2024-01-30 22:00:00,212.0,2838.0,,,220.41913,2780.6475,,,187.05292,2590.0496,,,256.28238,2847.766,,,181.17604,2543.1982,,,265.27985,2854.5676,,
2024-01-30 23:00:00,140.0,2938.0,,,157.59721,2865.04,,,128.55615,2647.5427,,,190.99432,2933.3005,,,122.73979,2594.398,,,198.70662,2944.151,,
2024-01-31 00:00:00,91.0,3009.0,,,108.90173,2925.6384,,,88.09606,2698.1526,,,132.3312,2998.3518,,,82.95575,2637.4033,,,138.83159,3008.0344,,
2024-01-31 01:00:00,47.0,3065.0,,,54.007477,2966.4844,,,36.310524,2736.7874,,,74.793884,3035.6484,,,28.67815,2671.58,,,80.095764,3045.2324,,
2024-01-31 02:00:00,42.0,3089.0,,,35.488647,2973.551,,,23.383636,2745.8777,,,54.185097,3050.159,,,20.953156,2676.9995,,,60.3233,3066.0186,,
2024-01-31 03:00:00,34.0,3054.0,,,25.463318,2930.018,,,16.219604,2713.1868,,,43.879803,3005.56,,,13.586487,2647.5427,,,50.12446,3036.7263,,
2024-01-31 04:00:00,18.0,2959.0,,,20.373108,2841.2642,,,11.983124,2635.1306,,,33.691853,2917.505,,,10.206696,2574.6436,,,39.353508,2948.9941,,
2024-01-31 05:00:00,14.0,2827.0,,,17.958954,2743.0042,,,9.788183,2531.0266,,,30.06606,2815.6643,,,7.828784,2474.626,,,33.755974,2837.7617,,
2024-01-31 06:00:00,21.0,2657.0,,,17.958954,2580.4731,,,7.6259584,2387.2495,,,31.516613,2652.6304,,,5.505011,2342.5344,,,35.112038,2666.2136,,
2024-01-31 07:00:00,42.0,2413.0,,,45.090668,2372.5002,,,29.751745,2204.4666,,,60.679783,2445.855,,,25.87865,2169.4155,,,64.83219,2454.865,,
2024-01-31 08:00:00,123.0,2233.0,,,111.26138,2179.622,,,78.25163,2039.2635,,,144.17288,2250.4644,,,69.72251,2011.6423,,,154.51758,2260.0042,,
2024-01-31 09:00:00,341.0,2068.0,,,350.04572,2061.9033,,,273.23996,1932.9742,,,399.82565,2125.3662,,,243.57533,1909.5486,,,414.49115,2133.856,,
2024-01-31 10:00:00,475.0,1945.0,,,490.36603,1985.4512,,,410.77197,1863.0471,,,555.85706,2043.6351,,,382.07266,1839.6215,,,574.1921,2050.591,,
2024-01-31 11:00:00,504.0,1887.0,,,478.08893,1920.3993,,,405.18362,1810.2521,,,546.22833,1973.5894,,,376.68515,1787.0012,,,559.2854,1978.8053,,
2024-01-31 12:00:00,617.0,1860.0,,,604.547,1895.0159,,,519.4419,1793.1199,,,676.9133,1948.1794,,,483.95166,1771.4425,,,689.5976,1959.1075,,
2024-01-31 13:00:00,728.0,1905.0,,,736.6704,1926.8154,,,605.7242,1805.7068,,,836.41766,2009.7126,,,554.7548,1779.484,,,861.4304,2060.6755,,
2024-01-31 14:00:00,814.0,2000.0,,,768.1631,1995.9772,,,648.0127,1914.7932,,,876.6364,2086.3613,,,604.7137,1889.969,,,911.50696,2147.0747,,
2024-01-31 15:00:00,625.0,2107.0,,,608.7444,2114.0796,,,506.15665,2041.9108,,,711.481,2197.8481,,,472.12244,2016.4623,,,734.4174,2255.2634,,
2024-01-31 16:00:00,660.0,2250.0,,,617.5753,2237.7446,,,505.64774,2156.0103,,,702.02954,2316.9038,,,460.34213,2128.5798,,,717.29425,2371.1702,,
2024-01-31 17:00:00,610.0,2378.0,,,643.6948,2350.8096,,,535.51514,2242.0522,,,726.1825,2438.3325,,,489.68314,2212.6829,,,741.98627,2476.4631,,
2024-01-31 18:00:00,850.0,2489.0,,,772.9285,2459.9336,,,665.9439,2315.8257,,,858.89594,2534.7463,,,617.71326,2283.222,,,878.4325,2565.3152,,
2024-01-31 19:00:00,480.0,2593.0,,,582.6018,2578.7065,,,457.6821,2384.2668,,,666.75256,2645.5786,,,419.64685,2349.347,,,683.2557,2659.1912,,
2024-01-31 20:00:00,287.0,2715.0,,,326.577,2663.3562,,,255.70168,2449.9985,,,392.20117,2737.631,,,232.78917,2412.806,,,404.68655,2744.5515,,
2024-01-31 21:00:00,195.0,2831.0,,,223.64322,2771.2705,,,178.07364,2517.1284,,,275.10062,2848.8777,,,168.04202,2474.7788,,,287.72754,2861.3066,,
2024-01-31 22:00:00,205.0,2964.0,,,172.71278,2871.969,,,137.57692,2566.602,,,212.48056,2955.178,,,129.35233,2518.3086,,,222.12816,2969.2227,,
2024-01-31 23:00:00,168.0,3071.0,,,137.24055,2964.7178,,,107.43212,2607.116,,,173.44778,3046.4248,,,102.08539,2553.316,,,185.61116,3061.2205,,
2024-02-01 00:00:00,114.0,3115.0,,,101.65935,3020.8086,,,72.02718,2635.3057,,,133.12425,3107.0208,,,66.72125,2575.6052,,,141.5333,3121.7722,,
2024-02-01 01:00:00,100.0,3153.0,,,68.54674,3049.9583,,,48.46455,2642.8225,,,87.93204,3133.0347,,,44.216774,2579.3638,,,93.00405,3147.9187,,
2024-02-01 02:00:00,81.0,3135.0,,,43.75363,3054.8167,,,30.618921,2629.5803,,,62.219326,3138.7761,,,27.093884,2565.6406,,,67.494286,3154.2122,,
2024-02-01 03:00:00,50.0,3121.0,,,32.443756,2986.3591,,,22.272114,2585.0015,,,47.311974,3075.0996,,,20.397394,2522.5916,,,52.471325,3090.3535,,
2024-02-01 04:00:00,21.0,3005.0,,,17.395233,2892.2854,,,1.6178894,2519.4011,,,27.999004,2983.3538,,,-2.5451965,2461.4927,,,31.341497,2999.2104,,
2024-02-05 01:00:00,,,18.6,17.4,,,,,,,,,,,,,,,,,,,,
2024-02-05 02:00:00,,,17.9,16.9,,,,,,,,,,,,,,,,,,,,
2024-02-05 03:00:00,,,17.2,16.4,,,,,,,,,,,,,,,,,,,,
2024-02-05 04:00:00,,,16.4,16.0,,,,,,,,,,,,,,,,,,,,
2024-02-05 05:00:00,,,15.8,15.7,,,,,,,,,,,,,,,,,,,,
2024-02-05 06:00:00,,,15.1,15.4,,,,,,,,,,,,,,,,,,,,
2024-02-05 07:00:00,,,15.7,15.6,,,,,,,,,,,,,,,,,,,,
2024-02-05 08:00:00,,,17.5,17.1,,,,,,,,,,,,,,,,,,,,
2024-02-05 09:00:00,,,19.9,18.8,,,,,,,,,,,,,,,,,,,,
2024-02-05 10:00:00,,,22.2,20.3,,,,,,,,,,,,,,,,,,,,
2024-02-05 11:00:00,,,24.0,21.6,,,,,,,,,,,,,,,,,,,,
2024-02-05 12:00:00,,,25.8,22.7,,,,,,,,,,,,,,,,,,,,
2024-02-05 13:00:00,,,27.3,23.6,,,,,,,,,,,,,,,,,,,,
2024-02-05 14:00:00,,,28.4,24.2,,,,,,,,,,,,,,,,,,,,
2024-02-05 15:00:00,,,29.1,24.7,,,,,,,,,,,,,,,,,,,,
2024-02-05 16:00:00,,,29.2,24.8,,,,,,,,,,,,,,,,,,,,
2024-02-05 17:00:00,,,29.1,24.6,,,,,,,,,,,,,,,,,,,,
2024-02-05 18:00:00,,,28.6,24.2,,,,,,,,,,,,,,,,,,,,
2024-02-05 19:00:00,,,27.6,23.4,,,,,,,,,,,,,,,,,,,,
2024-02-05 20:00:00,,,25.9,22.2,,,,,,,,,,,,,,,,,,,,
2024-02-05 21:00:00,,,23.3,20.7,,,,,,,,,,,,,,,,,,,,
2024-02-05 22:00:00,,,21.8,19.6,,,,,,,,,,,,,,,,,,,,
2024-02-05 23:00:00,,,20.8,18.8,,,,,,,,,,,,,,,,,,,,
2024-02-06 00:00:00,,,19.9,18.2,,,,,,,,,,,,,,,,,,,,
2024-02-06 01:00:00,,,18.6,17.6,,,,,,,,,,,,,,,,,,,,
2024-02-06 02:00:00,,,18.0,17.1,,,,,,,,,,,,,,,,,,,,
2024-02-06 03:00:00,,,17.3,16.7,,,,,,,,,,,,,,,,,,,,
2024-02-06 04:00:00,,,16.6,16.2,,,,,,,,,,,,,,,,,,,,
2024-02-06 05:00:00,,,15.9,15.9,,,,,,,,,,,,,,,,,,,,
2024-02-06 06:00:00,,,15.2,15.6,,,,,,,,,,,,,,,,,,,,
2024-02-06 07:00:00,,,15.8,15.8,,,,,,,,,,,,,,,,,,,,
2024-02-06 08:00:00,,,17.6,17.3,,,,,,,,,,,,,,,,,,,,
2024-02-06 09:00:00,,,20.1,19.1,,,,,,,,,,,,,,,,,,,,
2024-02-06 10:00:00,,,22.3,20.6,,,,,,,,,,,,,,,,,,,,
2024-02-06 11:00:00,,,24.1,21.9,,,,,,,,,,,,,,,,,,,,
2024-02-06 12:00:00,,,25.8,23.0,,,,,,,,,,,,,,,,,,,,
2024-02-06 13:00:00,,,27.3,23.8,,,,,,,,,,,,,,,,,,,,
2024-02-06 14:00:00,,,28.3,24.4,,,,,,,,,,,,,,,,,,,,
2024-02-06 15:00:00,,,29.0,24.9,,,,,,,,,,,,,,,,,,,,
2024-02-06 16:00:00,,,29.2,25.1,,,,,,,,,,,,,,,,,,,,
2024-02-06 17:00:00,,,29.0,24.9,,,,,,,,,,,,,,,,,,,,
2024-02-06 18:00:00,,,28.5,24.4,,,,,,,,,,,,,,,,,,,,
2024-02-06 19:00:00,,,27.4,23.7,,,,,,,,,,,,,,,,,,,,
2024-02-06 20:00:00,,,25.8,22.4,,,,,,,,,,,,,,,,,,,,
2024-02-06 21:00:00,,,23.2,20.9,,,,,,,,,,,,,,,,,,,,
2024-02-06 22:00:00,,,21.7,19.8,,,,,,,,,,,,,,,,,,,,
2024-02-06 23:00:00,,,20.8,19.0,,,,,,,,,,,,,,,,,,,,
2024-02-07 00:00:00,,,19.9,18.4,,,,,,,,,,,,,,,,,,,,
2024-02-07 01:00:00,,,18.6,17.8,,,,,,,,,,,,,,,,,,,,
2024-02-07 02:00:00,,,18.0,17.3,,,,,,,,,,,,,,,,,,,,
2024-02-07 03:00:00,,,17.2,16.9,,,,,,,,,,,,,,,,,,,,
2024-02-07 04:00:00,,,16.5,16.4,,,,,,,,,,,,,,,,,,,,
2024-02-07 05:00:00,,,15.8,16.1,,,,,,,,,,,,,,,,,,,,
2024-02-07 06:00:00,,,15.2,15.8,,,,,,,,,,,,,,,,,,,,
2024-02-07 07:00:00,,,15.8,16.0,,,,,,,,,,,,,,,,,,,,
2024-02-07 08:00:00,,,17.6,17.6,,,,,,,,,,,,,,,,,,,,
2024-02-07 09:00:00,,,20.1,19.3,,,,,,,,,,,,,,,,,,,,
2024-02-07 10:00:00,,,22.3,20.8,,,,,,,,,,,,,,,,,,,,
2024-02-07 11:00:00,,,24.1,22.1,,,,,,,,,,,,,,,,,,,,
2024-02-07 12:00:00,,,25.8,23.2,,,,,,,,,,,,,,,,,,,,
2024-02-07 13:00:00,,,27.3,24.0,,,,,,,,,,,,,,,,,,,,
2024-02-07 14:00:00,,,28.3,24.6,,,,,,,,,,,,,,,,,,,,
2024-02-07 15:00:00,,,28.9,25.1,,,,,,,,,,,,,,,,,,,,
2024-02-07 16:00:00,,,29.2,25.3,,,,,,,,,,,,,,,,,,,,
2024-02-07 17:00:00,,,29.0,25.1,,,,,,,,,,,,,,,,,,,,
2024-02-07 18:00:00,,,28.5,24.6,,,,,,,,,,,,,,,,,,,,
2024-02-07 19:00:00,,,27.5,23.8,,,,,,,,,,,,,,,,,,,,
2024-02-07 20:00:00,,,25.8,22.6,,,,,,,,,,,,,,,,,,,,
2024-02-07 21:00:00,,,23.2,21.1,,,,,,,,,,,,,,,,,,,,
2024-02-07 22:00:00,,,21.7,20.1,,,,,,,,,,,,,,,,,,,,
2024-02-07 23:00:00,,,20.8,19.2,,,,,,,,,,,,,,,,,,,,
2024-02-08 00:00:00,,,19.9,18.6,,,,,,,,,,,,,,,,,,,,
2024-02-08 01:00:00,,,18.5,17.9,,,,,,,,,,,,,,,,,,,,
2024-02-08 02:00:00,,,18.0,17.6,,,,,,,,,,,,,,,,,,,,
2024-02-08 03:00:00,,,17.3,17.1,,,,,,,,,,,,,,,,,,,,
2024-02-08 04:00:00,,,16.6,16.7,,,,,,,,,,,,,,,,,,,,
2024-02-08 05:00:00,,,15.9,16.3,,,,,,,,,,,,,,,,,,,,
2024-02-08 06:00:00,,,15.3,16.1,,,,,,,,,,,,,,,,,,,,
2024-02-08 07:00:00,,,15.8,16.3,,,,,,,,,,,,,,,,,,,,
2024-02-08 08:00:00,,,17.6,17.8,,,,,,,,,,,,,,,,,,,,
2024-02-08 09:00:00,,,20.1,19.5,,,,,,,,,,,,,,,,,,,,
2024-02-08 10:00:00,,,22.3,21.0,,,,,,,,,,,,,,,,,,,,
2024-02-08 11:00:00,,,24.1,22.3,,,,,,,,,,,,,,,,,,,,
2024-02-08 12:00:00,,,25.8,23.4,,,,,,,,,,,,,,,,,,,,
2024-02-08 13:00:00,,,27.3,24.2,,,,,,,,,,,,,,,,,,,,
2024-02-08 14:00:00,,,28.3,24.8,,,,,,,,,,,,,,,,,,,,
2024-02-08 15:00:00,,,28.9,25.3,,,,,,,,,,,,,,,,,,,,
2024-02-08 16:00:00,,,29.2,25.5,,,,,,,,,,,,,,,,,,,,
2024-02-08 17:00:00,,,29.0,25.3,,,,,,,,,,,,,,,,,,,,
2024-02-08 18:00:00,,,28.4,24.7,,,,,,,,,,,,,,,,,,,,
