ds,y_H165,y_H25,y_H263,y_H299,best_statsforecast_model_H165,best_statsforecast_model_H25,best_statsforecast_model_H263,best_statsforecast_model_H299,best_statsforecast_model-lo-90_H165,best_statsforecast_model-lo-90_H25,best_statsforecast_model-lo-90_H263,best_statsforecast_model-lo-90_H299,best_statsforecast_model-hi-90_H165,best_statsforecast_model-hi-90_H25,best_statsforecast_model-hi-90_H263,best_statsforecast_model-hi-90_H299
2024-01-26 12:00:00,114.0,1771.0,,,,,,,,,,,,,,
2024-01-26 13:00:00,161.0,1763.0,,,,,,,,,,,,,,
2024-01-26 14:00:00,179.0,1752.0,,,,,,,,,,,,,,
2024-01-26 15:00:00,166.0,1804.0,,,,,,,,,,,,,,
2024-01-26 16:00:00,174.0,1905.0,,,,,,,,,,,,,,
2024-01-26 17:00:00,182.0,2006.0,,,,,,,,,,,,,,
2024-01-26 18:00:00,241.0,2105.0,,,,,,,,,,,,,,
2024-01-26 19:00:00,220.0,2168.0,,,,,,,,,,,,,,
2024-01-26 20:00:00,180.0,2240.0,,,,,,,,,,,,,,
2024-01-26 21:00:00,175.0,2295.0,,,,,,,,,,,,,,
2024-01-26 22:00:00,124.0,2374.0,,,,,,,,,,,,,,
2024-01-26 23:00:00,85.0,2463.0,,,,,,,,,,,,,,
2024-01-27 00:00:00,62.0,2526.0,,,,,,,,,,,,,,
2024-01-27 01:00:00,46.0,2578.0,,,,,,,,,,,,,,
2024-01-27 02:00:00,31.0,2567.0,,,,,,,,,,,,,,
2024-01-27 03:00:00,28.0,2500.0,,,,,,,,,,,,,,
2024-01-27 04:00:00,20.0,2415.0,,,,,,,,,,,,,,
2024-01-27 05:00:00,21.0,2354.0,,,,,,,,,,,,,,
2024-01-27 06:00:00,23.0,2224.0,,,,,,,,,,,,,,
2024-01-27 07:00:00,46.0,2033.0,,,,,,,,,,,,,,
2024-01-27 08:00:00,110.0,1896.0,,,,,,,,,,,,,,
2024-01-27 09:00:00,384.0,1821.0,,,,,,,,,,,,,,
2024-01-27 10:00:00,570.0,1764.0,,,,,,,,,,,,,,
2024-01-27 11:00:00,498.0,1738.0,,,,,,,,,,,,,,
2024-01-27 12:00:00,686.0,1733.0,,,,,,,,,,,,,,
2024-01-27 13:00:00,819.0,1776.0,,,,,,,,,,,,,,
2024-01-27 14:00:00,846.0,1880.0,,,,,,,,,,,,,,
2024-01-27 15:00:00,691.0,1993.0,,,,,,,,,,,,,,
2024-01-27 16:00:00,685.0,2098.0,,,,,,,,,,,,,,
2024-01-27 17:00:00,604.0,2160.0,,,,,,,,,,,,,,
2024-01-27 18:00:00,837.0,2212.0,,,,,,,,,,,,,,
2024-01-27 19:00:00,625.0,2252.0,,,,,,,,,,,,,,
2024-01-27 20:00:00,353.0,2256.0,,,,,,,,,,,,,,
2024-01-27 21:00:00,299.0,2265.0,,,,,,,,,,,,,,
2024-01-27 22:00:00,241.0,2289.0,,,,,,,,,,,,,,
2024-01-27 23:00:00,131.0,2317.0,,,,,,,,,,,,,,
2024-01-28 00:00:00,109.0,2322.0,,,,,,,,,,,,,,
2024-01-28 01:00:00,34.0,2347.0,,,,,,,,,,,,,,
2024-01-28 02:00:00,43.0,2349.0,,,,,,,,,,,,,,
2024-01-28 03:00:00,14.0,2315.0,,,,,,,,,,,,,,
2024-01-28 04:00:00,21.0,2287.0,,,,,,,,,,,,,,
2024-01-28 05:00:00,22.0,2262.0,,,,,,,,,,,,,,
2024-01-28 06:00:00,15.0,2176.0,,,,,,,,,,,,,,
2024-01-28 07:00:00,40.0,2001.0,,,,,,,,,,,,,,
2024-01-28 08:00:00,125.0,1871.0,,,,,,,,,,,,,,
2024-01-28 09:00:00,402.0,1812.0,,,,,,,,,,,,,,
2024-01-28 10:00:00,622.0,1758.0,,,,,,,,,,,,,,
2024-01-28 11:00:00,512.0,1738.0,,,,,,,,,,,,,,
2024-01-28 12:00:00,654.0,1737.0,,,,,,,,,,,,,,
2024-01-28 13:00:00,776.0,1779.0,,,,,,,,,,,,,,
2024-01-28 14:00:00,714.0,1877.0,,,,,,,,,,,,,,
2024-01-28 15:00:00,656.0,1996.0,,,,,,,,,,,,,,
2024-01-28 16:00:00,627.0,2088.0,,,,,,,,,,,,,,
2024-01-28 17:00:00,854.0,2152.0,,,,,,,,,,,,,,
2024-01-28 18:00:00,806.0,2208.0,,,,,,,,,,,,,,
2024-01-28 19:00:00,723.0,2264.0,,,,,,,,,,,,,,
2024-01-28 20:00:00,397.0,2293.0,,,,,,,,,,,,,,
2024-01-28 21:00:00,308.0,2334.0,,,,,,,,,,,,,,
2024-01-28 22:00:00,175.0,2382.0,,,,,,,,,,,,,,
2024-01-28 23:00:00,115.0,2426.0,,,,,,,,,,,,,,
2024-01-29 00:00:00,87.0,2473.0,,,,,,,,,,,,,,
2024-01-29 01:00:00,45.0,2528.0,,,,,,,,,,,,,,
2024-01-29 02:00:00,22.0,2576.0,,,,,,,,,,,,,,
2024-01-29 03:00:00,20.0,2562.0,,,,,,,,,,,,,,
2024-01-29 04:00:00,21.0,2505.0,,,,,,,,,,,,,,
2024-01-29 05:00:00,15.0,2448.0,,,,,,,,,,,,,,
2024-01-29 06:00:00,14.0,2327.0,,,,,,,,,,,,,,
2024-01-29 07:00:00,49.0,2148.0,,,,,,,,,,,,,,
2024-01-29 08:00:00,130.0,2001.0,,,,,,,,,,,,,,
2024-01-29 09:00:00,337.0,1907.0,,,,,,,,,,,,,,
2024-01-29 10:00:00,479.0,1861.0,,,,,,,,,,,,,,
2024-01-29 11:00:00,497.0,1812.0,,,,,,,,,,,,,,
2024-01-29 12:00:00,557.0,1811.0,,,,,,,,,,,,,,
2024-01-29 13:00:00,674.0,1851.0,,,,,,,,,,,,,,
2024-01-29 14:00:00,716.0,1939.0,,,,,,,,,,,,,,
2024-01-29 15:00:00,607.0,2043.0,,,,,,,,,,,,,,
2024-01-29 16:00:00,641.0,2152.0,,,,,,,,,,,,,,
2024-01-29 17:00:00,637.0,2235.0,,,,,,,,,,,,,,
2024-01-29 18:00:00,1024.0,2276.0,,,,,,,,,,,,,,
2024-01-29 19:00:00,703.0,2352.0,,,,,,,,,,,,,,
2024-01-29 20:00:00,419.0,2410.0,,,,,,,,,,,,,,
2024-01-29 21:00:00,271.0,2502.0,,,,,,,,,,,,,,
2024-01-29 22:00:00,158.0,2589.0,,,,,,,,,,,,,,
2024-01-29 23:00:00,158.0,2666.0,,,,,,,,,,,,,,
2024-01-30 00:00:00,174.0,2733.0,,,,,,,,,,,,,,
2024-01-30 01:00:00,52.0,2794.0,,,,,,,,,,,,,,
2024-01-30 02:00:00,37.0,2829.0,,,,,,,,,,,,,,
2024-01-30 03:00:00,24.0,2815.0,,,,,,,,,,,,,,
2024-01-30 04:00:00,14.0,2742.0,,,,,,,,,,,,,,
2024-01-30 05:00:00,17.0,2657.0,,,7.36747801451468,2671.088014958768,,,-106.34032005040456,2624.815278068136,,,121.07527607943392,2717.3607518493995,,
2024-01-30 06:00:00,23.0,2473.0,,,6.3207631247948,2533.086785450906,,,-135.87113184627083,2446.0309589573544,,,148.51265809586044,2620.1426119444577,,
2024-01-30 07:00:00,47.0,2260.0,,,29.21717771472078,2331.791209563125,,,-136.03653736370543,2206.159091621077,,,194.470892793147,2457.423327505173,,
2024-01-30 08:00:00,90.0,2081.0,,,83.15369849913552,2166.5782077482663,,,-102.5088592898677,2007.4722100532304,,,268.81625628813873,2325.6842054433023,,
2024-01-30 09:00:00,377.0,1988.0,,,270.95299941174267,2060.161649528161,,,64.5223963135083,1872.8668902490783,,,477.383602509977,2247.4564088072443,,
2024-01-30 10:00:00,606.0,1924.0,,,390.9877629766453,1984.7287096673751,,,169.71962089574413,1773.9965490970285,,,612.2559050575464,2195.460870237722,,
2024-01-30 11:00:00,506.0,1885.0,,,391.6747196159504,1926.5423289316016,,,159.49990810638786,1696.4239436334833,,,623.8495311255128,2156.6607142297203,,
2024-01-30 12:00:00,561.0,1865.0,,,491.0725957631734,1901.155477457744,,,250.7409429896327,1655.023625634608,,,731.4042485367141,2147.28732928088,,
2024-01-30 13:00:00,762.0,1902.0,,,593.3541621546692,1918.9032962061056,,,346.8528001278708,1659.535338874491,,,839.8555241814677,2178.27125353772,,
2024-01-30 14:00:00,816.0,1983.0,,,646.738319159015,1982.219502357911,,,395.5338277628142,1711.8925674282889,,,897.9428105552157,2252.546437287533,,
2024-01-30 15:00:00,728.0,2094.0,,,525.2034257364891,2073.141035447617,,,270.3938780120934,1793.7207112610909,,,780.0129734608847,2352.561359634143,,
2024-01-30 16:00:00,655.0,2218.0,,,541.8004453476857,2170.881743436007,,,284.21639038779153,1883.89836002806,,,799.3845003075799,2457.8651268439544,,
2024-01-30 17:00:00,683.0,2325.0,,,519.2013978248774,2248.613163245627,,,259.47566675415646,1955.324947354998,,,778.9271288955983,2541.9013791362568,,
2024-01-30 18:00:00,823.0,2406.0,,,749.0480996493195,2303.5571714554494,,,487.6654874039712,2005.0015494189824,,,1010.430711894668,2602.1127934919164,,
2024-01-30 19:00:00,666.0,2507.0,,,550.1225057783554,2370.32259631248,,,287.45590193633456,2067.3574971049657,,,812.7891096203762,2673.2876955199936,,
2024-01-30 20:00:00,424.0,2598.0,,,347.0514584585493,2415.6879072646843,,,83.38855183512607,2109.024908664054,,,610.7143650819726,2722.350905865315,,
2024-01-30 21:00:00,258.0,2729.0,,,246.5801872488115,2476.262604092469,,,-17.856553527563335,2166.493539657131,,,511.0169280251864,2786.0316685278067,,
2024-01-30 22:00:00,212.0,2838.0,,,186.30553557317975,2537.69128897494,,,-78.73270183984238,2225.3096557820622,,,451.34377298620194,2850.072922167817,,
2024-01-30 23:00:00,140.0,2938.0,,,152.28566927841104,2594.190333967585,,,-113.2203805682729,2279.608578110758,,,417.79171912509497,2908.772089824412,,
2024-01-31 00:00:00,91.0,3009.0,,,121.392058644187,2632.394419510164,,,-144.47799509127242,2315.95795137832,,,387.2621123796464,2948.830887642008,,
2024-01-31 01:00:00,47.0,3065.0,,,55.35520549013472,2668.9805742857425,,,-210.79817693962892,2350.979182515472,,,321.5085879198984,2986.9819660560133,,
2024-01-31 02:00:00,42.0,3089.0,,,39.30180184310739,2678.5045785970265,,,-227.0721763753384,2359.181766457202,,,305.6757800615532,2997.827390736851,,
2024-01-31 03:00:00,34.0,3054.0,,,22.53221067841921,2643.4584407564003,,,-244.013555327178,2323.019095387215,,,289.07797668401645,2963.8977861255853,,
2024-01-31 04:00:00,18.0,2959.0,,,17.3528979405269,2567.262341174345,,,-249.32666872955463,2245.879058186851,,,284.0324646106085,2888.64562416184,,
2024-01-31 05:00:00,14.0,2827.0,,,16.51435905117997,2499.2377276599423,,,-253.3287296441396,2175.3946442520964,,,286.3574477464996,2823.080811067788,,
2024-01-31 06:00:00,21.0,2657.0,,,15.357651109051648,2368.7383098524137,,,-256.3664687973981,2041.3221694767403,,,287.0817710155014,2696.154450228087,,
2024-01-31 07:00:00,42.0,2413.0,,,37.08372257278315,2173.7005732549646,,,-236.38016177170945,1842.0485243858516,,,310.54760691727574,2505.352622124078,,
2024-01-31 08:00:00,123.0,2233.0,,,90.46469850116004,2016.472663010945,,,-184.66635123428767,1680.4640923671234,,,365.5957482366078,2352.4812336547666,,
2024-01-31 09:00:00,341.0,2068.0,,,290.1532311757421,1920.201932316826,,,13.246806497982677,1580.0433507774328,,,567.0596558535016,2260.3605138562198,,
2024-01-31 10:00:00,475.0,1945.0,,,423.7108358563789,1850.3250198872636,,,145.42868160525342,1506.385893874261,,,701.9929901075045,2194.2641459002657,,
2024-01-31 11:00:00,504.0,1887.0,,,395.5119056318852,1801.3065282972584,,,116.16231732867736,1454.0158494339344,,,674.861493935093,2148.5972071605825,,
2024-01-31 12:00:00,617.0,1860.0,,,513.75194465451,1782.060647787134,,,233.57330492181612,1431.8487452824213,,,793.9305843872039,2132.272550291847,,
2024-01-31 13:00:00,728.0,1905.0,,,615.2372140298626,1804.842083059173,,,334.41417622886325,1452.11122718744,,,896.060251830862,2157.5729389309063,,
2024-01-31 14:00:00,814.0,2000.0,,,647.0346187675844,1872.046069329091,,,365.7104131300311,1517.1579125085832,,,928.3588244051376,2226.934226149599,,
2024-01-31 15:00:00,625.0,2107.0,,,534.6082676482646,1968.662417805488,,,252.8941109281705,1611.9346762309185,,,816.3224243683587,2325.390159380058,,
2024-01-31 16:00:00,660.0,2250.0,,,536.3303507004713,2070.576037829392,,,254.3126718812827,1712.2839070406203,,,818.3480295196598,2428.8681686181626,,
2024-01-31 17:00:00,610.0,2378.0,,,560.0228235777363,2152.8000786221187,,,277.76883086046365,1793.1798293223692,,,842.276816295009,2512.420327921868,,
2024-01-31 18:00:00,850.0,2489.0,,,688.0886467913494,2216.060343649632,,,405.65062760666393,1855.313707818275,,,970.526665976035,2576.8069794809894,,
2024-01-31 19:00:00,480.0,2593.0,,,546.7019380345664,2286.30561420952,,,264.1205870116093,1924.60424022786,,,829.2832890575235,2648.0069881911804,,
2024-01-31 20:00:00,287.0,2715.0,,,340.1152589249883,2335.143464950145,,,57.42225751647965,1972.6330940773703,,,622.808260333497,2697.6538358229195,,
2024-01-31 21:00:00,195.0,2831.0,,,254.888745608238,2395.2863390199004,,,-27.89123596083533,2032.0905586079512,,,537.6687271773112,2758.4821194318497,,
2024-01-31 22:00:00,205.0,2964.0,,,193.81192591811032,2457.3607473321367,,,-89.03582221385994,2093.5842827129586,,,476.6596740500806,2821.137211951315,,
2024-01-31 23:00:00,168.0,3071.0,,,144.72799052994552,2514.826162381052,,,-138.17255783947368,2150.55772230968,,,427.6285388993647,2879.0946024524246,,
2024-02-01 00:00:00,114.0,3115.0,,,101.24183846760174,2554.124896373926,,,-181.6998509825409,2189.439610697851,,,384.1835279177444,2918.8101820500005,,
2024-02-01 01:00:00,100.0,3153.0,,,55.51965299493246,2591.9215444593065,,,-227.45409318594977,2226.883041031481,,,338.4933991758147,2956.960047887132,,
2024-02-01 02:00:00,81.0,3135.0,,,37.56598090456906,2603.008587577286,,,-245.43274671090236,2237.670755920002,,,320.5647085200405,2968.34641923457,,
2024-02-01 03:00:00,50.0,3121.0,,,22.682270746732826,2568.1344495471376,,,-260.3359238296684,2202.5429355845044,,,305.700465323134,2933.7259635097707,,
2024-02-01 04:00:00,21.0,3005.0,,,19.996825721078395,2493.7035495528853,,,-263.0365388847639,2127.8970210015245,,,303.03019032692066,2859.510078104246,,
2024-02-05 01:00:00,,,18.6,17.4,,,,,,,,,,,,
2024-02-05 02:00:00,,,17.9,16.9,,,,,,,,,,,,
2024-02-05 03:00:00,,,17.2,16.4,,,,,,,,,,,,
2024-02-05 04:00:00,,,16.4,16.0,,,,,,,,,,,,
2024-02-05 05:00:00,,,15.8,15.7,,,,,,,,,,,,
2024-02-05 06:00:00,,,15.1,15.4,,,,,,,,,,,,
2024-02-05 07:00:00,,,15.7,15.6,,,,,,,,,,,,
2024-02-05 08:00:00,,,17.5,17.1,,,,,,,,,,,,
2024-02-05 09:00:00,,,19.9,18.8,,,,,,,,,,,,
2024-02-05 10:00:00,,,22.2,20.3,,,,,,,,,,,,
2024-02-05 11:00:00,,,24.0,21.6,,,,,,,,,,,,
2024-02-05 12:00:00,,,25.8,22.7,,,,,,,,,,,,
2024-02-05 13:00:00,,,27.3,23.6,,,,,,,,,,,,
2024-02-05 14:00:00,,,28.4,24.2,,,,,,,,,,,,
2024-02-05 15:00:00,,,29.1,24.7,,,,,,,,,,,,
2024-02-05 16:00:00,,,29.2,24.8,,,,,,,,,,,,
2024-02-05 17:00:00,,,29.1,24.6,,,,,,,,,,,,
2024-02-05 18:00:00,,,28.6,24.2,,,,,,,,,,,,
2024-02-05 19:00:00,,,27.6,23.4,,,,,,,,,,,,
2024-02-05 20:00:00,,,25.9,22.2,,,,,,,,,,,,
2024-02-05 21:00:00,,,23.3,20.7,,,,,,,,,,,,
2024-02-05 22:00:00,,,21.8,19.6,,,,,,,,,,,,
2024-02-05 23:00:00,,,20.8,18.8,,,,,,,,,,,,
2024-02-06 00:00:00,,,19.9,18.2,,,,,,,,,,,,
2024-02-06 01:00:00,,,18.6,17.6,,,,,,,,,,,,
2024-02-06 02:00:00,,,18.0,17.1,,,,,,,,,,,,
2024-02-06 03:00:00,,,17.3,16.7,,,,,,,,,,,,
2024-02-06 04:00:00,,,16.6,16.2,,,,,,,,,,,,
2024-02-06 05:00:00,,,15.9,15.9,,,,,,,,,,,,
2024-02-06 06:00:00,,,15.2,15.6,,,,,,,,,,,,
2024-02-06 07:00:00,,,15.8,15.8,,,,,,,,,,,,
2024-02-06 08:00:00,,,17.6,17.3,,,,,,,,,,,,
2024-02-06 09:00:00,,,20.1,19.1,,,,,,,,,,,,
2024-02-06 10:00:00,,,22.3,20.6,,,,,,,,,,,,
2024-02-06 11:00:00,,,24.1,21.9,,,,,,,,,,,,
2024-02-06 12:00:00,,,25.8,23.0,,,,,,,,,,,,
2024-02-06 13:00:00,,,27.3,23.8,,,,,,,,,,,,
2024-02-06 14:00:00,,,28.3,24.4,,,,,,,,,,,,
2024-02-06 15:00:00,,,29.0,24.9,,,,,,,,,,,,
2024-02-06 16:00:00,,,29.2,25.1,,,,,,,,,,,,
2024-02-06 17:00:00,,,29.0,24.9,,,,,,,,,,,,
2024-02-06 18:00:00,,,28.5,24.4,,,,,,,,,,,,
2024-02-06 19:00:00,,,27.4,23.7,,,,,,,,,,,,
2024-02-06 20:00:00,,,25.8,22.4,,,,,,,,,,,,
2024-02-06 21:00:00,,,23.2,20.9,,,,,,,,,,,,
2024-02-06 22:00:00,,,21.7,19.8,,,,,,,,,,,,
2024-02-06 23:00:00,,,20.8,19.0,,,,,,,,,,,,
2024-02-07 00:00:00,,,19.9,18.4,,,,,,,,,,,,
2024-02-07 01:00:00,,,18.6,17.8,,,,,,,,,,,,
2024-02-07 02:00:00,,,18.0,17.3,,,,,,,,,,,,
2024-02-07 03:00:00,,,17.2,16.9,,,,,,,,,,,,
2024-02-07 04:00:00,,,16.5,16.4,,,,,,,,,,,,
2024-02-07 05:00:00,,,15.8,16.1,,,,,,,,,,,,
2024-02-07 06:00:00,,,15.2,15.8,,,,,,,,,,,,
2024-02-07 07:00:00,,,15.8,16.0,,,,,,,,,,,,
2024-02-07 08:00:00,,,17.6,17.6,,,,,,,,,,,,
2024-02-07 09:00:00,,,20.1,19.3,,,,,,,,,,,,
2024-02-07 10:00:00,,,22.3,20.8,,,,,,,,,,,,
2024-02-07 11:00:00,,,24.1,22.1,,,,,,,,,,,,
2024-02-07 12:00:00,,,25.8,23.2,,,,,,,,,,,,
2024-02-07 13:00:00,,,27.3,24.0,,,,,,,,,,,,
2024-02-07 14:00:00,,,28.3,24.6,,,,,,,,,,,,
2024-02-07 15:00:00,,,28.9,25.1,,,,,,,,,,,,
2024-02-07 16:00:00,,,29.2,25.3,,,,,,,,,,,,
2024-02-07 17:00:00,,,29.0,25.1,,,,,,,,,,,,
2024-02-07 18:00:00,,,28.5,24.6,,,,,,,,,,,,
2024-02-07 19:00:00,,,27.5,23.8,,,,,,,,,,,,
2024-02-07 20:00:00,,,25.8,22.6,,,,,,,,,,,,
2024-02-07 21:00:00,,,23.2,21.1,,,,,,,,,,,,
2024-02-07 22:00:00,,,21.7,20.1,,,,,,,,,,,,
2024-02-07 23:00:00,,,20.8,19.2,,,,,,,,,,,,
2024-02-08 00:00:00,,,19.9,18.6,,,,,,,,,,,,
2024-02-08 01:00:00,,,18.5,17.9,,,,,,,,,,,,
2024-02-08 02:00:00,,,18.0,17.6,,,,,,,,,,,,
2024-02-08 03:00:00,,,17.3,17.1,,,,,,,,,,,,
2024-02-08 04:00:00,,,16.6,16.7,,,,,,,,,,,,
2024-02-08 05:00:00,,,15.9,16.3,,,,,,,,,,,,
2024-02-08 06:00:00,,,15.3,16.1,,,,,,,,,,,,
2024-02-08 07:00:00,,,15.8,16.3,,,,,,,,,,,,
2024-02-08 08:00:00,,,17.6,17.8,,,,,,,,,,,,
2024-02-08 09:00:00,,,20.1,19.5,,,,,,,,,,,,
2024-02-08 10:00:00,,,22.3,21.0,,,,,,,,,,,,
2024-02-08 11:00:00,,,24.1,22.3,,,,,,,,,,,,
2024-02-08 12:00:00,,,25.8,23.4,,,,,,,,,,,,
2024-02-08 13:00:00,,,27.3,24.2,,,,,,,,,,,,
2024-02-08 14:00:00,,,28.3,24.8,,,,,,,,,,,,
2024-02-08 15:00:00,,,28.9,25.3,,,,,,,,,,,,
2024-02-08 16:00:00,,,29.2,25.5,,,,,,,,,,,,
2024-02-08 17:00:00,,,29.0,25.3,,,,,,,,,,,,
2024-02-08 18:00:00,,,28.4,24.7,,,,,,,,,,,,
2024-02-08 19:00:00,,,27.4,23.9,,,,,,,,,,,,
2024-02-08 20:00:00,,,25.7,22.8,,,,,,,,,,,,
2024-02-08 21:00:00,,,23.1,21.3,,,,,,,,,,,,
2024-02-08 22:00:00,,,21.7,20.3,,,,,,,,,,,,
2024-02-08 23:00:00,,,20.8,19.4,,,,,,,,,,,,
2024-02-09 00:00:00,,,19.9,18.8,,,,,,,,,,,,
2024-02-09 01:00:00,,,18.5,18.1,,,,,,,,,,,,
2024-02-09 02:00:00,,,18.1,17.8,,,,,,,,,,,,
2024-02-09 03:00:00,,,17.3,17.3,,,,,,,,,,,,
2024-02-09 04:00:00,,,16.6,16.9,,,,,,,,,,,,
2024-02-09 05:00:00,,,16.0,16.6,,,,,,,,,,,,
2024-02-09 06:00:00,,,15.4,16.3,,,,,,,,,,,,
2024-02-09 07:00:00,,,15.8,16.5,,,,,,,,,,,,
2024-02-09 08:00:00,,,17.6,18.1,,,,,,,,,,,,
2024-02-09 09:00:00,,,20.1,19.7,,,,,,,,,,,,
2024-02-09 10:00:00,,,22.3,21.2,,,,,,,,,,,,
2024-02-09 11:00:00,,,24.2,22.4,,,,,,,,,,,,
2024-02-09 12:00:00,,,25.8,23.6,,,,,,,,,,,,
2024-02-09 13:00:00,,,27.3,24.3,,,,,,,,,,,,
2024-02-09 14:00:00,,,28.3,24.9,,,,,,,,,,,,
2024-02-09 15:00:00,,,28.9,25.4,,,,,,,,,,,,
2024-02-09 16:00:00,,,29.2,25.7,,,,,,,,,,,,
2024-02-09 17:00:00,,,28.9,25.4,,,,,,,,,,,,
2024-02-09 18:00:00,,,28.4,24.9,,,,,,,,,,,,
2024-02-09 19:00:00,,,27.4,24.1,,,,,,,,,,,,
2024-02-09 20:00:00,,,25.7,22.9,,,,,,,,,,,,
2024-02-09 21:00:00,,,23.1,21.4,,,,,,,,,,,,
2024-02-09 22:00:00,,,21.7,20.5,,,,,,,,,,,,
2024-02-09 23:00:00,,,20.8,19.7,,,,,,,,,,,,
2024-02-10 00:00:00,,,19.9,19.1,,,,,,,,,,,,
2024-02-10 01:00:00,,,18.6,18.3,,,18.530722175589283,18.348337650299072,,,18.443755312476505,18.202420806884767,,,18.61768903870206,18.497382068634032
2024-02-10 02:00:00,,,18.1,18.0,,,18.08448780252709,18.012331008911133,,,17.989944950393248,17.863375663757324,,,18.179030654660924,18.15558252334595
2024-02-10 03:00:00,,,17.4,17.6,,,17.33332327193102,17.527268886566162,,,17.23294216766626,17.37709770202637,,,17.433704376195784,17.673895931243898
2024-02-10 04:00:00,,,16.6,17.2,,,16.638509122856835,17.108502864837646,,,16.532349240337652,16.96121702194214,,,16.744669005376018,17.25643320083618
2024-02-10 05:00:00,,,16.1,16.8,,,15.998520022646488,16.77724027633667,,,15.888281251607184,16.629681968688963,,,16.108758793685794,16.922018814086915
2024-02-10 06:00:00,,,15.4,16.4,,,15.395985385446938,16.49584436416626,,,15.28218143593204,16.350881481170653,,,15.509789334961836,16.647359371185303
2024-02-10 07:00:00,,,15.9,16.7,,,15.850146315151402,16.689013481140137,,,15.734116793795597,16.540992164611815,,,15.96617583650721,16.838355827331544
2024-02-10 08:00:00,,,17.6,18.2,,,17.644007486018246,18.240641355514526,,,17.526265185657042,18.097203922271728,,,17.76174978637945,18.386328792572023
2024-02-10 09:00:00,,,20.1,19.9,,,20.13667908852465,19.87397766113281,,,20.01804049944173,19.72964973449707,,,20.255317677607568,20.017492866516115
2024-02-10 10:00:00,,,22.3,21.3,,,22.326878160258683,21.36565977334976,,,22.20763349548054,21.21935720443725,,,22.446122825036827,21.50883264541626
2024-02-10 11:00:00,,,24.2,22.6,,,24.171145585838847,22.60601681470871,,,24.051649424094222,22.45948257446289,,,24.29064174758347,22.75067434310913
2024-02-10 12:00:00,,,25.8,23.7,,,25.805496142022907,23.756097316741943,,,25.685834397676828,23.60983266830444,,,25.925157886368986,23.902031421661377
2024-02-10 13:00:00,,,27.3,24.5,,,27.2952067952232,24.499696731567383,,,27.175479780066603,24.355627250671382,,,27.4149338103798,24.64975814819336
2024-02-10 14:00:00,,,28.3,25.1,,,28.285539699601674,25.10531735420227,,,28.16573902226511,24.962461376190184,,,28.40534037693824,25.25245857238769
2024-02-10 15:00:00,,,28.9,25.6,,,28.880007077728727,25.60851812362671,,,28.760138723963127,25.465140438079835,,,28.999875431494328,25.754866218566896
