ds,y,TimeGPT,TimeGPT-hi-70,TimeGPT-lo-70,anomaly
2008-03-03,7.33693691370762,7.686538,8.201328,7.171748,False
2008-03-04,7.33693691370762,7.67178,8.18657,7.15699,False
2008-03-05,8.12474302038557,7.6771164,8.191907,7.1623263,False
2008-03-06,7.88758403166028,7.9415298,8.45632,7.4267397,False
2008-03-07,7.81963630236759,7.7456307,8.260421,7.2308407,False
2008-03-08,7.38398945797851,7.6740174,8.1888075,7.1592274,False
2008-03-09,7.81439963380449,7.650648,8.165439,7.135858,False
2008-03-10,7.5422134631934,7.6419277,8.156718,7.1271377,False
2008-03-11,7.54855597916987,7.6413546,8.156145,7.1265645,False
2008-03-12,7.6889133368648,7.7057843,8.220574,7.1909943,False
2008-03-13,7.4770384723197,7.7063103,8.221101,7.19152,False
2008-03-14,7.35883089834235,7.662953,8.177743,7.148163,False
2008-03-15,7.03262426102801,7.6176124,8.132402,7.1028223,True
2008-03-16,7.11801620446533,7.6074896,8.12228,7.0926995,False
2008-03-17,7.34987370473834,7.609356,8.124146,7.094566,False
2008-03-18,7.32646561384032,7.623885,8.138676,7.109095,False
2008-03-19,7.36391350140582,7.6860356,8.200826,7.1712456,False
2008-03-20,7.27793857294566,7.4417405,7.9565306,6.9269505,False
2008-03-21,7.25134498337221,7.3993697,7.91416,6.8845797,False
2008-03-22,7.00215595440362,7.3514,7.86619,6.83661,False
2008-03-23,7.16394668434255,7.365428,7.880218,6.850638,False
2008-03-24,7.7591874385078,7.3946705,7.9094605,6.8798804,False
2008-03-25,7.51860721681525,7.4265647,7.9413548,6.9117746,False
2008-03-26,7.41397029019044,7.4827967,7.9975867,6.9680066,False
2008-03-27,7.44249272279444,7.438639,7.953429,6.923849,False
2008-03-28,7.2283884515736,7.366064,7.880854,6.851274,False
2008-03-29,6.99117688712121,7.2475495,7.7623396,6.7327595,False
2008-03-30,7.2115567333138,7.2845755,7.7993655,6.7697854,False
2008-03-31,7.31121838441963,7.4353943,7.9501843,6.920604,False
2008-04-01,7.34923082461333,7.456754,7.9715443,6.941964,False
2008-04-02,7.51425465281641,7.473214,7.988004,6.958424,False
2008-04-03,7.39326309476384,7.4119782,7.9267683,6.897188,False
2008-04-04,7.28619171470238,7.284742,7.799532,6.769952,False
2008-04-05,7.27309259599952,7.090193,7.604983,6.5754027,False
2008-04-06,7.16857989726403,7.1928716,7.7076616,6.6780815,False
2008-04-07,7.61134771740362,7.4066186,7.9214087,6.8918285,False
2008-04-08,7.61775957660851,7.4171057,7.9318957,6.9023156,False
2008-04-09,7.42595365707754,7.409385,7.9241753,6.894595,False
2008-04-10,8.18200013629341,7.445503,7.9602933,6.930713,True
2008-04-11,7.39939808333135,7.343055,7.857845,6.8282647,False
2008-04-12,7.1066061377273,7.1198225,7.6346126,6.6050324,False
2008-04-13,7.08086789669078,7.1966615,7.7114515,6.6818714,False
2008-04-14,7.42117752859539,7.4784403,7.9932303,6.96365,False
2008-04-15,7.49164547360513,7.4864244,8.001215,6.9716344,False
2008-04-16,7.38585107812521,7.472969,7.987759,6.958179,False
2008-04-17,7.68294316987829,7.4302707,7.9450607,6.9154806,False
2008-04-18,7.6889133368648,7.322298,7.837088,6.807508,False
2008-04-19,7.2591161280971,7.091492,7.606282,6.576702,False
2008-04-20,8.14496941708788,7.1644173,7.6792073,6.649627,True
2008-04-21,8.71391062849392,7.460261,7.975051,6.945471,True
2008-04-22,8.09101504171053,7.474876,7.989666,6.960086,True
2008-04-23,7.84031298332016,7.4552336,7.9700236,6.9404435,False
2008-04-24,7.64873978895624,7.8220606,8.336851,7.3072705,False
2008-04-25,8.02092771898158,7.682113,8.196903,7.167323,False
2008-04-26,7.83002808253384,7.412555,7.9273453,6.897765,False
2008-04-27,7.72753511047545,7.4936194,8.0084095,6.9788294,False
2008-04-28,7.83597458172157,7.80307,8.317861,7.28828,False
2008-04-29,7.62657020629066,7.8023925,8.317183,7.2876024,False
2008-04-30,7.64444076155657,7.7736387,8.288429,7.2588487,False
2008-05-01,7.54855597916987,7.6970572,8.211847,7.182267,False
2008-05-02,7.44073370738926,7.6665993,8.18139,7.151809,False
2008-05-03,7.07326971745971,7.5606003,8.075391,7.04581,False
2008-05-04,7.02642680869964,7.5922427,8.107033,7.0774527,True
2008-05-05,7.39203156751459,7.735033,8.249824,7.220243,False
2008-05-06,7.29301767977278,7.7247453,8.239535,7.209955,False
2008-05-07,7.36137542897735,7.7114377,8.226228,7.1966476,False
2008-05-08,7.51261754467451,7.4039416,7.9187317,6.8891516,False
2008-05-09,7.46049030582534,7.346694,7.861484,6.831904,False
2008-05-10,7.11476944836646,7.2204127,7.735203,6.7056227,False
2008-05-11,7.12528309151071,7.252227,7.767017,6.737437,False
2008-05-12,7.45587668749182,7.4171796,7.9319696,6.9023895,False
2008-05-13,7.31721240835984,7.4371967,7.951987,6.9224067,False
2008-05-14,7.41034709782102,7.4375277,7.9523177,6.9227376,False
2008-05-15,7.40245152081824,7.42346,7.93825,6.90867,False
2008-05-16,7.29437729928882,7.367775,7.882565,6.852985,False
2008-05-17,6.98933526597456,7.237704,7.752494,6.7229137,False
2008-05-18,6.99301512293296,7.2879286,7.8027186,6.7731385,False
2008-05-19,7.4312996751559,7.4530506,7.9678407,6.9382606,False
2008-05-20,7.36201055125973,7.4465423,7.9613323,6.931752,False
2008-05-21,7.454719949364,7.4438124,7.9586024,6.9290223,False
2008-05-22,7.36833968631138,7.410728,7.925518,6.895938,False
2008-05-23,7.14361760270412,7.3286853,7.8434753,6.813895,False
2008-05-24,6.8351845861473,7.117914,7.6327043,6.603124,False
2008-05-25,6.89060912014717,7.132166,7.646956,6.617376,False
2008-05-26,6.97447891102505,7.3831058,7.897896,6.8683157,False
2008-05-27,7.26612877955645,7.3996344,7.9144244,6.8848443,False
2008-05-28,7.27031288607902,7.3985143,7.9133043,6.883724,False
2008-05-29,7.26542972325395,7.275732,7.790522,6.760942,False
2008-05-30,7.15773548424991,7.1918983,7.7066884,6.6771083,False
2008-05-31,6.86589107488344,6.948779,7.463569,6.433989,False
2008-06-01,6.86589107488344,6.953849,7.468639,6.439059,False
2008-06-02,6.86589107488344,7.2444496,7.7592397,6.7296596,False
2008-06-03,7.15383380157884,7.304408,7.819198,6.789618,False
2008-06-04,7.21670948670946,7.313381,7.8281713,6.798591,False
2008-06-05,7.20191631753163,7.21969,7.73448,6.7049,False
2008-06-06,7.21229446850034,7.1420627,7.6568527,6.6272726,False
2008-06-07,7.18614430452233,6.9173665,7.4321566,6.4025764,False
2008-06-08,6.82001636467413,6.921773,7.436563,6.406983,False
2008-06-09,6.88243747099785,7.184799,7.6995893,6.670009,False
2008-06-10,7.18311170174328,7.2516446,7.7664347,6.7368546,False
2008-06-11,7.24279792279376,7.2661214,7.7809114,6.7513313,False
2008-06-12,7.1929342212158,7.223796,7.738586,6.709006,False
2008-06-13,7.18387071506245,7.1832414,7.6980314,6.6684513,False
2008-06-14,6.97073007814353,7.0077806,7.5225706,6.4929905,False
2008-06-15,6.9177056098353,6.884261,7.399051,6.369471,False
2008-06-16,7.22256601882217,7.0395784,7.5543685,6.5247884,False
2008-06-17,7.35691824235602,7.202194,7.7169843,6.687404,False
2008-06-18,7.24279792279376,7.224489,7.7392793,6.709699,False
2008-06-19,7.22329567956231,7.2647643,7.7795544,6.7499743,False
2008-06-20,7.16317239084664,7.2235208,7.738311,6.7087307,False
2008-06-21,7.24136628332232,7.0490437,7.5638337,6.5342536,False
2008-06-22,6.98656645940643,6.8878164,7.4026065,6.3730264,False
2008-06-23,6.96318998587024,7.0322123,7.5470023,6.517422,False
2008-06-24,7.25063551189868,7.2314415,7.7462316,6.7166514,False
2008-06-25,7.1608459066643,7.252794,7.767584,6.7380037,False
2008-06-26,7.13249755166004,7.213235,7.728025,6.698445,False
2008-06-27,7.09174211509515,7.1945934,7.7093835,6.6798034,False
2008-06-28,7.01211529430638,7.095529,7.610319,6.580739,False
2008-06-29,6.85751406254539,6.912708,7.427498,6.3979177,False
2008-06-30,6.82762923450285,6.9752493,7.4900393,6.460459,False
2008-07-01,6.82762923450285,7.206866,7.721656,6.6920757,False
2008-07-02,7.13009851012558,7.2225003,7.7372904,6.7077103,False
2008-07-03,7.27724772663148,7.145094,7.659884,6.630304,False
2008-07-04,7.03878354138854,7.1257095,7.6404996,6.6109195,False
2008-07-05,6.89060912014717,7.061406,7.576196,6.546616,False
2008-07-06,6.95749737087695,6.905388,7.420178,6.390598,False
2008-07-07,7.29573507274928,6.9297824,7.4445724,6.4149923,False
2008-07-08,7.49720722320332,7.118514,7.633304,6.603724,False
2008-07-09,7.31055015853442,7.148237,7.6630273,6.633447,False
2008-07-10,7.20489251020467,7.2651925,7.7799826,6.7504025,False
2008-07-11,7.22256601882217,7.2160964,7.7308865,6.7013063,False
2008-07-12,7.25770767716004,7.101785,7.6165752,6.586995,False
2008-07-13,7.25770767716004,7.016799,7.531589,6.502009,False
2008-07-14,7.25770767716004,7.1456757,7.6604657,6.6308856,False
2008-07-15,7.25770767716004,7.254352,7.769142,6.739562,False
2008-07-16,7.25770767716004,7.259656,7.774446,6.744866,False
2008-07-17,7.25770767716004,7.2717514,7.7865415,6.7569613,False
2008-07-18,7.25770767716004,7.2530565,7.7678466,6.7382665,False
2008-07-19,7.25770767716004,7.21521,7.73,6.70042,False
2008-07-20,7.25770767716004,7.15791,7.6727,6.64312,False
2008-07-21,7.25770767716004,7.1776667,7.6924567,6.6628766,False
2008-07-22,7.25770767716004,7.250371,7.765161,6.735581,False
2008-07-23,7.25770767716004,7.2756023,7.7903924,6.7608123,False
2008-07-24,7.25770767716004,7.294902,7.809692,6.780112,False
2008-07-25,7.25770767716004,7.2506766,7.7654667,6.7358866,False
2008-07-26,7.25770767716004,7.231799,7.746589,6.717009,False
2008-07-27,7.25770767716004,7.2344036,7.7491937,6.7196136,False
2008-07-28,7.25770767716004,7.2379875,7.7527776,6.7231975,False
2008-07-29,7.25770767716004,7.254596,7.7693863,6.739806,False
2008-07-30,7.25770767716004,7.2844644,7.7992544,6.7696743,False
2008-07-31,7.25770767716004,7.2609463,7.7757363,6.746156,False
2008-08-01,7.42595365707754,7.239828,7.754618,6.725038,False
2008-08-02,7.11720550316434,7.2214794,7.7362695,6.7066894,False
2008-08-03,7.24992553671799,7.2342844,7.7490745,6.7194943,False
2008-08-04,8.27690348126706,7.2694793,7.7842693,6.754689,True
2008-08-05,7.60638738977265,7.2808905,7.7956805,6.7661004,False
2008-08-06,7.64396194900253,7.275754,7.790544,6.760964,False
2008-08-07,8.01234963932779,7.531503,8.046293,7.016713,False
2008-08-08,7.93020620668468,7.4639173,7.9787073,6.949127,False
2008-08-09,7.50878717063428,7.419311,7.934101,6.904521,False
2008-08-10,7.52131798019924,7.410472,7.925262,6.895682,False
2008-08-11,7.58984151218266,7.4267163,7.9415064,6.9119263,False
2008-08-12,7.50052948539529,7.4117413,7.9265313,6.896951,False
2008-08-13,7.37023064180708,7.3988895,7.9136796,6.8840995,False
2008-08-14,7.38523092306657,7.473439,7.9882293,6.958649,False
2008-08-15,7.30249642372733,7.482273,7.997063,6.967483,False
2008-08-16,7.27517231945277,7.4264174,7.9412074,6.9116273,False
2008-08-17,7.39203156751459,7.4153757,7.930166,6.9005857,False
2008-08-18,7.51697722460432,7.4366903,7.9514804,6.9219003,False
2008-08-19,7.90912218321141,7.4181867,7.9329767,6.9033966,False
2008-08-20,7.72312009226633,7.417308,7.932098,6.902518,False
2008-08-21,7.67042852219069,7.5996523,8.114443,7.084862,False
2008-08-22,7.62900388965296,7.5452366,8.060027,7.0304465,False
2008-08-23,7.43070708254597,7.48412,7.99891,6.96933,False
2008-08-24,7.57967882309046,7.5076447,8.022435,6.9928546,False
2008-08-25,7.9483852851119,7.592647,8.107437,7.077857,False
2008-08-26,7.79564653633459,7.5888443,8.103635,7.0740542,False
2008-08-27,8.00736706798333,7.568371,8.083161,7.0535808,False
2008-08-28,7.79069603117474,7.816762,8.3315525,7.301972,False
2008-08-29,7.83280751652486,7.7127104,8.227501,7.1979203,False
2008-08-30,7.51479976048867,7.536772,8.051562,7.0219817,False
2008-08-31,7.6275443904885,7.5995526,8.114343,7.0847626,False
2008-09-01,7.85515700588134,7.846928,8.361718,7.332138,False
2008-09-02,7.96485088744731,7.8379517,8.352742,7.3231616,False
2008-09-03,7.74586822979227,7.8085604,8.323351,7.2937703,False
2008-09-04,8.08085641964099,7.8134503,8.32824,7.2986603,False
2008-09-05,8.25997565976828,7.726919,8.24171,7.212129,True
2008-09-06,7.7698009960039,7.5020304,8.016821,6.9872403,False
2008-09-07,8.17751582384608,7.5571985,8.071989,7.0424085,True
2008-09-08,9.28173036806286,7.8187776,8.333568,7.3039875,True
2008-09-09,8.33854487998858,7.846136,8.360927,7.331346,False
2008-09-10,7.83042561782033,7.8393803,8.354171,7.32459,False
2008-09-11,7.8087293067444,7.9094424,8.4242325,7.3946524,False
2008-09-12,7.81681996576455,7.8543897,8.36918,7.3395996,False
2008-09-13,7.55485852104068,7.6630073,8.177797,7.148217,False
2008-09-14,8.55506684384432,7.759482,8.274272,7.244692,True
2008-09-15,8.20794694104862,8.047408,8.562199,7.532618,False
2008-09-16,8.08363720314155,8.012938,8.527728,7.4981475,False
2008-09-17,7.79110951061003,7.9425144,8.457305,7.4277244,False
2008-09-18,7.67089483136212,7.8729677,8.387758,7.3581777,False
2008-09-19,7.64012317269536,7.852675,8.367465,7.337885,False
2008-09-20,7.55013534248843,7.8032603,8.31805,7.2884703,False
2008-09-21,8.24931374626064,7.954244,8.469034,7.439454,False
2008-09-22,8.3039999709552,8.1046715,8.619462,7.5898814,False
2008-09-23,8.12681372072611,8.005702,8.520493,7.490912,False
2008-09-24,7.70616297019958,7.9353523,8.450143,7.4205623,False
2008-09-25,7.66387725870347,7.8130045,8.327795,7.2982144,False
2008-09-26,7.52671756135271,7.790566,8.305356,7.275776,False
2008-09-27,7.92588031673756,7.7730355,8.287826,7.2582455,False
2008-09-28,7.92153563213355,8.029861,8.544652,7.5150714,False
2008-09-29,8.03398273468322,8.192937,8.707727,7.678147,False
2008-09-30,7.72577144158795,7.9816284,8.496419,7.4668384,False
2008-10-01,7.69439280262942,7.8516793,8.366469,7.3368893,False
2008-10-02,7.44949800538285,7.709803,8.224593,7.195013,False
2008-10-03,7.39141523467536,7.7039547,8.218745,7.1891646,False
2008-10-04,7.34601020991329,7.725752,8.240542,7.210962,False
2008-10-05,8.10137467122858,7.992881,8.507671,7.478091,False
2008-10-06,8.15651022607997,8.143619,8.658409,7.6288285,False
2008-10-07,7.97108575350561,7.8923965,8.4071865,7.3776064,False
2008-10-08,7.87283617502572,7.7744904,8.289281,7.2597003,False
2008-10-09,7.63530388625941,7.7505517,8.265342,7.2357616,False
2008-10-10,7.58781721999343,7.610248,8.125038,7.095458,False
2008-10-11,7.34213173058472,7.653574,8.168365,7.138784,False
2008-10-12,8.17751582384608,8.024753,8.539543,7.5099626,False
2008-10-13,8.34093322600088,8.075772,8.590563,7.560982,False
2008-10-14,8.47657950853094,7.9000225,8.414813,7.3852324,True
2008-10-15,7.87359778968554,7.826069,8.340859,7.311279,False
2008-10-16,7.71735127218533,7.8131223,8.327912,7.298332,False
2008-10-17,7.49052940206071,7.6274657,8.142256,7.1126757,False
2008-10-18,7.37588214821501,7.6901474,8.204938,7.1753573,False
2008-10-19,8.07558263667172,8.101755,8.616546,7.586965,False
2008-10-20,8.16536363247398,8.186483,8.701274,7.6716933,False
2008-10-21,8.16536363247398,8.036821,8.551612,7.5220313,False
2008-10-22,8.16536363247398,7.928723,8.443513,7.413933,False
2008-10-23,7.58528107863913,7.897704,8.412495,7.382914,False
2008-10-24,7.60738142563979,7.526568,8.041358,7.011778,False
2008-10-25,7.26752542782817,7.60454,8.11933,7.08975,False
2008-10-26,8.04012466444838,8.090238,8.605028,7.5754476,False
2008-10-27,8.10922495308995,8.14334,8.658131,7.62855,False
2008-10-28,8.80687326653069,8.099182,8.613973,7.584392,True
2008-10-29,7.74716496652033,8.054211,8.569001,7.5394206,False
2008-10-30,7.48099216286952,7.7960863,8.310877,7.2812963,False
2008-10-31,7.34665516317654,7.422862,7.937652,6.908072,False
2008-11-01,7.24708058458576,7.4674835,7.9822736,6.9526935,False
2008-11-02,7.93808872689695,8.025154,8.539945,7.510364,False
2008-11-03,9.03562977818356,8.095882,8.610673,7.5810924,True
2008-11-04,8.04109100370863,8.077753,8.592544,7.562963,False
2008-11-05,7.40610338123702,7.9959955,8.510786,7.4812055,True
2008-11-06,7.97384437594469,7.602997,8.117787,7.088207,False
2008-11-07,7.76811037852599,7.4340315,7.9488215,6.9192414,False
2008-11-08,7.4713630881871,7.470421,7.985211,6.955631,False
2008-11-09,8.03008409426756,7.916768,8.431559,7.401978,False
2008-11-10,8.72939712269206,8.157214,8.672005,7.642424,True
2008-11-11,7.93701748951545,8.063869,8.57866,7.5490794,False
2008-11-12,7.66528471847135,7.814301,8.329091,7.299511,False
2008-11-13,7.58018941794454,7.7397294,8.254519,7.2249393,False
2008-11-14,7.7106533235012,7.620229,8.135019,7.1054387,False
2008-11-15,7.26122509197192,7.6165285,8.131319,7.1017385,False
2008-11-16,8.04654935728308,8.0229,8.53769,7.5081096,False
2008-11-17,8.09346227450118,8.339952,8.854743,7.8251624,False
2008-11-18,7.76726399675731,8.074879,8.589669,7.5600886,False
2008-11-19,7.49665243816828,7.8544416,8.369232,7.3396516,False
2008-11-20,7.5522372875608,7.601347,8.1161375,7.086557,False
2008-11-21,7.49720722320332,7.5808654,8.095655,7.0660753,False
2008-11-22,7.3125534981026,7.5698924,8.084682,7.0551023,False
2008-11-23,7.93880224815448,7.942908,8.457698,7.4281178,False
2008-11-24,9.05870319731322,8.262582,8.777372,7.747792,True
2008-11-25,8.19422930481982,7.9035716,8.418362,7.3887815,False
2008-11-26,7.51914995766982,7.6846714,8.199462,7.1698813,False
2008-11-27,7.55118686729615,7.6029153,8.117705,7.088125,False
2008-11-28,7.71378461659875,7.5874705,8.102261,7.0726805,False
2008-11-29,7.60589000105312,7.5503635,8.065154,7.0355735,False
2008-11-30,8.49902922078857,8.020902,8.535692,7.5061116,False
2008-12-01,8.29179710504873,8.639998,9.154789,8.125208,False
2008-12-02,7.89469085042562,7.923321,8.438111,7.4085307,False
2008-12-03,7.79028238070348,7.662493,8.177283,7.147703,False
2008-12-04,7.65539064482615,7.7455854,8.260376,7.2307954,False
2008-12-05,7.61035761831284,7.727842,8.242632,7.213052,False
2008-12-06,7.53101633207792,7.7016745,8.216465,7.1868844,False
2008-12-07,8.23137604557397,8.148348,8.663138,7.633558,False
2008-12-08,8.00670084544037,8.475054,8.989844,7.9602637,False
2008-12-09,7.85864065562079,7.975798,8.490588,7.461008,False
2008-12-10,7.69712131728263,7.7946186,8.309409,7.2798285,False
2008-12-11,7.59588991771854,7.692779,8.207569,7.177989,False
2008-12-12,7.73587031995257,7.683061,8.197851,7.168271,False
2008-12-13,7.35115822643069,7.6876755,8.202466,7.1728854,False
2008-12-14,8.03138533062553,8.104056,8.618847,7.5892663,False
2008-12-15,8.39434736141739,8.254961,8.769752,7.740171,False
2008-12-16,7.82364593083495,7.876665,8.391456,7.361875,False
2008-12-17,8.08671792030391,7.7436833,8.258473,7.2288933,False
2008-12-18,7.77148876011762,7.826515,8.341306,7.311725,False
2008-12-19,8.68895923427068,7.7691717,8.283962,7.2543817,True
2008-12-20,7.74716496652033,7.7494526,8.264243,7.2346625,False
2008-12-21,7.96067260838812,8.186354,8.701144,7.6715636,False
2008-12-22,8.62461158818351,8.407869,8.92266,7.8930793,False
2008-12-23,7.99665387546261,7.9911265,8.505917,7.4763365,False
2008-12-24,7.62070508683826,7.8470707,8.361861,7.3322806,False
2008-12-25,7.4318919168078,7.80063,8.31542,7.28584,False
2008-12-26,7.46278915741245,7.7923408,8.307131,7.2775507,False
2008-12-27,7.4489161025442,7.7844944,8.299285,7.2697043,False
2008-12-28,8.25140306538056,8.115362,8.630153,7.600572,False
2008-12-29,8.55525939222269,8.297252,8.812042,7.7824616,False
2008-12-30,8.31581113188354,7.9571414,8.471931,7.4423513,False
2008-12-31,8.30992298925832,7.8636575,8.378448,7.3488674,False
2009-01-01,7.75876054415766,7.999143,8.513933,7.484353,False
2009-01-02,8.80821966511841,7.9120145,8.426805,7.3972244,True
2009-01-03,9.12194622121359,7.884287,8.399077,7.369497,True
2009-01-04,10.1538181636943,8.257663,8.772453,7.7428727,True
2009-01-05,9.26785427817679,8.479622,8.994412,7.964832,True
2009-01-06,8.43424627059531,8.135891,8.6506815,7.621101,False
2009-01-07,8.13768818497761,8.011732,8.526523,7.496942,False
2009-01-08,8.04494704961772,8.137992,8.652782,7.623202,False
2009-01-09,8.22897764335831,8.177776,8.692567,7.6629863,False
2009-01-10,8.14118979345769,8.180759,8.69555,7.6659694,False
2009-01-11,9.21562637640542,8.51377,9.028561,7.99898,True
2009-01-12,8.73278832497312,8.720441,9.235231,8.20565,False
2009-01-13,8.51016857647927,8.309457,8.824247,7.794667,False
2009-01-14,8.10409905614358,8.150826,8.665617,7.6360364,False
2009-01-15,7.95014988765202,8.119142,8.633932,7.6043515,False
2009-01-16,7.85205020726589,8.267395,8.782186,7.752605,False
2009-01-17,7.65633716643018,8.321571,8.836362,7.8067813,True
2009-01-18,8.04430540699064,8.704489,9.219279,8.189698,True
2009-01-19,8.80101783354071,8.821068,9.335858,8.306277,False
2009-01-20,7.82963038915019,8.420039,8.93483,7.905249,True
2009-01-21,7.77737360265786,8.214052,8.728843,7.699262,False
2009-01-22,7.93522953981691,7.803834,8.3186245,7.289044,False
2009-01-23,7.67229245562876,7.818613,8.333404,7.303823,False
2009-01-24,7.38832785957711,7.8591805,8.373971,7.3443904,False
2009-01-25,7.51152464839087,8.282053,8.796844,7.767263,True
2009-01-26,7.66340766489348,8.457687,8.972478,7.9428973,True
2009-01-27,7.78945456608667,8.0227585,8.537549,7.5079684,False
2009-01-28,7.80791662892641,7.887735,8.402525,7.372945,False
2009-01-29,7.82484569102686,7.746124,8.260914,7.2313337,False
2009-01-30,7.90654723236804,7.705101,8.219892,7.190311,False
2009-01-31,7.70210434005105,7.7087426,8.223533,7.1939526,False
2009-02-01,8.47762041629641,7.898596,8.413386,7.3838058,True
2009-02-02,9.14952823257943,8.030934,8.545725,7.5161443,True
2009-02-03,8.06211758275474,7.8957224,8.410513,7.3809323,False
2009-02-04,8.06652149046999,7.8340178,8.348808,7.3192277,False
2009-02-05,8.05959232888755,8.024612,8.539403,7.5098224,False
2009-02-06,8.04942705711069,7.9822154,8.497005,7.4674253,False
2009-02-07,7.7621706071382,7.9650116,8.479802,7.4502215,False
2009-02-08,8.09773057366422,8.244398,8.759189,7.729608,False
2009-02-09,8.01829613851552,8.421357,8.936148,7.906567,False
2009-02-10,7.61677580869837,8.152562,8.667353,7.637772,True
2009-02-11,7.84267147497946,8.075939,8.59073,7.561149,False
2009-02-12,7.76853330092603,7.873835,8.388625,7.359045,False
2009-02-13,7.53047999524554,7.8537354,8.3685255,7.3389454,False
2009-02-14,7.33236920592906,7.8127775,8.327568,7.2979875,False
2009-02-15,7.22402480828583,7.9570885,8.471879,7.4422984,True
2009-02-16,7.41637847919293,8.073886,8.588676,7.559096,True
2009-02-17,7.42714413340862,7.915989,8.430779,7.401199,False
2009-02-18,7.39756153552405,7.90653,8.42132,7.39174,False
2009-02-19,7.49554194388426,7.49222,8.00701,6.97743,False
2009-02-20,7.39939808333135,7.45666,7.97145,6.9418697,False
2009-02-21,7.00850518208228,7.4049187,7.9197087,6.8901286,False
2009-02-22,7.11801620446533,7.4370217,7.951812,6.9222317,False
2009-02-23,7.48380668766583,7.4897757,8.004566,6.9749856,False
2009-02-24,7.57147364885127,7.488408,8.003199,6.973618,False
2009-02-25,7.64826303090192,7.5219617,8.036752,7.0071716,False
2009-02-26,7.47420480649612,7.592662,8.107452,7.077872,False
2009-02-27,7.47250074473756,7.482811,7.997601,6.968021,False
2009-02-28,7.2115567333138,7.3705473,7.8853374,6.855757,False
2009-03-01,7.34342622914737,7.46819,7.9829803,6.9534,False
2009-03-02,7.48211892355212,7.613444,8.128234,7.098654,False
2009-03-03,7.41095187558364,7.5836215,8.098412,7.0688314,False
