temperature,time_step_0_linear,time_step_10_sinusoidal,time_step_22_polynomial
0.7171717171717172,-0.006839229512435114,-0.01487013385448287,0.06505387182739351
0.7272727272727273,-0.007391286250908292,-0.014913691911703972,0.06581146782327844
0.7373737373737375,-0.007189911397582352,-0.014533638438523736,0.06581657198192128
0.7474747474747475,-0.007343569056092741,-0.014401645727732896,0.06640480658985087
0.7575757575757577,-0.006973968879677415,-0.014342518726688376,0.06668869760530165
0.7676767676767677,-0.007564429646739973,-0.01460839434262036,0.0668636452359516
0.7777777777777778,-0.007035302951923089,-0.01489612745271876,0.06732675468708454
0.787878787878788,-0.007424546670508882,-0.014580109690834403,0.06810265566836077
0.797979797979798,-0.007712013553626913,-0.013808860061366616,0.06824705107121107
0.8080808080808082,-0.007676820458898153,-0.014028256010789964,0.06838866027397052
0.8181818181818182,-0.007763428339995389,-0.013941733817959778,0.06903845921670149
0.8282828282828284,-0.007919767201990202,-0.013295849851412739,0.06933820640732886
0.8383838383838385,-0.007707617099386427,-0.013193827608789913,0.07045140658594076
0.8484848484848485,-0.008033904531216274,-0.013254637077100053,0.07021392260303269
0.8585858585858587,-0.008286133612570943,-0.013121596963343921,0.07048020583205143
0.8686868686868687,-0.007987734614738342,-0.012884007560908163,0.07124290178915073
0.8787878787878789,-0.008334109509597684,-0.012598691126050263,0.07099638681369153
0.888888888888889,-0.008185709393673015,-0.012103123069991584,0.07179228835741122
0.8989898989898991,-0.008278836747525583,-0.012110748841936584,0.07258427274148428
0.9090909090909092,-0.008332998333955477,-0.011815895388055832,0.07257724233951733
0.9191919191919192,-0.007820301448977685,-0.011487520992743628,0.07267204957872903
0.9292929292929294,-0.008270950705607204,-0.01171068075490734,0.07336088622347406
0.9393939393939394,-0.008294897766987452,-0.011076936149500973,0.07415546589067365
0.9494949494949496,-0.00876099057780038,-0.011034485364359269,0.07436740110529981
0.9595959595959597,-0.008598242495004706,-0.011223671482630839,0.07455517330511512
0.9696969696969697,-0.008486128292034422,-0.010888910471604498,0.07501978574399194
0.9797979797979799,-0.008795833550350728,-0.010408398889159792,0.07548191646703604
0.98989898989899,-0.00847105414880993,-0.009839439372066848,0.07610625075134322
1.0,-0.008954944984439134,-0.00966397944465242,0.07674493749181473
