temperature,original,with_anomaly,threshold
0.4545454545454546,0.11382592335203225,0.11382592335203225,false
0.4646464646464647,0.11442447564248234,0.11442447564248234,false
0.4747474747474748,0.11446650899655104,0.11446650899655104,false
0.48484848484848486,0.1145918360980867,0.1145918360980867,false
0.494949494949495,0.11446011483830015,0.12446011483830015,true
0.5050505050505051,0.11476890978710641,0.11476890978710641,false
0.5151515151515152,0.11507279041094488,0.11507279041094488,false
0.5252525252525253,0.11515820062566683,0.11515820062566683,false
0.5353535353535354,0.11563616979635774,0.11563616979635774,false
0.5454545454545455,0.11583152562484922,0.11583152562484922,false
0.5555555555555556,0.115767821382794,0.115767821382794,false
0.5656565656565657,0.11645145749237654,0.11645145749237654,false
0.5757575757575758,0.11646043954922498,0.11646043954922498,false
0.5858585858585859,0.11632331870777415,0.11632331870777415,false
0.595959595959596,0.11688929194286653,0.11688929194286653,false
0.6060606060606061,0.11718750150588653,0.11718750150588653,false
0.6161616161616162,0.11755879050990904,0.11755879050990904,false
0.6262626262626263,0.11753098070267003,0.11753098070267003,false
0.6363636363636365,0.11799957970521177,0.11799957970521177,false
0.6464646464646465,0.11810820864025685,0.11810820864025685,false
0.6565656565656566,0.1180458296350293,0.1180458296350293,false
0.6666666666666667,0.11826513963882783,0.11826513963882783,false
0.6767676767676768,0.11901328952699522,0.11901328952699522,false
0.686868686868687,0.11926985107083625,0.11926985107083625,false
0.696969696969697,0.1193383848861889,0.1193383848861889,false
0.7070707070707072,0.11981736531204552,0.11981736531204552,false
0.7171717171717172,0.11997523898807293,0.11997523898807293,false
0.7272727272727273,0.12014760793736914,0.12014760793736914,false
0.7373737373737375,0.12007685718968858,0.12007685718968858,false
0.7474747474747475,0.1208549146563574,0.1208549146563574,false
0.7575757575757577,0.12086667073406174,0.12086667073406174,false
0.7676767676767677,0.1209342963569204,0.1209342963569204,false
0.7777777777777778,0.12113113589775783,0.12113113589775783,false
0.787878787878788,0.12157074456485134,0.12157074456485134,false
0.797979797979798,0.12144104602406408,0.12144104602406408,false
0.8080808080808082,0.12217233465133905,0.12217233465133905,false
0.8181818181818182,0.12210010011131989,0.12210010011131989,false
0.8282828282828284,0.1226246222967673,0.1226246222967673,false
0.8383838383838385,0.12270713513102806,0.12270713513102806,false
0.8484848484848485,0.1230208061022055,0.1230208061022055,false
0.8585858585858587,0.12318581063920171,0.12318581063920171,false
0.8686868686868687,0.12356972161927636,0.12356972161927636,false
0.8787878787878789,0.1242458904292273,0.1242458904292273,false
0.888888888888889,0.12441234558269837,0.12441234558269837,false
0.8989898989898991,0.12447482070830607,0.12447482070830607,false
0.9090909090909092,0.12466872944696583,0.12466872944696583,false
0.9191919191919192,0.12511376404374275,0.12511376404374275,false
0.9292929292929294,0.12544332551270457,0.12544332551270457,false
0.9393939393939394,0.12532504750847395,0.12532504750847395,false
0.9494949494949496,0.1257504752851749,0.1257504752851749,false
0.9595959595959597,0.12567779540932714,0.12567779540932714,false
0.9696969696969697,0.12654430359658586,0.12654430359658586,false
0.9797979797979799,0.1270114562681203,0.1270114562681203,false
0.98989898989899,0.1268945083063047,0.1268945083063047,false
1.0,0.12673480224395295,0.12673480224395295,false
