ds,H148_y,H206_y,H22_y,H240_y,H256_y,H279_y,H334_y,H42_y,H59_y,H65_y,H148_TimeGPT,H206_TimeGPT,H22_TimeGPT,H240_TimeGPT,H256_TimeGPT,H279_TimeGPT,H334_TimeGPT,H42_TimeGPT,H59_TimeGPT,H65_TimeGPT,H148_TimeGPT-hi-95,H206_TimeGPT-hi-95,H22_TimeGPT-hi-95,H240_TimeGPT-hi-95,H256_TimeGPT-hi-95,H279_TimeGPT-hi-95,H334_TimeGPT-hi-95,H42_TimeGPT-hi-95,H59_TimeGPT-hi-95,H65_TimeGPT-hi-95,H148_TimeGPT-lo-95,H206_TimeGPT-lo-95,H22_TimeGPT-lo-95,H240_TimeGPT-lo-95,H256_TimeGPT-lo-95,H279_TimeGPT-lo-95,H334_TimeGPT-lo-95,H42_TimeGPT-lo-95,H59_TimeGPT-lo-95,H65_TimeGPT-lo-95,H148_TimeGPT-hi-80,H206_TimeGPT-hi-80,H22_TimeGPT-hi-80,H240_TimeGPT-hi-80,H256_TimeGPT-hi-80,H279_TimeGPT-hi-80,H334_TimeGPT-hi-80,H42_TimeGPT-hi-80,H59_TimeGPT-hi-80,H65_TimeGPT-hi-80,H148_TimeGPT-lo-80,H206_TimeGPT-lo-80,H22_TimeGPT-lo-80,H240_TimeGPT-lo-80,H256_TimeGPT-lo-80,H279_TimeGPT-lo-80,H334_TimeGPT-lo-80,H42_TimeGPT-lo-80,H59_TimeGPT-lo-80,H65_TimeGPT-lo-80
2020-01-28 21:00:00,261.0,,663.0,,,,,4590.0,1326.0,11813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-28 22:00:00,298.0,,677.0,,,,,4565.0,1346.0,11795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-28 23:00:00,426.0,,687.0,,,,,4455.0,1344.0,10803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 00:00:00,120.0,,688.0,,,,,4274.0,1303.0,9248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 01:00:00,131.0,,686.0,,,,,4129.0,1261.0,8286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 02:00:00,64.0,,676.0,,,,,3973.0,1242.0,7863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 03:00:00,34.0,,666.0,,,,,3699.0,1210.0,7716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 04:00:00,26.0,,652.0,,,,,3393.0,1260.0,7824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 05:00:00,19.0,,645.0,,,,,3162.0,1200.0,8198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 06:00:00,80.0,,624.0,,,,,2979.0,1173.0,9313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 07:00:00,90.0,,603.0,,,,,2836.0,1095.0,10282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 08:00:00,187.0,,592.0,,,,,2756.0,1047.0,10475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 09:00:00,330.0,,586.0,,,,,2760.0,1011.0,11082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 10:00:00,556.0,,582.0,,,,,2801.0,995.0,11387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 11:00:00,763.0,,582.0,,,,,2877.0,984.0,11585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 12:00:00,932.0,,585.0,,,,,2954.0,984.0,11606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 13:00:00,1119.0,,587.0,,,,,3155.0,1014.0,12006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 14:00:00,1223.0,,599.0,,,,,3414.0,1022.0,12248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 15:00:00,1237.0,,611.0,,,,,3702.0,1068.0,12819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 16:00:00,1025.0,,622.0,,,,,4026.0,1111.0,13196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 17:00:00,870.0,,638.0,,,,,4254.0,1177.0,13181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 18:00:00,595.0,,646.0,,,,,4455.0,1233.0,13065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 19:00:00,299.0,,659.0,,,,,4609.0,1293.0,12575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 20:00:00,215.0,,683.0,,,,,4692.0,1204.0,12533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 21:00:00,150.0,,703.0,,,,,4735.0,1234.0,11800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 22:00:00,105.0,,717.0,,,,,4747.0,1264.0,11555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 23:00:00,70.0,,726.0,,,,,4641.0,1271.0,10846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 00:00:00,31.0,,731.0,,,,,4432.0,1265.0,9300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 01:00:00,25.0,,724.0,,,,,4271.0,1235.0,8688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 02:00:00,16.0,,712.0,,,,,4166.0,1205.0,8063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 03:00:00,15.0,,695.0,,,,,3902.0,1170.0,8074.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 04:00:00,22.0,,682.0,,,,,3534.0,1162.0,8037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 05:00:00,57.0,,670.0,,,,,3274.0,1107.0,8505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 06:00:00,152.0,,647.0,,,,,3052.0,1125.0,9663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 07:00:00,376.0,,626.0,,,,,2937.0,1073.0,10462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 08:00:00,543.0,,609.0,,,,,2795.0,1052.0,10919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 09:00:00,328.0,,599.0,,,,,2714.0,1012.0,11357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 10:00:00,408.0,,593.0,,,,,2775.0,991.0,11677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 11:00:00,457.0,,592.0,,,,,2820.0,965.0,12275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 12:00:00,803.0,,597.0,,,,,2955.0,977.0,12509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 13:00:00,762.0,,599.0,,,,,3171.0,1001.0,12749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 14:00:00,715.0,,607.0,,,,,3576.0,1055.0,12726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 15:00:00,747.0,,630.0,,,,,3903.0,1092.0,13140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 16:00:00,725.0,,644.0,,,,,4263.0,1155.0,13288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 17:00:00,874.0,,661.0,,,,,4476.0,1236.0,13066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 18:00:00,769.0,,678.0,,,,,4604.0,1272.0,13130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 19:00:00,265.0,,702.0,,,,,4701.0,1367.0,13355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 20:00:00,185.0,,728.0,,,,,4759.0,1273.0,13198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 21:00:00,115.0,,748.0,,,,,4803.0,1305.0,12730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 22:00:00,95.0,,754.0,,,,,4783.0,1341.0,12688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30 23:00:00,76.0,,759.0,,,,,4722.0,1324.0,11583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 00:00:00,38.0,,761.0,,,,,4512.0,1290.0,9910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 01:00:00,22.0,,756.0,,,,,4397.0,1264.0,9388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 02:00:00,16.0,,736.0,,,,,4246.0,1197.0,8716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 03:00:00,10.0,,716.0,,,,,4025.0,1148.0,8459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 04:00:00,18.0,,697.0,,,,,3631.0,1143.0,8315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 05:00:00,41.0,,690.0,,,,,3392.0,1098.0,8435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 06:00:00,154.0,,666.0,,,,,3232.0,1163.0,8648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 07:00:00,236.0,,645.0,,,,,3084.0,1116.0,9058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 08:00:00,408.0,,628.0,,,,,3002.0,1059.0,9585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 09:00:00,284.0,,618.0,,,,,2952.0,1032.0,10527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 10:00:00,336.0,,609.0,,,,,2948.0,999.0,10872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 11:00:00,547.0,,607.0,,,,,3056.0,984.0,11203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 12:00:00,703.0,,607.0,,,,,3143.0,987.0,12157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 13:00:00,567.0,,611.0,,,,,3237.0,1014.0,12613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 14:00:00,674.0,,619.0,,,,,3475.0,1032.0,12673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 15:00:00,681.0,,633.0,,,,,3691.0,1070.0,13095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 16:00:00,612.0,,648.0,,,,,3813.0,1125.0,13195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 17:00:00,870.0,,670.0,,,,,3956.0,1204.0,13411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 18:00:00,531.0,,688.0,,,,,4127.0,1276.0,13447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 19:00:00,237.0,,712.0,,,,,4281.0,1348.0,13031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 20:00:00,169.0,,739.0,,,,,4420.0,1261.0,12338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 21:00:00,113.0,,751.0,,,,,4562.0,1300.0,12209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 22:00:00,67.0,,757.0,,,,,4589.0,1319.0,11236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31 23:00:00,68.0,,764.0,,,,,4430.0,1297.0,10393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01 00:00:00,29.0,,764.0,,,,,4251.0,1256.0,9614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01 01:00:00,11.0,,763.0,,,,,4092.0,1175.0,8890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01 02:00:00,18.0,,740.0,,,,,3985.0,1136.0,8330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01 03:00:00,13.0,,725.0,,,,,3747.0,1107.0,8119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01 04:00:00,,,,,,,,,,,21.952946,,709.1927,,,,,3457.2837,1108.3828,8050.4414,26.736702,,713.19836,,,,,3486.1025,1126.0461,8299.608,17.16919,,705.187,,,,,3428.4648,1090.7195,7801.275,25.59911,,712.59955,,,,,3481.1897,1122.2666,8290.435,18.306782,,705.7858,,,,,3433.3777,1094.499,7810.4487
2020-02-01 05:00:00,,,,,,,,,,,49.076794,,695.71234,,,,,3256.0835,1082.5784,8131.3975,62.81695,,700.1538,,,,,3287.6233,1132.4785,8585.283,35.336636,,691.2709,,,,,3224.5437,1032.6782,7677.5117,60.37326,,699.94305,,,,,3283.7183,1122.7463,8493.329,37.780327,,691.4816,,,,,3228.4487,1042.4104,7769.4653
2020-02-01 06:00:00,,,,,,,,,,,148.85475,,675.3722,,,,,3094.34,1100.5217,8310.274,170.66391,,678.00775,,,,,3168.2703,1156.3678,9433.314,127.0456,,672.73663,,,,,3020.41,1044.6757,7187.2344,169.01027,,677.4499,,,,,3156.1885,1146.2087,9168.548,128.69923,,673.2945,,,,,3032.4917,1054.8347,7452.001
2020-02-01 07:00:00,,,,,,,,,,,258.91748,,651.54724,,,,,2966.318,1069.7505,8579.21,348.599,,658.0382,,,,,3020.0837,1122.1016,10039.017,169.23598,,645.0563,,,,,2912.5525,1017.3994,7119.403,341.91315,,657.14343,,,,,3018.75,1111.3342,9706.186,175.92181,,645.95105,,,,,2913.8862,1028.1667,7452.235
2020-02-01 08:00:00,,,,,,,,,,,381.71048,,635.26385,,,,,2868.7964,1035.1364,9001.114,501.4194,,642.0181,,,,,2988.1418,1067.8394,10362.07,262.00156,,628.5096,,,,,2749.451,1002.4334,7640.158,483.01764,,641.89136,,,,,2978.4946,1064.14,10075.885,280.40332,,628.63635,,,,,2759.0981,1006.1327,7926.3438
2020-02-01 09:00:00,,,,,,,,,,,358.74548,,623.95575,,,,,2818.8142,1007.34875,9574.934,487.61887,,632.28455,,,,,2984.6938,1039.7302,10469.3545,229.87212,,615.62695,,,,,2652.9346,974.9673,8680.513,482.8306,,632.23236,,,,,2963.8833,1033.2283,10296.293,234.66035,,615.67914,,,,,2673.745,981.4691,8853.574
2020-02-01 10:00:00,,,,,,,,,,,401.3818,,616.22174,,,,,2861.6606,983.812,10276.223,518.65936,,626.6263,,,,,2988.1638,1009.6882,11251.165,284.10422,,605.8172,,,,,2735.1575,957.93585,9301.28,508.2804,,625.0304,,,,,2969.0293,1006.4703,11051.077,294.4832,,607.4131,,,,,2754.292,961.15375,9501.368
2020-02-01 11:00:00,,,,,,,,,,,494.14252,,612.57745,,,,,2932.6746,968.60626,10926.894,636.72473,,622.65265,,,,,3095.821,991.56604,11907.451,351.56033,,602.50226,,,,,2769.528,945.6465,9946.336,621.0493,,621.35,,,,,3081.2024,986.9638,11810.628,367.23572,,603.80493,,,,,2784.1467,950.2487,10043.159
2020-02-01 12:00:00,,,,,,,,,,,634.51056,,616.5985,,,,,3039.355,968.69366,11584.797,685.6486,,624.0964,,,,,3176.9846,995.36487,12227.771,583.3725,,609.10065,,,,,2901.7253,942.02246,10941.822,673.9646,,622.4911,,,,,3156.11,992.7902,12137.34,595.0565,,610.70593,,,,,2922.5999,944.5971,11032.254
2020-02-01 13:00:00,,,,,,,,,,,676.05145,,618.6745,,,,,3176.487,986.5453,12063.973,807.1024,,629.58777,,,,,3307.9705,1024.4564,12615.459,545.0005,,607.7612,,,,,3045.0037,948.63416,11512.486,796.0473,,627.1234,,,,,3294.4333,1022.3546,12504.077,556.0556,,610.2256,,,,,3058.5408,950.7359,11623.868
2020-02-01 14:00:00,,,,,,,,,,,695.14197,,625.43665,,,,,3382.7627,1018.0376,12304.23,809.7111,,635.7487,,,,,3523.1213,1074.6777,12606.621,580.5728,,615.1246,,,,,3242.404,961.3974,12001.84,784.14386,,633.3734,,,,,3491.313,1064.7892,12573.477,606.1401,,617.4999,,,,,3274.2124,971.286,12034.984
2020-02-01 15:00:00,,,,,,,,,,,720.7745,,634.82965,,,,,3598.5884,1053.0061,12458.2,832.71936,,636.09894,,,,,3814.443,1108.0555,12770.319,608.8296,,633.56036,,,,,3382.7336,997.95667,12146.081,815.99304,,636.09326,,,,,3779.5674,1098.8691,12697.079,625.5559,,633.56604,,,,,3417.6094,1007.1431,12219.321
2020-02-01 16:00:00,,,,,,,,,,,737.9746,,649.2084,,,,,3831.69,1102.948,12583.91,870.25336,,652.534,,,,,4239.0903,1169.242,12741.4375,605.69586,,645.88275,,,,,3424.2896,1036.654,12426.383,866.42084,,651.8351,,,,,4170.0903,1154.6082,12720.52,609.5284,,646.58167,,,,,3493.2896,1051.2878,12447.301
2020-02-01 17:00:00,,,,,,,,,,,795.43066,,664.9096,,,,,4035.5361,1163.8729,12483.01,825.7406,,675.4868,,,,,4500.213,1245.2322,12700.138,765.1207,,654.3324,,,,,3570.8594,1082.5137,12265.882,823.0308,,674.77264,,,,,4418.985,1228.2919,12669.256,767.8305,,655.0466,,,,,3652.0876,1099.454,12296.764
2020-02-01 18:00:00,,,,,,,,,,,635.8715,,685.96277,,,,,4209.5093,1219.6003,12309.262,801.1955,,698.91223,,,,,4648.075,1289.0464,12497.387,470.54755,,673.0133,,,,,3770.9436,1150.1543,12121.137,788.69727,,697.1628,,,,,4561.9517,1281.5634,12479.488,483.04575,,674.76276,,,,,3857.067,1157.6373,12139.035
2020-02-01 19:00:00,,,,,,,,,,,403.35477,,702.76624,,,,,4323.494,1267.891,11888.988,555.3542,,728.94403,,,,,4703.0815,1383.761,12506.197,251.35533,,676.58844,,,,,3943.9065,1152.021,11271.779,550.499,,726.71686,,,,,4629.094,1370.0114,12384.485,256.21054,,678.8156,,,,,4017.8938,1165.7706,11393.491
2020-02-01 20:00:00,,,,,,,,,,,259.94275,,718.74243,,,,,4412.3022,1227.5297,11477.631,324.89987,,758.0575,,,,,4723.0786,1288.8138,12157.179,194.98563,,679.42737,,,,,4101.526,1166.2455,10798.083,324.05594,,755.4518,,,,,4662.599,1277.9827,12142.019,195.82956,,682.0331,,,,,4162.0054,1177.0767,10813.243
2020-02-01 21:00:00,,,,,,,,,,,162.70392,,730.13495,,,,,4454.727,1255.7913,11026.848,198.49426,,779.537,,,,,4651.8867,1327.0287,11681.714,126.913574,,680.7329,,,,,4257.5674,1184.5538,10371.981,195.6686,,774.7863,,,,,4622.0596,1317.2625,11588.669,129.73924,,685.4836,,,,,4287.3945,1194.3201,10465.026
