ds,actual,forecast,lo_90,hi_90,type
2020-03-23 07:00:00,0.05076016834339635,,,,historical
2020-03-23 08:00:00,0.09148305795457838,,,,historical
2020-03-23 09:00:00,0.13130404842116866,,,,historical
2020-03-23 10:00:00,0.17023639002772917,,,,historical
2020-03-23 11:00:00,0.20829708476662767,,,,historical
2020-03-23 12:00:00,0.24550683136470622,,,,historical
2020-03-23 13:00:00,0.2818899547760596,,,,historical
2020-03-23 14:00:00,0.3174743203716972,,,,historical
2020-03-23 15:00:00,0.35229123312810035,,,,historical
2020-03-23 16:00:00,0.3863753221868118,,,,historical
2020-03-23 17:00:00,0.4197644112256742,,,,historical
2020-03-23 18:00:00,0.45249937514894656,,,,historical
2020-03-23 19:00:00,0.4846239836678315,,,,historical
2020-03-23 20:00:00,0.5161847324047929,,,,historical
2020-03-23 21:00:00,0.5472306622138854,,,,historical
2020-03-23 22:00:00,0.5778131674650838,,,,historical
2020-03-23 23:00:00,0.6079857940928665,,,,historical
2020-03-24 00:00:00,0.6378040282578941,,,,historical
2020-03-24 01:00:00,0.6673250765151776,,,,historical
2020-03-24 02:00:00,0.6966076384226234,,,,historical
2020-03-24 03:00:00,0.7257116725598125,,,,historical
2020-03-24 04:00:00,0.7546981569583754,,,,historical
2020-03-24 05:00:00,0.7836288449720382,,,,historical
2020-03-24 06:00:00,0.8125660176363009,,,,historical
2020-03-24 07:00:00,0.8415722335845953,,,,historical
2020-03-24 03:00:00,,0.754627,0.7275864,0.7816676,forecast
2020-03-24 04:00:00,,0.7940347,0.75251245,0.835557,forecast
2020-03-24 05:00:00,,0.8545468,0.7658368,0.9432568,forecast
2020-03-24 06:00:00,,0.90304875,0.7931146,1.0129828,forecast
2020-03-24 07:00:00,,0.9701927,0.81552386,1.1248614,forecast
