ds,y,TimeGPT,TimeGPT-lo-99,TimeGPT-hi-99,anomaly
2017-06-30 23:00:00,313.48,314.36267,309.72855,318.9968,False
2017-07-01 00:00:00,314.15,314.9105,310.27637,319.54462,False
2017-07-01 01:00:00,314.3,314.2816,309.64746,318.9157,False
2017-07-01 02:00:00,313.9,313.91864,309.28452,318.55276,False
2017-07-01 03:00:00,313.4,312.90985,308.27573,317.54398,False
2017-07-01 04:00:00,311.44,311.33755,306.70343,315.97168,False
2017-07-01 05:00:00,309.15,309.04315,304.40903,313.67728,False
2017-07-01 06:00:00,306.65,306.96118,302.32706,311.5953,False
2017-07-01 07:00:00,305.4,305.75275,301.11862,310.38687,False
2017-07-01 08:00:00,304.15,304.77792,300.1438,309.41205,False
2017-07-01 09:00:00,302.65,303.7717,299.13757,308.40582,False
2017-07-01 10:00:00,302.4,302.79855,298.16443,307.43268,False
2017-07-01 11:00:00,300.65,301.89215,297.25803,306.52628,False
2017-07-01 12:00:00,299.65,300.90167,296.26755,305.5358,False
2017-07-01 13:00:00,297.9,300.9259,296.29178,305.56003,False
2017-07-01 14:00:00,299.14,301.55698,296.92285,306.1911,False
2017-07-01 15:00:00,301.9,303.33246,298.69833,307.96658,False
2017-07-01 16:00:00,304.52,305.2226,300.58847,309.85672,False
2017-07-01 17:00:00,306.65,307.09534,302.4612,311.72946,False
2017-07-01 18:00:00,308.57,309.03934,304.4052,313.67346,False
2017-07-01 19:00:00,310.52,310.09735,305.46323,314.73148,False
2017-07-01 20:00:00,312.15,311.5436,306.9095,316.17773,False
2017-07-01 21:00:00,313.15,312.59985,307.96573,317.23398,False
2017-07-01 22:00:00,314.77,313.35428,308.72015,317.9884,False
2017-07-01 23:00:00,315.27,314.31537,309.68124,318.9495,False
2017-07-02 00:00:00,315.78,314.8551,310.22098,319.48923,False
2017-07-02 01:00:00,315.78,315.82385,311.18973,320.45798,False
2017-07-02 02:00:00,315.58,315.3034,310.66928,319.93753,False
2017-07-02 03:00:00,314.3,314.1148,309.48068,318.74893,False
2017-07-02 04:00:00,311.99,312.10757,307.47345,316.7417,False
2017-07-02 05:00:00,309.36,309.61783,304.9837,314.25195,False
2017-07-02 06:00:00,307.16,307.36206,302.72794,311.9962,False
2017-07-02 07:00:00,305.9,305.9759,301.34177,310.61002,False
2017-07-02 08:00:00,305.15,304.90353,300.2694,309.53766,False
2017-07-02 09:00:00,303.65,303.9322,299.29807,308.5663,False
2017-07-02 10:00:00,303.012601473,302.88882,298.2547,307.52295,False
2017-07-02 11:00:00,302.297539243,301.63498,297.00085,306.2691,False
2017-07-02 12:00:00,301.582477013,300.51694,295.8828,305.15106,False
2017-07-02 13:00:00,300.867414783,300.15985,295.52573,304.79398,False
2017-07-02 14:00:00,299.74,300.91092,296.2768,305.54504,False
2017-07-02 15:00:00,301.29,303.39572,298.7616,308.02985,False
2017-07-02 16:00:00,304.72,305.83707,301.20294,310.4712,False
2017-07-02 17:00:00,306.86,308.02655,303.39243,312.66068,False
2017-07-02 18:00:00,308.9,310.2035,305.56937,314.83762,False
2017-07-02 19:00:00,310.44,311.53467,306.90054,316.1688,False
2017-07-02 20:00:00,311.3,313.0123,308.37817,317.64642,False
2017-07-02 21:00:00,312.3,314.06717,309.43304,318.7013,False
2017-07-02 22:00:00,313.78,314.87317,310.23904,319.5073,False
2017-07-02 23:00:00,314.32,315.6446,311.01047,320.27872,False
2017-07-03 00:00:00,314.4,316.03766,311.40353,320.67178,False
2017-07-03 01:00:00,314.65,314.50226,309.86813,319.13638,False
2017-07-03 02:00:00,313.58,314.14148,309.50735,318.7756,False
2017-07-03 03:00:00,312.44,313.11572,308.4816,317.74985,False
2017-07-03 04:00:00,311.16,311.46042,306.8263,316.09454,False
2017-07-03 05:00:00,310.16,309.35794,304.72382,313.99207,False
2017-07-03 06:00:00,307.91,307.43002,302.7959,312.06415,False
2017-07-03 07:00:00,306.66,306.2379,301.6038,310.87204,False
2017-07-03 08:00:00,306.15,305.35114,300.717,309.98526,False
2017-07-03 09:00:00,305.15,304.26196,299.62784,308.8961,False
2017-07-03 10:00:00,304.65,303.16437,298.53024,307.7985,False
2017-07-03 11:00:00,303.65,301.93518,297.30106,306.5693,False
2017-07-03 12:00:00,303.9,300.97986,296.34573,305.61398,False
2017-07-03 13:00:00,302.74,300.38437,295.75024,305.0185,False
2017-07-03 14:00:00,302.39,300.56366,295.92953,305.19778,False
2017-07-03 15:00:00,303.9,302.22968,297.59555,306.8638,False
2017-07-03 16:00:00,305.52,304.79694,300.1628,309.43106,False
2017-07-03 17:00:00,306.48,306.88138,302.24725,311.5155,False
2017-07-03 18:00:00,307.52,309.06958,304.43546,313.7037,False
2017-07-03 19:00:00,308.93,310.2733,305.63916,314.9074,False
2017-07-03 20:00:00,310.26,311.65787,307.02374,316.292,False
2017-07-03 21:00:00,311.36,312.7599,308.12576,317.394,False
2017-07-03 22:00:00,312.14,313.66357,309.02945,318.2977,False
2017-07-03 23:00:00,313.03,314.38605,309.75192,319.02017,False
2017-07-04 00:00:00,313.59,314.6374,310.00327,319.2715,False
2017-07-04 01:00:00,313.92,313.78006,309.14594,318.41418,False
2017-07-04 02:00:00,313.52,313.38754,308.75342,318.02167,False
2017-07-04 03:00:00,312.9,312.64105,308.00693,317.27518,False
2017-07-04 04:00:00,311.86,311.5458,306.91168,316.17993,False
2017-07-04 05:00:00,310.15,310.003,305.36887,314.63712,False
2017-07-04 06:00:00,308.14,308.18042,303.5463,312.81454,False
2017-07-04 07:00:00,307.34,306.9209,302.28677,311.55502,False
2017-07-04 08:00:00,306.34,306.10214,301.46802,310.73627,False
2017-07-04 09:00:00,305.74,304.97946,300.34534,309.6136,False
2017-07-04 10:00:00,304.35,303.99216,299.35803,308.62628,False
2017-07-04 11:00:00,303.95,302.79517,298.16104,307.4293,False
2017-07-04 12:00:00,303.36,302.1021,297.468,306.73624,False
2017-07-04 13:00:00,301.45,301.43735,296.80322,306.07147,False
2017-07-04 14:00:00,301.81,301.73914,297.105,306.37326,False
2017-07-04 15:00:00,303.9,303.14615,298.51202,307.78027,False
2017-07-04 16:00:00,305.9,305.30026,300.66614,309.9344,False
2017-07-04 17:00:00,307.93,306.93463,302.3005,311.56876,False
2017-07-04 18:00:00,309.65,308.72797,304.09384,313.3621,False
2017-07-04 19:00:00,310.4,309.9037,305.26956,314.5378,False
2017-07-04 20:00:00,312.04,311.17743,306.5433,315.81155,False
2017-07-04 21:00:00,313.7,312.2691,307.63498,316.90323,False
2017-07-04 22:00:00,314.89,313.26813,308.634,317.90225,False
2017-07-04 23:00:00,315.15,313.8676,309.2335,318.50174,False
2017-07-05 00:00:00,315.81,314.18243,309.5483,318.81656,False
2017-07-05 01:00:00,315.81,316.06525,311.43112,320.69937,False
2017-07-05 02:00:00,315.43,315.6005,310.96637,320.23462,False
2017-07-05 03:00:00,314.77,314.62247,309.98834,319.2566,False
2017-07-05 04:00:00,312.86,313.17526,308.54114,317.8094,False
2017-07-05 05:00:00,310.64,310.8259,306.19177,315.46002,False
2017-07-05 06:00:00,308.79,308.30084,303.66672,312.93497,False
2017-07-05 07:00:00,307.34,306.91455,302.28043,311.54868,False
2017-07-05 08:00:00,306.75,305.9857,301.35156,310.6198,False
2017-07-05 09:00:00,305.35,305.0572,300.42307,309.6913,False
2017-07-05 10:00:00,303.65,304.0496,299.41547,308.68372,False
2017-07-05 11:00:00,303.57,302.96802,298.3339,307.60214,False
2017-07-05 12:00:00,303.16,302.12177,297.48764,306.7559,False
2017-07-05 13:00:00,302.29,301.10065,296.46652,305.73477,False
2017-07-05 14:00:00,303.04,301.375,296.74088,306.00912,False
2017-07-05 15:00:00,304.25,303.14035,298.50623,307.77448,False
2017-07-05 16:00:00,306.64,305.71237,301.07825,310.3465,False
2017-07-05 17:00:00,308.59,307.81778,303.18365,312.4519,False
2017-07-05 18:00:00,310.36,309.49884,304.86472,314.13297,False
2017-07-05 19:00:00,311.49,310.61688,305.98276,315.251,False
2017-07-05 20:00:00,312.81,311.9994,307.36526,316.6335,False
2017-07-05 21:00:00,314.26,313.2141,308.58,317.84824,False
2017-07-05 22:00:00,315.26,314.33298,309.69885,318.9671,False
2017-07-05 23:00:00,316.04,315.03528,310.40115,319.6694,False
2017-07-06 00:00:00,316.37,315.6044,310.97028,320.23853,False
2017-07-06 01:00:00,316.81,316.49478,311.86066,321.1289,False
2017-07-06 02:00:00,316.64,316.12183,311.4877,320.75595,False
2017-07-06 03:00:00,315.53,315.21674,310.5826,319.85086,False
2017-07-06 04:00:00,313.64,313.57852,308.9444,318.21265,False
2017-07-06 05:00:00,311.47,311.36734,306.73322,316.00146,False
2017-07-06 06:00:00,309.77,309.18158,304.54745,313.8157,False
2017-07-06 07:00:00,308.34,307.703,303.06888,312.33713,False
2017-07-06 08:00:00,308.15,306.73917,302.10504,311.3733,False
2017-07-06 09:00:00,306.36,305.7227,301.08856,310.3568,False
2017-07-06 10:00:00,305.15,304.63647,300.00235,309.2706,False
2017-07-06 11:00:00,304.55,303.79498,299.16086,308.4291,False
2017-07-06 12:00:00,303.95,303.3383,298.70416,307.9724,False
2017-07-06 13:00:00,303.74,302.25458,297.62045,306.8887,False
2017-07-06 14:00:00,304.4,302.47424,297.84012,307.10837,False
2017-07-06 15:00:00,304.93,304.02414,299.39,308.65826,False
2017-07-06 16:00:00,306.4,306.29263,301.6585,310.92676,False
2017-07-06 17:00:00,308.27,308.4234,303.78928,313.05753,False
2017-07-06 18:00:00,309.16,310.20343,305.5693,314.83755,False
2017-07-06 19:00:00,310.65,311.37018,306.73605,316.0043,False
2017-07-06 20:00:00,311.77,312.7364,308.10226,317.3705,False
2017-07-06 21:00:00,312.9,314.01395,309.37982,318.64807,False
2017-07-06 22:00:00,314.4,315.03046,310.39633,319.66458,False
2017-07-06 23:00:00,315.37,315.77115,311.13702,320.40527,False
2017-07-07 00:00:00,316.27,316.0117,311.37756,320.6458,False
2017-07-07 01:00:00,316.72,316.5831,311.94897,321.21722,False
2017-07-07 02:00:00,316.58,316.20688,311.57275,320.841,False
2017-07-07 03:00:00,315.82,315.1854,310.55127,319.81952,False
2017-07-07 04:00:00,315.01,313.49432,308.8602,318.12845,False
2017-07-07 05:00:00,312.33,311.4632,306.82907,316.09732,False
2017-07-07 06:00:00,311.4,309.48383,304.8497,314.11795,False
2017-07-07 07:00:00,310.65,308.21246,303.57834,312.8466,False
2017-07-07 08:00:00,309.15,307.4128,302.7787,312.04694,False
2017-07-07 09:00:00,307.91,306.25558,301.62146,310.8897,False
2017-07-07 10:00:00,306.9,305.16342,300.5293,309.79755,False
2017-07-07 11:00:00,305.4,304.5221,299.88797,309.15622,False
2017-07-07 12:00:00,304.66,304.21613,299.582,308.85025,False
2017-07-07 13:00:00,304.73,303.54187,298.90775,308.176,False
2017-07-07 14:00:00,304.4,303.531,298.89688,308.16513,False
2017-07-07 15:00:00,306.28,304.68015,300.04602,309.31427,False
2017-07-07 16:00:00,308.51,306.67398,302.03986,311.3081,False
2017-07-07 17:00:00,310.64,308.3782,303.74408,313.01233,False
2017-07-07 18:00:00,313.14,309.9256,305.29147,314.55972,False
2017-07-07 19:00:00,314.76,311.20038,306.56625,315.8345,False
2017-07-07 20:00:00,316.27,312.4728,307.83868,317.10693,False
2017-07-07 21:00:00,317.15,313.81186,309.17773,318.44598,False
2017-07-07 22:00:00,318.29,314.93033,310.2962,319.56445,False
2017-07-07 23:00:00,318.87,315.77124,311.13712,320.40536,False
2017-07-08 00:00:00,319.16,316.12775,311.49362,320.76187,False
2017-07-08 01:00:00,319.01,319.36545,314.73132,323.99957,False
2017-07-08 02:00:00,318.67,318.90964,314.2755,323.54376,False
2017-07-08 03:00:00,318.15,317.79514,313.161,322.42926,False
2017-07-08 04:00:00,316.16,316.10333,311.4692,320.73746,False
2017-07-08 05:00:00,315.15,313.82953,309.1954,318.46365,False
2017-07-08 06:00:00,313.73,312.03442,307.4003,316.66855,False
2017-07-08 07:00:00,311.88,310.65692,306.0228,315.29105,False
2017-07-08 08:00:00,311.13,309.5257,304.89157,314.15982,False
2017-07-08 09:00:00,310.37,308.16373,303.5296,312.79785,False
2017-07-08 10:00:00,309.71,306.99097,302.35684,311.6251,False
2017-07-08 11:00:00,309.34,306.0672,301.43307,310.70132,False
2017-07-08 12:00:00,309.9,305.45505,300.82092,310.08917,False
2017-07-08 13:00:00,308.91,304.78473,300.1506,309.41885,False
2017-07-08 14:00:00,308.44,304.71207,300.07794,309.3462,False
2017-07-08 15:00:00,309.15,306.20718,301.57306,310.8413,False
2017-07-08 16:00:00,309.89,308.4105,303.77637,313.04462,False
2017-07-08 17:00:00,310.77,310.42056,305.78644,315.0547,False
2017-07-08 18:00:00,311.89,312.2002,307.56607,316.83432,False
2017-07-08 19:00:00,312.9,313.60913,308.975,318.24326,False
2017-07-08 20:00:00,314.15,315.0332,310.39908,319.66733,False
2017-07-08 21:00:00,315.15,316.23547,311.60135,320.8696,False
2017-07-08 22:00:00,315.77,317.22632,312.5922,321.86044,False
2017-07-08 23:00:00,316.15,317.70648,313.07236,322.3406,False
2017-07-09 00:00:00,316.44,318.1458,313.5117,322.77994,False
2017-07-09 01:00:00,316.32,316.35608,311.72195,320.9902,False
2017-07-09 02:00:00,314.57,316.0169,311.38278,320.65103,False
